whitney_no,root,homonym,gloss,ryad_derived,ryad_conf,z_series,z_set,set_derived,z_url,ryad_1978,ryad_1978_basis,openness_1978,polnoizm_1978,polnoizm_1978_basis
480,prī,,please,I₂,high,I2,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=368,I₂,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
523,bhī,,fear,I₂,high,I2,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=369,I₂,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
536,bhrī,,consume,I₂,high,I2,aniṭ,,https://samskrtam.ru/z/verb.php?id=370,I₂,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
562,mīl,,wink,I₂,high,I2,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=371,I₂,§66-rule,closed,defective,§67-rule-2 (heavy closed)
563,mīv,,push,I₂,high,I2,seṭ,,https://samskrtam.ru/z/verb.php?id=372,I₂,§66-rule,closed,defective,§67-rule-2 (heavy closed)
641,ri,,flow,I₁,high,I2,aniṭ,,https://samskrtam.ru/z/verb.php?id=373,I₁,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
685,lī,1,cling,I₂,high,I2,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=374,I₂,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
686,lī,2,be unsteady,I₂,high,I2,,,https://samskrtam.ru/z/verb.php?id=375,I₂,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
737,vī,,enjoy,I₂,high,I2,aniṭ,,https://samskrtam.ru/z/verb.php?id=376,I₂,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
738,vīj,,fan,I₂,high,I2,,,https://samskrtam.ru/z/verb.php?id=377,I₂,§66-rule,closed,defective,§67-rule-2 (heavy closed)
739,vīḍ,,make strong,I₂,high,I2,seṭ,,https://samskrtam.ru/z/verb.php?id=378,I₂,§66-rule,closed,defective,§67-rule-2 (heavy closed)
762,vrīḍ,,be abashed,I₂,high,I2,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=379,I₂,§66-rule,closed,defective,§67-rule-2 (heavy closed)
765,vlī,,crush,I₂,high,I2,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=380,I₂,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
788,śī,1,fall,I₂,high,I2,aniṭ,,https://samskrtam.ru/z/verb.php?id=381,I₂,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
789,śī,2,lie,I₂,high,I2,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=382,I₂,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
813,śrī,1,mix,I₂,high,I2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=383,I₂,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
825,ṣṭhīv,,spew,I₂,high,I2,seṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=384,I₂,§66-rule,closed,defective,§67-rule-2 (heavy closed)
830,sad,,sit,A₁,medium,I2,seṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=385,A₁,§66-rule,closed,defective,§67-A1-default
845,sīv,,sew,I₂,high,I2,seṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=386,I₂,§66-rule,closed,full,§67-exception-list
866,stim,,be stiff,I₁,high,I2,seṭ,,https://samskrtam.ru/z/verb.php?id=387,I₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
898,srīv,,fail,I₂,high,I2,seṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=388,I₂,§66-rule,closed,defective,§67-rule-2 (heavy closed)
918,hīḍ,,be hostile,I₂,high,I2,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=389,I₂,§66-rule,closed,defective,§67-rule-2 (heavy closed)
932,hrī,,be ashamed,I₂,high,I2,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=390,I₂,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
86,kal,,"drive, produce",A₁,medium,L,seṭ,,https://samskrtam.ru/z/verb.php?id=679,L?,index-unknown,open,defective,§67-L-default
114,kḷp,,be in order,L,high,L,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=680,,unparsed,,unknown,unparsed-citation-form
139,kṣal,,wash,A₁,medium,L,seṭ,,https://samskrtam.ru/z/verb.php?id=681,L?,index-unknown,open,defective,§67-L-default
174,gal,,drop,A₁,medium,L,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=682,L?,index-unknown,open,defective,§67-L-default
175,galbh,,dare,A₁,medium,L,seṭ,,https://samskrtam.ru/z/verb.php?id=683,L,§66-rule-closed,closed,defective,§67-L-default
223,cal,,stir,A₁,medium,L,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=684,L?,index-unknown,open,defective,§67-L-default
254,jalp,,"murmur, speak",A₁,medium,L,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=685,L,§66-rule-closed,closed,defective,§67-L-default
274,jval,,"burn, flame",A₁,medium,L,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=686,L?,index-unknown,open,defective,§67-L-default
346,dal,,burst,A₁,medium,L,seṭ,,https://samskrtam.ru/z/verb.php?id=687,L?,index-unknown,open,defective,§67-L-default
491,phal,1,brust,A₁,medium,L,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=688,L?,index-unknown,open,defective,§67-L-default
492,phal,2,fruit,A₁,medium,L,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=689,L?,index-unknown,open,defective,§67-L-default
495,bal,,whirl,A₁,medium,L,seṭ,,https://samskrtam.ru/z/verb.php?id=690,L?,index-unknown,open,defective,§67-L-default
676,lal,,sport,A₁,medium,L,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=691,L?,index-unknown,open,defective,§67-L-default
711,val,,turn,A₁,medium,L,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=692,L?,index-unknown,open,defective,§67-L-default
712,valg,,spring,A₁,medium,L,seṭ,,https://samskrtam.ru/z/verb.php?id=693,L,§66-rule-closed,closed,defective,§67-L-default
713,valh,,challenge,A₁,medium,L,seṭ,,https://samskrtam.ru/z/verb.php?id=694,L,§66-rule-closed,closed,defective,§67-L-default
776,śal,,leap,A₁,medium,L,seṭ,,https://samskrtam.ru/z/verb.php?id=695,L?,index-unknown,open,defective,§67-L-default
861,skhal,,stumble,A₁,medium,L,seṭ,,https://samskrtam.ru/z/verb.php?id=696,L?,index-unknown,open,defective,§67-L-default
887,sphal,,strike,A₁,medium,L,seṭ,,https://samskrtam.ru/z/verb.php?id=697,L?,index-unknown,open,defective,§67-L-default
936,hval,,go wrong,A₁,medium,L,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=698,L?,index-unknown,open,defective,§67-L-default
391,dham,,blow,M₁,medium,M0,seṭ,,https://samskrtam.ru/z/verb.php?id=699,M₂,§66-default-open-M,open,full,§67-RMN-default(majority)
786,śim,,,I₁,high,M0,seṭ,,https://samskrtam.ru/z/verb.php?id=700,I₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
517,bhām,,be angry,A₂,medium,M0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=191,M₂,§66-default-open-M,open,full,§67-RMN-default(majority)
137,kṣam,,endure,M₁,medium,M1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=899,M₂,§66-default-open-M,open,full,§67-RMN-default(majority)
219,cam,,sip,M₁,medium,M1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=900,M₂,§66-default-open-M,open,full,§67-RMN-default(majority)
775,śam,3,note,M₁,medium,M1,veṭ,,https://samskrtam.ru/z/verb.php?id=901,M₂,§66-default-open-M,open,full,§67-RMN-default(majority)
808,śram,,be weary,M₁,medium,M1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=902,M₂,§66-list,open,full,§67-RMN-default(majority)
170,gam,,go,M₁,medium,M1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=701,M₁,§66-list,open,full,§67-RMN-default(majority)
380,dram,,run,M₁,medium,M1,veṭ,,https://samskrtam.ru/z/verb.php?id=702,M₂,§66-default-open-M,open,full,§67-RMN-default(majority)
416,nam,,"bend, bow",M₁,medium,M1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=703,M₁,§66-list,open,full,§67-RMN-default(majority)
629,ram,,be or make content,M₁,medium,M1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=705,M₁,§66-list,open,full,§67-RMN-default(majority)
674,lam,,take pleasure,M₁,medium,M1,aniṭ,,https://samskrtam.ru/z/verb.php?id=715,M₂,§66-default-open-M,open,full,§67-RMN-default(majority)
13,am,,injure,M₁,medium,M2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=706,M₂,§66-default-open-M,open,full,§67-RMN-default(majority)
84,kam,,love,M₁,medium,M2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=707,M₂,§66-default-open-M,open,full,§67-RMN-default(majority)
119,kram,,stride,M₁,medium,M2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=708,M₂,§66-list,open,full,§67-RMN-default(majority)
128,klam,,be weary,M₁,medium,M2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=709,M₂,§66-default-open-M,open,full,§67-RMN-default(majority)
137,kṣam,,endure,M₁,medium,M2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=710,M₂,§66-default-open-M,open,full,§67-RMN-default(majority)
219,cam,,sip,M₁,medium,M2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=711,M₂,§66-default-open-M,open,full,§67-RMN-default(majority)
297,tam,,faint,M₁,medium,M2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=712,M₂,§66-default-open-M,open,full,§67-RMN-default(majority)
343,dam,,control,M₁,medium,M2,veṭ,,https://samskrtam.ru/z/verb.php?id=713,M₂,§66-list,open,full,§67-RMN-default(majority)
534,bhram,,wander,M₁,medium,M2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=714,M₂,§66-list,open,full,§67-RMN-default(majority)
710,vam,,vomit,M₁,medium,M2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=716,M₂,§66-default-open-M,open,full,§67-RMN-default(majority)
774,śam,2,be quiet,M₁,medium,M2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=717,M₂,§66-default-open-M,open,full,§67-RMN-default(majority)
775,śam,3,note,M₁,medium,M2,veṭ,,https://samskrtam.ru/z/verb.php?id=718,M₂,§66-default-open-M,open,full,§67-RMN-default(majority)
808,śram,,be weary,M₁,medium,M2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=719,M₂,§66-list,open,full,§67-RMN-default(majority)
9,aṇṭh,,visit,A₁,medium,N0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=720,A₁,§66-rule,closed,defective,§67-A1-default
12,an,,breathe,N₁,medium,N0,seṭ,,https://samskrtam.ru/z/verb.php?id=721,N?,index-unknown,open,defective,§67-RMN-list
25,āñch,,tear,A₂,medium,N0,seṭ,,https://samskrtam.ru/z/verb.php?id=904,A₂,§66-rule,closed,defective,§67-rule-2 (heavy closed)
85,kamp,,tremble,A₁,medium,N0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=906,M₁,§66-rule-closed,closed,defective,§67-RMN-list
90,kāṅkṣ,,desire,A₂,medium,N0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=907,A₂,§66-rule,closed,defective,§67-rule-2 (heavy closed)
118,krand,,cry out,A₁,medium,N0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=908,N₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
155,khañj,,limp,A₁,medium,N0,,,https://samskrtam.ru/z/verb.php?id=909,A₁,§66-rule,closed,defective,§67-A1-default
214,cañc,,dance,A₁,medium,N0,,,https://samskrtam.ru/z/verb.php?id=910,A₁,§66-rule,closed,defective,§67-A1-default
278,ṭaṅk,,cover,A₁,medium,N0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=911,A₁,§66-rule,closed,defective,§67-A1-default
283,ḍamb,,mock,A₁,medium,N0,,,https://samskrtam.ru/z/verb.php?id=912,M₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
493,baṃh,,make firm,A₁,medium,N0,veṭ,,https://samskrtam.ru/z/verb.php?id=913,A₁,§66-rule,closed,defective,§67-A1-default
540,mañc,,purify,A₁,medium,N0,veṭ,,https://samskrtam.ru/z/verb.php?id=914,A₁,§66-rule,closed,defective,§67-A1-default
543,maṇḍ,,deck,A₁,medium,N0,seṭ,,https://samskrtam.ru/z/verb.php?id=915,A₁,§66-rule,closed,defective,§67-A1-default
612,raṃh,,hasten,A₁,medium,N0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=916,A₁,§66-rule,closed,defective,§67-A1-default
614,raṅg,,rock,A₁,medium,N0,,,https://samskrtam.ru/z/verb.php?id=917,A₁,§66-rule,closed,defective,§67-A1-default
620,raṇv,,delight,A₁,medium,N0,seṭ,,https://samskrtam.ru/z/verb.php?id=918,A₁,§66-rule,closed,defective,§67-A1-default
630,ramb,,hang down,A₁,medium,N0,,,https://samskrtam.ru/z/verb.php?id=919,M₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
631,rambh,,roar,A₁,medium,N0,,,https://samskrtam.ru/z/verb.php?id=920,M₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
669,laṅgh,,leap,A₁,medium,N0,seṭ,,https://samskrtam.ru/z/verb.php?id=921,A₁,§66-rule,closed,defective,§67-A1-default
675,lamb,,hang down,A₁,medium,N0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=922,M₁,§66-rule-closed,closed,defective,§67-RMN-list
680,lāñch,,mark,A₂,medium,N0,seṭ,,https://samskrtam.ru/z/verb.php?id=923,A₂,§66-rule,closed,defective,§67-rule-2 (heavy closed)
702,vaṇṭ,,divide,A₁,medium,N0,seṭ,,https://samskrtam.ru/z/verb.php?id=924,A₁,§66-rule,closed,defective,§67-A1-default
722,vāñch,,desire,A₂,medium,N0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=925,A₂,§66-rule,closed,defective,§67-rule-2 (heavy closed)
768,śaṅk,,doubt,A₁,medium,N0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=926,A₁,§66-rule,closed,defective,§67-A1-default
118,krand,,cry out,A₁,medium,N0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=725,N₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
132,kvaṇ,,sound,N₁,medium,N0,seṭ,,https://samskrtam.ru/z/verb.php?id=726,A₁,§66-rule,closed,defective,§67-A1-default
217,can,,be pleased,N₁,medium,N0,,,https://samskrtam.ru/z/verb.php?id=730,N?,index-unknown,open,full,§67-RMN-default(majority)
295,tand,,be weary,A₁,medium,N0,,,https://samskrtam.ru/z/verb.php?id=733,N₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
389,dhan,,run,N₁,medium,N0,,,https://samskrtam.ru/z/verb.php?id=734,N?,index-unknown,open,full,§67-RMN-default(majority)
390,dhanv,,run,A₁,medium,N0,seṭ,,https://samskrtam.ru/z/verb.php?id=735,N₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
408,dhvan,,sound,N₁,medium,N0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=736,N?,index-unknown,open,full,§67-RMN-default(majority)
414,nand,,rejoice,A₁,medium,N0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=737,N₁,§66-rule-closed,closed,defective,§67-RMN-list
439,paṇ,,bargain,N₁,medium,N0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=738,A₁,§66-rule,closed,defective,§67-A1-default
489,phaṇ,,spring,N₁,medium,N0,seṭ,,https://samskrtam.ru/z/verb.php?id=739,A₁,§66-rule,closed,defective,§67-A1-default
508,bhaṇ,,speak,N₁,medium,N0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=740,A₁,§66-rule,closed,defective,§67-A1-default
509,bhan,,speak,N₁,medium,N0,,,https://samskrtam.ru/z/verb.php?id=741,N?,index-unknown,open,full,§67-RMN-default(majority)
707,vand,,greet,A₁,medium,N0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=755,N₁,§66-rule-closed,closed,defective,§67-RMN-list
807,śran,,give,N₁,medium,N0,,,https://samskrtam.ru/z/verb.php?id=758,N?,index-unknown,open,full,§67-RMN-default(majority)
862,stan,,thunder,N₁,medium,N0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=759,N?,index-unknown,open,defective,§67-RMN-list
902,svan,,sound,N₁,medium,N0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=760,N?,index-unknown,open,full,§67-RMN-default(majority)
240,chand,,"seem, please",A₁,medium,N1,,,https://samskrtam.ru/z/verb.php?id=768,N₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
252,jambh,,"chew up, crush",A₁,medium,N1,veṭ,,https://samskrtam.ru/z/verb.php?id=769,M₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
290,tañc,,coagulate,A₁,medium,N1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=771,A₁,§66-rule,closed,defective,§67-A1-default
287,taṃs,,shake,A₁,medium,N1,,,https://samskrtam.ru/z/verb.php?id=772,A₁,§66-rule,closed,defective,§67-A1-default
335,daṃś,,bite,A₁,medium,N1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=773,A₁,§66-rule,closed,defective,§67-A1-default
335,daṃś,,bite,A₁,medium,N1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=774,A₁,§66-rule,closed,defective,§67-A1-default
336,daṃs,,be wondrous,A₁,medium,N1,,,https://samskrtam.ru/z/verb.php?id=775,A₁,§66-rule,closed,defective,§67-A1-default
407,dhvaṃs,,scatter,A₁,medium,N1,veṭ,,https://samskrtam.ru/z/verb.php?id=776,A₁,§66-rule,closed,defective,§67-A1-default
419,naś,2,attain,A₁,medium,N1,,,https://samskrtam.ru/z/verb.php?id=777,A₁,§66-rule,closed,defective,§67-A1-default
444,pan,,admire,N₁,medium,N1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=778,N₁,z-series,open,full,§67-RMN-default(majority)
494,bandh,,bind,A₁,medium,N1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=779,N₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
506,bhañj,,break,A₁,medium,N1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=780,A₁,§66-rule,closed,defective,§67-A1-default
510,bhand,,be bright,A₁,medium,N1,,,https://samskrtam.ru/z/verb.php?id=781,N₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
510,bhand,,be bright,A₁,medium,N1,veṭ,,https://samskrtam.ru/z/verb.php?id=782,N₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
546,man,,think,N₁,medium,N1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=783,N₁,§66-list,open,full,§67-RMN-default(majority)
539,majj,,sink,A₁,medium,N1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=784,A₁,§66-rule,closed,defective,§67-A1-default
544,math,,shake,A₁,medium,N1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=785,A₁,§66-rule,closed,defective,§67-A1-default
538,maṃh,,"be great, be liberal, bestow",A₁,medium,N1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=786,A₁,§66-rule,closed,defective,§67-A1-default
617,raj,2,color,A₁,medium,N1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=787,A₁,§66-rule,closed,defective,§67-A1-default
622,radh,,be or make subject,A₁,medium,N1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=788,A₁,§66-rule,closed,defective,§67-A1-default
628,rabh,,take hold,A₁,medium,N1,aniṭ,,https://samskrtam.ru/z/verb.php?id=789,A₁,§66-rule,closed,defective,§67-A1-default
673,labh,,take,A₁,medium,N1,veṭ,,https://samskrtam.ru/z/verb.php?id=790,A₁,§66-rule,closed,defective,§67-A1-default
701,vañc,,move crookedly,A₁,medium,N1,veṭ,,https://samskrtam.ru/z/verb.php?id=791,A₁,§66-rule,closed,defective,§67-A1-default
758,vrad,,weaken,A₁,medium,N1,,,https://samskrtam.ru/z/verb.php?id=792,A₁,§66-rule,closed,defective,§67-A1-default
764,vlag,,pursue,A₁,medium,N1,,,https://samskrtam.ru/z/verb.php?id=793,A₁,§66-rule,closed,defective,§67-A1-default
766,śaṃs,,praise,A₁,medium,N1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=794,A₁,§66-rule,closed,defective,§67-A1-default
766,śaṃs,,praise,A₁,medium,N1,,aniṭ,https://samskrtam.ru/z/verb.php?id=795,A₁,§66-rule,closed,defective,§67-A1-default
809,śrambh,,trust,A₁,medium,N1,veṭ,,https://samskrtam.ru/z/verb.php?id=796,M₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
821,śvañc,,spread,A₁,medium,N1,,,https://samskrtam.ru/z/verb.php?id=797,A₁,§66-rule,closed,defective,§67-A1-default
829,saj,,hang,A₁,medium,N1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=798,A₁,§66-rule,closed,defective,§67-A1-default
857,skand,,leap,A₁,medium,N1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=799,N₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
858,skambh,,"prop,",A₁,medium,N1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=800,M₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
863,stambh,,prop,A₁,medium,N1,veṭ,seṭ,https://samskrtam.ru/z/verb.php?id=801,M₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
878,spand,,quiver,A₁,medium,N1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=802,N₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
895,syand,,move on,A₁,medium,N1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=803,N₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
896,sraṃs,,fall,A₁,medium,N1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=804,A₁,§66-rule,closed,defective,§67-A1-default
900,svaj,,embrace,A₁,medium,N1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=805,A₁,§66-rule,closed,defective,§67-A1-default
908,han,,smite,N₁,medium,N1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=806,N₁,§66-list,open,full,§67-RMN-default(majority)
545,mad,,"be exhilarated, exhilarate",A₁,medium,N1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=812,A₁,§66-rule,closed,defective,§67-A1-default
801,ścand,,shine,A₁,medium,N1,,,https://samskrtam.ru/z/verb.php?id=927,N₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
249,jan,,"give birth, be born",N₁,medium,N1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=928,N₂,§66-list,open,full,§67-RMN-default(majority)
806,śrath,,slacken,A₁,medium,N1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=929,A₁,§66-rule,closed,defective,§67-A1-default
4,aṅg,,move,A₁,medium,N1,,,https://samskrtam.ru/z/verb.php?id=761,A₁,§66-rule,closed,defective,§67-A1-default
5,ac,,bend,A₁,medium,N1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=762,A₁,§66-rule,closed,defective,§67-A1-default
7,añj,,anoint,A₁,medium,N1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=763,A₁,§66-rule,closed,defective,§67-A1-default
20,aś,1,attain,A₁,medium,N1,aniṭ,,https://samskrtam.ru/z/verb.php?id=764,A₁,§66-rule,closed,defective,§67-A1-default
135,kṣan,,wound,N₁,medium,N1,veṭ,,https://samskrtam.ru/z/verb.php?id=766,N₁,§66-list,open,full,§67-RMN-default(majority)
195,grath,,tie,A₁,medium,N1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=767,A₁,§66-rule,closed,defective,§67-A1-default
83,kan,,"be pleased, enjoy",N₁,medium,N2,,,https://samskrtam.ru/z/verb.php?id=807,N₂,z-series,open,full,§67-RMN-default(majority)
157,khan,,dig,N₁,medium,N2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=808,N₂,§66-list,open,full,§67-RMN-default(majority)
249,jan,,"give birth, be born",N₁,medium,N2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=809,N₂,§66-list,open,full,§67-RMN-default(majority)
293,tan,1,stretch,N₁,medium,N2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=810,N₁,§66-list,open,full,§67-RMN-default(majority)
493,baṃh,,make firm,A₁,medium,N2,veṭ,,https://samskrtam.ru/z/verb.php?id=811,A₁,§66-rule,closed,defective,§67-A1-default
706,van,,win,N₁,medium,N2,veṭ,,https://samskrtam.ru/z/verb.php?id=813,N₂,z-series,open,full,§67-RMN-default(majority)
831,san,,gain,N₁,medium,N2,veṭ,,https://samskrtam.ru/z/verb.php?id=814,N₂,§66-list,open,full,§67-RMN-default(majority)
545,mad,,"be exhilarated, exhilarate",A₁,medium,N2,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=930,A₁,§66-rule,closed,defective,§67-A1-default
158,kharj,,creak,A₁,medium,R0,,,https://samskrtam.ru/z/verb.php?id=567,R₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
171,garj,,roar,A₁,medium,R0,seṭ,,https://samskrtam.ru/z/verb.php?id=568,R₁,§66-rule-closed,closed,defective,§67-RMN-list
172,gard,,exult,A₁,medium,R0,,,https://samskrtam.ru/z/verb.php?id=569,R₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
173,garh,,chide,A₁,medium,R0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=570,R₁,§66-rule-closed,closed,defective,§67-RMN-list
221,carc,,repeat,A₁,medium,R0,,,https://samskrtam.ru/z/verb.php?id=571,R₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
273,jvar,,be hot,A₁,medium,R0,veṭ,,https://samskrtam.ru/z/verb.php?id=572,R?,index-unknown,open,full,§67-RMN-default(majority)
277,jhar,,fall,A₁,medium,R0,,,https://samskrtam.ru/z/verb.php?id=573,R?,index-unknown,open,full,§67-RMN-default(majority)
298,tark,,think,A₁,medium,R0,,,https://samskrtam.ru/z/verb.php?id=574,R₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
299,tarj,,threaten,A₁,medium,R0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=575,R₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
332,tvar,,hasten,A₁,medium,R0,seṭ,,https://samskrtam.ru/z/verb.php?id=576,R?,index-unknown,open,defective,§67-RMN-list
334,tsar,,approach stealthily,A₁,medium,R0,veṭ,,https://samskrtam.ru/z/verb.php?id=577,R?,index-unknown,open,full,§67-RMN-default(majority)
417,nard,,bellow,A₁,medium,R0,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=578,R₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
445,pard,,fart,A₁,medium,R0,,,https://samskrtam.ru/z/verb.php?id=579,R₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
490,phar,,scatter,A₁,medium,R0,,,https://samskrtam.ru/z/verb.php?id=580,R?,index-unknown,open,full,§67-RMN-default(majority)
511,bharts,,revile,A₁,medium,R0,seṭ,,https://samskrtam.ru/z/verb.php?id=581,R₁,§66-rule-closed,closed,full,§67-RMN-default(majority)
