L_id	k1	hom	headword_iast	base_slp1	base_iast	cue	base_type	deriv_kind	suffix	citation
92916	vilapana		vilapana	lap	lap	von	root	krt		UTTARAR. 56,17 (73,10)
92917	vilabDi		vilabdhi	laB	labh	von	root	krt		KṚṢIS. 7,24
92918	vilamba		vilamba	lamb	lamb	von	root	krt		R. 5,42,20
92924	vilambitA		vilambitā	vilambin	vilambin	von	nominal	denominal-other		H. 70
92925	vilambin		vilambin	lamb	lamb	von	root	krt		SUŚR. 2,358,18
92925	vilambin		vilambin	vilamba	vilamba	von	nominal	taddhita	in	SUŚR. 2,358,18
92926	vilamBa		vilambha	laB	labh	von	root	krt		AK. 3,3,28
92927	vilaya		vilaya	lI	lī	von	root	krt		ŚABDAR.
92930	vilasana		vilasana	las	las	von	root	krt		MEGH. 39
92932	vilAtar		vilātar	lI	lī	von	root	krt		P. 6,1,51
92933	vilAtiman		vilātiman	vilAta	vilāta	von	nominal	denominal-other		P. 5,1,123
92934	vilApa		vilāpa	lap	lap	von	root	krt		AK. 1,1,5,16
92935	vilApana	1	vilāpana	lap	lap	von	root	krt		HARIV. 12734
92936	vilApana	2	vilāpana	lI	lī	von	root	krt		SUŚR. 2,140,8
92937	vilApin		vilāpin	lap	lap	von	root	krt		ŚIŚ. 6,31
92938	vilAyaka		vilāyaka	lI	lī	von	root	krt		VS. 20,34
92941	vilAzin		vilāṣin	laz	laṣ	von	root	krt		P. 3,2,144
92942	vilAsa		vilāsa	las	las	von	root	krt		ṚT. 3,24
92943	vilAsaka		vilāsaka	vilAsa	vilāsa	von	nominal	taddhita	ka	MBH. 7,3932
92952	vilAsavant		vilāsavant	vilAsa	vilāsa	von	nominal	denominal-other		SĀH. D. 553
92961	vilAsitA		vilāsitā	vilAsin	vilāsin	von	nominal	denominal-other		HARIV. 8759
92963	vilAsin		vilāsin	las	las	von	root	krt		P. 3,2,143
92963	vilAsin		vilāsin	vilAsa	vilāsa	von	nominal	taddhita	in	P. 3,2,143
92964	vilAsinikA		vilāsinikā	vilAsinI	vilāsinī	von	nominal	denominal-other		PAÑCAR. 3,2,5
92965	viliKa		vilikha	liK	likh	von	root	krt		
92972	vilIQI		vilīḍhī	lih	lih	von	root	krt		AV. 1,18,4
92975	viluRWana		viluṇṭhana	luW	luṭh	von	root	krt		SĀH. D. 3,2
92976	viluRWikA		viluṇṭhikā	luW	luṭh	von	root	krt		
92977	vilupya		vilupya	lup	lup	von	root	krt		Spr. 5293
92980	vileKa		vilekha	liK	likh	von	root	krt		KĀTY. ŚR. 25,3,2
92983	viletar		viletar	lI	lī	von	root	krt		P. 6,1,51
92984	vilepa		vilepa	lip	lip	von	root	krt		BHĀG. P. 10,42,1
92986	vilepanin		vilepanin	vilepana	vilepana	von	nominal	taddhita	in	R. 1,6,9
92987	vilepikA		vilepikā	lip	lip	von	root	krt		P. 4,4,48
92987	vilepikA		vilepikā	vilepaka	vilepaka	von	nominal	denominal-other		P. 4,4,48
92988	vilepin		vilepin	lip	lip	von	root	krt		KATHĀS. 37,25
92988	vilepin		vilepin	vilepa	vilepa	von	nominal	taddhita	in	KATHĀS. 37,25
92989	vilepya		vilepya	lip	lip	von	root	krt		BHĀG. P. 11,27,14
92990	viloka	1	viloka	lok	lok	von	root	krt		BHĀG. P. 10,16,20
92992	vilokana		vilokana	lok	lok	von	root	krt		SUŚR. 2,314,17
92995	vilocana	1	vilocana	loc	loc	von	root	krt		HARIV. 14943
92998	vilowa		viloṭa	luw	luṭ	von	nominal	denominal-other		
93000	vilowana		viloṭana	luw	luṭ	von	nominal	denominal-other		
93001	viloqa		viloḍa	luq	luḍ	von	root	krt		
93002	viloqaka		viloḍaka	luq	luḍ	von	root	krt		
93003	viloqana		viloḍana	luq	luḍ	von	root	krt		DHĀTUP. 2,4
93004	viloqayitar		viloḍayitar	vigAQar	vigāḍhar	von	nominal	denominal-other		BHAṬṬ. 9,29
93006	vilopa		vilopa	lup	lup	von	root	krt		R. 2,48,23
93007	vilopaka		vilopaka	lup	lup	von	root	krt		HARIV. 11179
93009	vilopin		vilopin	lup	lup	von	root	krt		RAGH. 10,12
93011	vilopya		vilopya	lup	lup	von	root	krt		Journ. of the Am. Or. S. 7,28, Śl. 4
93012	viloBana		vilobhana	luB	lubh	von	root	krt		RAGH. 8,68
93023	vilomita		vilomita	viloman	viloman	von	nominal	denominal-other		NAIṢ. 22,47
93024	vilola		vilola	lul	lul	von	root	krt		RAGH. 7,38
93025	vilolana		vilolana	lul	lul	von	root	krt		PAÑCAR. 3,5,3
93030	vivaktar		vivaktar	vac	vac	von	root	krt		AIT. BR. 3,35
93031	vivaktftva		vivaktṛtva	vivaktar	vivaktar	von	nominal	denominal-other		RĀJA-TAR. 4,498
93032	vivakvant		vivakvant	vac	vac	von	root	krt		ṚV. 7,67,3
93033	vivakzaRa		vivakṣaṇa	vakz	vakṣ	von	root	krt		ṚV. 8,1,25
93034	vivakzase		vivakṣase	mahant	mahant	von	nominal	denominal-other		ṚV. 10,24. fg.
93034	vivakzase		vivakṣase	vac	vac	von	root	krt		ṚV. 10,24. fg.
93035	vivakzA		vivakṣā	vac	vac	von	root	krt		ŚIKṢĀ 8
93036	vivakzita		vivakṣita	vac	vac	von	root	krt		HALĀY. 5,16
93037	vivakzu		vivakṣu	vac	vac	von	root	krt		AV. 2,30,3
93038	vivacana		vivacana	vac	vac	von	root	krt		ŚAT. BR. 2,4,4,3
93040	vivadana		vivadana	vad	vad	von	root	krt		MBH. 2,2318
93043	vivaDa		vivadha	vaD	vadh	von	root	krt		AK. 3,4,17,99
93046	vivandizu		vivandiṣu	vand	vand	von	root	krt		MĀRK. P. 23,1
93048	vivayana		vivayana	vA	vā	von	root	krt		LĀṬY. 3,12,7
93049	vivara		vivara	var	var	von	nominal	denominal-other		AK. 1,2,1,1
93054	vivarizu		vivariṣu	var	var	von	nominal	denominal-other		BHAṬṬ. 9,26
93058	vivarjaka		vivarjaka	varj	varj	von	nominal	denominal-other		MBH. 13,6633
93062	vivarRatA		vivarṇatā	vivarRa	vivarṇa	von	nominal	taddhita	tA	MBH. 2,1933
93065	vivarta		vivarta	vart	vart	von	nominal	denominal-other		VS. 14,23
93066	vivartana		vivartana	vart	vart	von	nominal	denominal-other		MBH. 12,8946
93067	vivartin		vivartin	bart	bart	von	nominal	denominal-other		KIR. 5,15
93069	vivarDana		vivardhana	varD	vardh	von	nominal	denominal-other		VARĀH. BṚH. S. 61,17
93070	vivarDanIya		vivardhanīya	varD	vardh	von	nominal	denominal-other		PAÑCAT. ed. orn. 3,16
93071	vivarDayizu		vivardhayiṣu	varD	vardh	von	nominal	denominal-other		HARIV. 131
93074	vivarzaRa		vivarṣaṇa	varz	varṣ	von	nominal	denominal-other		PAÑCAR. 3,5,18
93075	vivarzizu		vivarṣiṣu	varz	varṣ	von	nominal	denominal-other		R. 6,37,68
93079	vivaSatA		vivaśatā	vivaSa	vivaśa	von	nominal	taddhita	tA	RĀJA-TAR. 8,1614
93084	vivastratA		vivastratā	vivastra	vivastra	von	nominal	taddhita	tA	MBH. 2,2286
93085	vivasvan		vivasvan	vas	vas	von	root	krt		ṚV. 8,91,22
93087	vivaha		vivaha	vah	vah	von	root	krt		MBH. 12,12409. fgg.
93088	vivAka		vivāka	vac	vac	von	root	krt		MIT.
93091	vivAcana		vivācana	vac	vac	von	root	krt		ṚV. 10,159,2
93093	vivAcya		vivācya	vac	vac	von	root	krt		ĀŚV. ŚR. 8,12,10
93094	vivAta		vivāta	vA	vā	von	root	krt		ṢAḌV. BR.
93095	vivAda		vivāda	vad	vad	von	root	krt		AK. 1,1,5,9
93103	vivAdin		vivādin	vad	vad	von	root	krt		M. 8,69
93105	vivAna		vivāna	vA	vā	von	root	krt		KĀTY. ŚR. 22,6,12
93106	vivAra		vivāra	var	var	von	nominal	denominal-other		P. 1,1,9
93107	vivArayizu		vivārayiṣu	var	var	von	nominal	denominal-other		MBH. 7,5219
93109	vivAsa	1	vivāsa	vas	vas	von	root	krt		ĀŚV. ŚR. 2,18,9
93110	vivAsa	2	vivāsa	vas	vas	von	root	krt		MBH. 1,432
93112	vivAsana	1	vivāsana	vas	vas	von	root	krt		NIR. 4,7
93113	vivAsana	2	vivāsana	vas	vas	von	root	krt		MBH. 12,500
93114	vivAsana	3	vivāsana	vas	vas	von	root	krt		R. 1,1,22
93115	vivAsanavant		vivāsanavant	vivasvant	vivasvant	von	nominal	denominal-other		NIR. 7,26
93116	vivAsayitar		vivāsayitar	vas	vas	von	root	krt		TBR. Comm. 3,361,15
93119	vivAha		vivāha	vah	vah	von	root	krt		AK. 2,7,55
93120	vivAhanIyA		vivāhanīyā	vah	vah	von	root	krt		DAŚAK. 53,2
93127	vivAhin		vivāhin	vah	vah	von	root	krt		M. 9,238
93127	vivAhin		vivāhin	˚vivAhitA	˚vivāhitā	von	nominal	denominal-other		M. 9,238
93132	viviktatA		viviktatā	vivikta	vivikta	von	nominal	taddhita	tA	H. 71
93135	vivikti		vivikti	vic	vic	von	root	krt		VS. 30,13
93137	vivikvant		vivikvant	vic	vic	von	root	krt		ṚV. 3,57,1
93138	vivikz		vivikṣ	viS	viś	von	root	krt		VOP. 3,151
93140	vivici		vivici	vic	vic	von	root	krt		ṚV. 5,8,3
93143	vivitti		vivitti	vid	vid	von	root	krt		TBR. 3,4,1,7
93144	vivitsA		vivitsā	vid	vid	von	root	krt		MBH. 7,9135
93154	vivIta		vivīta	vI	vī	von	root	krt		MIT.
93156	vivfktA		vivṛktā	varj	varj	von	nominal	denominal-other		BHŪRIPRAYOGA
93159	vivftatA		vivṛtatā	vivfta	vivṛta	von	nominal	taddhita	tA	R. 2,26,7
93161	vivfti		vivṛti	var	var	von	nominal	denominal-other		Mél. asiat. I, 282, Śl. 10
93165	vivftti		vivṛtti	vart	vart	von	nominal	denominal-other		BHĀG. P. 3,6,10
93166	vivfdDi		vivṛddhi	varD	vardh	von	nominal	denominal-other		KĀTY. ŚR. 8,3,5
93169	viveka		viveka	vic	vic	von	root	krt		AK. 2,7,37
93177	vivekavant		vivekavant	viveka	viveka	von	nominal	denominal-other		KATHĀS. 94,78
93182	vivekitA		vivekitā	vivekin	vivekin	von	nominal	denominal-other		Spr. 1030
93184	vivekin		vivekin	vic	vic	von	root	krt		P. 3,2,142
93184	vivekin		vivekin	viveka	viveka	von	nominal	taddhita	in	P. 3,2,142
93185	vivektar		vivektar	vic	vic	von	root	krt		RĀJA-TAR. 3,134
93188	vivekya		vivekya	vic	vic	von	root	krt		MAITRYUP. 6,22
93189	vivecaka		vivecaka	vivecakatA	vivecakatā	von	nominal	denominal-other		NĪLAK. 21
93191	vivedayizu		vivedayiṣu	vid	vid	von	root	krt		MBH. 3,1543
93193	vivoQar		vivoḍhar	vah	vah	von	root	krt		H. 517
93194	vivyADin		vivyādhin	vyaD	vyadh	von	root	krt		AV. 1,19,1
93196	viS	1	viś	AveSya	āveśya	von	nominal	denominal-other		DHĀTUP. 28,130
93196	viS	1	viś	gfham	gṛham	von	nominal	denominal-other		DHĀTUP. 28,130
93196	viS	1	viś	senAm	senām	von	nominal	denominal-other		DHĀTUP. 28,130
93196	viS	1	viś	utTAna	utthāna	von	nominal	denominal-other		DHĀTUP. 28,130
93196	viS	1	viś	vESya	vaiśya	von	nominal	denominal-other		DHĀTUP. 28,130
93199	viSa		viśa	viS	viś	von	root	krt		AIT. BR. 6,36
93202	viSakalita		viśakalita	viSakala	viśakala	von	nominal	denominal-other		SĀH. D. 15,10
93205	viSaNkanIya		viśaṅkanīya	SaNk	śaṅk	von	root	krt		R. GORR. 2,19,22
93206	viSaNkA	1	viśaṅkā	SaNk	śaṅk	von	root	krt		MBH. 3,2996
93208	viSaNkin		viśaṅkin	SaNk	śaṅk	von	root	krt		MĀLAV. 20
93211	viSaday		viśaday	viSada	viśada	von	nominal	denominal-other		VĀGBH. 10,4
93214	viSana		viśana	viS	viś	von	root	krt		VARĀH. BṚH. S. 88,12
93217	viSabdana		viśabdana	Sabday	śabday	von	nominal	denominal-other		P. 7,2,23
93218	viSaMpa		viśaṃpa	viS	viś	von	root	krt		P. 4,1,110
93219	viSaya		viśaya	SI	śī	von	root	krt		P. 3,3,39
93220	viSayavant		viśayavant	viSaya	viśaya	von	nominal	denominal-other		NIR. 2,1
93221	viSayin		viśayin	SI	śī	von	root	krt		P. 3,1,134
93222	viSara		viśara	Sar	śar	von	nominal	denominal-other		AV. 2,4,2
93225	viSarIka		viśarīka	Sar	śar	von	nominal	denominal-other		AV. 19,34,10
93230	viSalyay		viśalyay	viSalya	viśalya	von	nominal	denominal-other		KATHĀS. 24,228
93232	viSasana		viśasana	Sas	śas	von	root	krt		MBH. 6,2775
93237	viSaspati		viśaspati	viS	viś	von	root	krt		ṚV. 10,152,2
93244	viSAKila		viśākhila	viSAKA	viśākhā	von	nominal	denominal-other		KATHĀS. 6,33. fgg.
93245	viSAtana		viśātana	Sad	śad	von	root	krt		MBH. 7,5081
93248	viSAya		viśāya	SI	śī	von	root	krt		P. 3,3,39
93250	viSAyin		viśāyin	SI	śī	von	root	krt		P. 3,1,134
93251	viSAraRa		viśāraṇa	Sar	śar	von	nominal	denominal-other		H. 372
93253	viSArAdeman		viśārādeman	viSArada	viśārada	von	nominal	denominal-other		P. 5,1,123
93255	viSAlaka		viśālaka	viSAla	viśāla	von	nominal	taddhita	ka	AUṢ. 11
93257	viSAlatA		viśālatā	viSAla	viśāla	von	nominal	taddhita	tA	AK. 2,6,3,16
93267	viSAlaPalikA		viśālaphalikā	vi˚	vi˚	von	nominal	denominal-other		RĀJAN.
93271	viSAlIya		viśālīya	viSAla	viśāla	von	nominal	taddhita	Iya	P. 4,2,90
93274	viSikzu		viśikṣu	Sikz	śikṣ	von	root	krt		ṚV. 2,1,10
93277	viSipriya		viśipriya	vi	vi	von	prefix	prefixed		VS. 9,4
93281	viSiSAsizu		viśiśāsiṣu	Sas	śas	von	root	krt		AIT. BR. 7,17
93283	viSiSnya		viśiśnya	vi	vi	von	prefix	prefixed		Ind. St. 3,458
93284	viSiSramizu		viśiśramiṣu	Sram	śram	von	root	krt		DAŚAK. 22,14
93288	viSizwatA		viśiṣṭatā	viSizwa	viśiṣṭa	von	nominal	taddhita	tA	Spr. 3358
93295	viSIrRa		viśīrṇa	viSIrRatA	viśīrṇatā	von	nominal	denominal-other		KĀM. NĪTIS. 7,22
93303	viSudDatA		viśuddhatā	viSudDa	viśuddha	von	nominal	taddhita	tA	Spr. (II) 2131
93306	viSudDi		viśuddhi	SuD	śudh	von	root	krt		VARĀH. BṚH. S. 106,4
93315	viSeza		viśeṣa	Siz	śiṣ	von	root	krt		PAÑCAT. 117,2
93315	viSeza		viśeṣa	rAjan	rājan	von	nominal	denominal-other		PAÑCAT. 117,2
93315	viSeza		viśeṣa	sva	sva	von	nominal	denominal-other		PAÑCAT. 117,2
93315	viSeza		viśeṣa	viSezeRa	viśeṣeṇa	von	nominal	denominal-other		PAÑCAT. 117,2
93316	viSezaka		viśeṣaka	Siz	śiṣ	von	root	krt		BHĀṢĀP. 1
93319	viSezaRa		viśeṣaṇa	Siz	śiṣ	von	root	krt		MBH. 14,1404
93321	viSezatas		viśeṣatas	viSeza	viśeṣa	von	nominal	taddhita	tas	M. 11,2
93322	viSezatA		viśeṣatā	AropitaviSeza	āropitaviśeṣa	von	nominal	denominal-other		H. 70
93322	viSezatA		viśeṣatā	viSeza	viśeṣa	von	nominal	taddhita	tA	H. 70
93326	viSezayitar		viśeṣayitar	Siz	śiṣ	von	root	krt		MED. k. 213
93328	viSezavant		viśeṣavant	viSeza	viśeṣa	von	nominal	denominal-other		MBH. 2,849
93330	viSezin		viśeṣin	Siz	śiṣ	von	root	krt		BHĀG. P. 3,10,18
93330	viSezin		viśeṣin	viSeza	viśeṣa	von	nominal	taddhita	in	BHĀG. P. 3,10,18
93332	viSezya		viśeṣya	Siz	śiṣ	von	root	krt		TARKAS. 26
93335	viSokatA		viśokatā	viSoka	viśoka	von	nominal	taddhita	tA	MBH. 12,8215
93343	viSoDana		viśodhana	SuD	śudh	von	root	krt		SUŚR. 1,182,12
93344	viSoDin		viśodhin	SuD	śudh	von	root	krt		Spr. 4585
93344	viSoDin		viśodhin	viSoDitva	viśodhitva	von	nominal	denominal-other		Spr. 4585
93346	viSoDya		viśodhya	SuD	śudh	von	root	krt		VOP. 26,101
93348	viSoza		viśoṣa	Suz	śuṣ	von	root	krt		SUŚR. 1,67,7
93349	viSozaRa		viśoṣaṇa	Suz	śuṣ	von	root	krt		BHĀG. P. 3,28,32
93351	viSOjas		viśaujas	satyOjas	satyaujas	von	nominal	denominal-other		VS. PRĀT. 5,39
93353	viSna		viśna	viC	vich	von	nominal	denominal-other		P. 3,3,90
93358	viSya		viśya	viS	viś	von	root	krt		ṚV. 1,126,5
93362	viSrama		viśrama	Sram	śram	von	root	krt		VOP. 26,170
93364	viSramBa		viśrambha	SramB	śrambh	von	root	krt		ṚV. PRĀT. 3,1
93365	viSramBaRa		viśrambhaṇa	SramB	śrambh	von	root	krt		BHĀG. P. 10,24,35
93368	viSramBin		viśrambhin	SramB	śrambh	von	root	krt		P. 3,2,143
93368	viSramBin		viśrambhin	viSramBa	viśrambha	von	nominal	taddhita	in	P. 3,2,143
93369	viSrayin		viśrayin	Sri	śri	von	root	krt		P. 3,2,157
93370	viSravaRa		viśravaṇa	viSravas	viśravas	von	nominal	denominal-other		P. 4,1,112
93372	viSrARana		viśrāṇana	SraR	śraṇ	von	nominal	denominal-other		AK. 2,7,29
93374	viSrAnti		viśrānti	Sram	śram	von	root	krt		R. 2,2,6
93376	viSrAva		viśrāva	Sru	śru	von	root	krt		P. 3,3,25
93381	viSruti	1	viśruti	Sru	śru	von	root	krt		BHĀG. P. 3,25,2
93382	viSruti	2	viśruti	Sru	śru	von	root	krt		ŚĀṄKH. ŚR. 9,6,6
93384	viSleza		viśleṣa	Sliz	śliṣ	von	root	krt		H. an. 3,742. fg.
93385	viSlezaRa		viśleṣaṇa	Sliz	śliṣ	von	root	krt		SUŚR. 1,156,1
93388	viSva		viśva	viSva	viśva	von	nominal	denominal-other		UṆĀDIS. 1,151
93426	viSvaMkara		viśvaṃkara	viSva	viśva	von	nominal	denominal-other		ŚABDĀRTHAK.
93434	viSvajanIna		viśvajanīna	viSvajana	viśvajana	von	nominal	denominal-other		AV. 7,45,1
93437	viSvajanya		viśvajanya	viSvajana	viśvajana	von	nominal	taddhita	ya	ṚV. 3,25,3
93449	viSvatas		viśvatas	viSva	viśva	von	nominal	taddhita	tas	AK. 3,5,13
93463	viSvatra		viśvatra	viSva	viśva	von	nominal	denominal-other		ṚV. 10,61,25
93465	viSvaTA		viśvathā	viSva	viśva	von	nominal	denominal-other		P. 5,3,11
93470	viSvadAnIm		viśvadānīm	viSva	viśva	von	nominal	denominal-other		AV. PRĀT. 4,23
93480	viSvadevavant		viśvadevavant	viSvadeva	viśvadeva	von	nominal	denominal-other		AV. 19,18,10
93488	viSvaDa		viśvadha	viSva	viśva	von	nominal	denominal-other		ṚV. 1,63,8
93511	viSvaMtara		viśvaṃtara	viSva	viśva	von	nominal	denominal-other		VYUTP. 2
93555	viSvamaya		viśvamaya	viSva	viśva	von	nominal	taddhita	maya	KATHĀS. 35,102
93628	viSvasanIya		viśvasanīya	Svas	śvas	von	root	krt		WEBER, KṚṢṆAJ. 266
93628	viSvasanIya		viśvasanīya	˚tA	˚tā	von	nominal	denominal-other		WEBER, KṚṢṆAJ. 266
93638	viSvasitavya		viśvasitavya	Svas	śvas	von	root	krt		MBH. 12,2994
93651	viSvasPAwi		viśvasphāṭi	viSvasPawika	viśvasphaṭika	von	nominal	denominal-other		VP. (II) 4,217
93685	viSvAvant		viśvāvant	viSva	viśva	von	nominal	denominal-other		TS. 3,5,6,2
93688	viSvAsa		viśvāsa	Svas	śvas	von	root	krt		AK. 2,8,1,23
93690	viSvAsana		viśvāsana	Svas	śvas	von	root	krt		PAÑCAT. 165,15
93693	viSvAsika		viśvāsika	viSvAsin	viśvāsin	von	nominal	denominal-other		MBH. 1,5718
93694	viSvAsin		viśvāsin	Svas	śvas	von	root	krt		KATHĀS. 60,88
93694	viSvAsin		viśvāsin	viSvAsa	viśvāsa	von	nominal	taddhita	in	KATHĀS. 60,88
93712	viSvyA		viśvyā	viSva	viśva	von	nominal	denominal-other		ṚV. 2,42,1
93718	viza	1	viṣa	viz	viṣ	von	root	krt		ṚV. 8,19,11
93720	viza	3	viṣa	viz	viṣ	von	root	krt		NĪLAK.
93733	vizaNga		viṣaṅga	saYj	sañj	von	nominal	denominal-other		
93734	vizaNgin		viṣaṅgin	vizaNga	viṣaṅga	von	nominal	taddhita	in	PAÑCAR. 3,11,5
93741	vizaRRa		viṣaṇṇa	˚tA	˚tā	von	nominal	denominal-other		H. 312
93742	vizatA		viṣatā	viza	viṣa	von	nominal	taddhita	tA	ŚIŚ. 9,68
93776	vizamaka		viṣamaka	vizama	viṣama	von	nominal	taddhita	ka	VARĀH. BṚH. S. 81,19
93786	vizamatva		viṣamatva	vizama	viṣama	von	nominal	taddhita	tva	MAITRYUP. 5,2
93795	vizamaya		viṣamaya	viza	viṣa	von	nominal	taddhita	maya	Spr. (II) 346
93807	vizamita		viṣamita	vizama	viṣama	von	nominal	denominal-other		KIR. 12,50
93809	vizamIBAva		viṣamībhāva	vizamIBU	viṣamībhū	von	nominal	denominal-other		MBH. 6,184
93811	vizamIya		viṣamīya	vizama	viṣama	von	nominal	taddhita	Iya	P. 4,2,138
93817	vizameRa		viṣameṇa	vizama	viṣama	von	nominal	denominal-other		
93820	vizaya		viṣaya	si	si	von	root	krt		P. 8,3,70
93820	vizaya		viṣaya	viz	viṣ	von	root	krt		P. 8,3,70
93821	vizayaka		viṣayaka	˚tva	˚tva	von	nominal	denominal-other		NYĀYAS. 3,1,56
93823	vizayatA		viṣayatā	vizaya	viṣaya	von	nominal	taddhita	tA	SĀH. D. 32,4
93827	vizayatva		viṣayatva	vizaya	viṣaya	von	nominal	taddhita	tva	SARVADARŚANAS. 47,14
93829	vizayavant		viṣayavant	vizaya	viṣaya	von	nominal	denominal-other		MBH. 12,7824
93841	vizayika		viṣayika	dfzwivizaya	dṛṣṭiviṣaya	von	nominal	denominal-other		Journ. of the Am. Or. S. 7,45,3 v. u.
93841	vizayika		viṣayika	vizaya	viṣaya	von	nominal	taddhita	ika	Journ. of the Am. Or. S. 7,45,3 v. u.
93842	vizayitva		viṣayitva	vizayin	viṣayin	von	nominal	denominal-other		MBH. 14,1373
93843	vizayin		viṣayin	vizaya	viṣaya	von	nominal	taddhita	in	P. 3,1,134
93845	vizayIkaraRa		viṣayīkaraṇa	vizayIkar	viṣayīkar	von	nominal	denominal-other		ŚAṂK.
93847	vizayIBU		viṣayībhū	vizaya	viṣaya	von	nominal	denominal-other		PAÑCAT. 25,9
93857	vizavant		viṣavant	viza	viṣa	von	nominal	denominal-other		ṚV. 10,85,34
93871	vizaha	1	viṣaha	sah	sah	von	root	krt		
93876	vizahya		viṣahya	sah	sah	von	root	krt		MBH. 5,2491
93877	vizahyatA		viṣahyatā	vizahya	viṣahya	von	nominal	taddhita	tA	BHĀG. P. 4,22,60
93886	vizARavant		viṣāṇavant	vizARa	viṣāṇa	von	nominal	denominal-other		HARIV. 16311
93888	vizARin		viṣāṇin	vizARa	viṣāṇa	von	nominal	taddhita	in	KAṆ. 2,1,8
93891	vizAda		viṣāda	sad	sad	von	root	krt		MĀLATĪM. 35,9
93892	vizAdana		viṣādana	sad	sad	von	root	krt		R. 5,86,19
93893	vizAdavant		viṣādavant	vizAda	viṣāda	von	nominal	denominal-other		KATHĀS. 25,21
93894	vizAditA		viṣāditā	vizAdin	viṣādin	von	nominal	denominal-other		Spr. (II) 750
93896	vizAdin	1	viṣādin	sad	sad	von	root	krt		M. 6,57
93896	vizAdin	1	viṣādin	vizAda	viṣāda	von	nominal	taddhita	in	M. 6,57
93906	vizAmftamaya		viṣāmṛtamaya	vizAmfta	viṣāmṛta	von	nominal	taddhita	maya	KATHĀS. 39,80
93907	vizAy		viṣāy	viza	viṣa	von	nominal	denominal-other		Spr. (II) 1492
93910	vizAyuDIya		viṣāyudhīya	viza	viṣa	von	nominal	denominal-other		VARĀH. BṚH. S. 5,40
93911	vizAra		viṣāra	viza	viṣa	von	nominal	denominal-other		ŚABDAC.
93914	vizAlu		viṣālu	viza	viṣa	von	nominal	denominal-other		WILSON
93915	vizAsahi		viṣāsahi	sah	sah	von	root	krt		ṚV. 10,159,1
93921	vizin		viṣin	viza	viṣa	von	nominal	taddhita	in	PAÑCAR. 3,14,36
93924	vizuRa		viṣuṇa	vizu	viṣu	von	nominal	denominal-other		NIR. 4,19
93931	vizuvant		viṣuvant	vizu	viṣu	von	nominal	denominal-other		ṚV. 1,84,10
93935	vizUcikA		viṣūcikā	vizUcI	viṣūcī	von	nominal	denominal-other		VS. 19,10
93937	vizUcIna		viṣūcīna	vizvaYc	viṣvañc	von	nominal	denominal-other		ṚV. 1,164,38
93950	vizkira		viṣkira	kar	kar	von	nominal	denominal-other		P. 6,1,150
93963	vizwara		viṣṭara	star	star	von	nominal	denominal-other		VS. PRĀT. 5,41
93970	vizwAra		viṣṭāra	star	star	von	nominal	denominal-other		ṚV. 5,52,10
93973	vizwArin		viṣṭārin	star	star	von	nominal	denominal-other		AV. 4,34,1. fgg.
93973	vizwArin		viṣṭārin	vizwAra	viṣṭāra	von	nominal	taddhita	in	AV. 4,34,1. fgg.
93977	vizwi	2	viṣṭi	viz	viṣ	von	root	krt		MBH. 12,2873
93981	vizwir		viṣṭir	star	star	von	nominal	denominal-other		ṚV. 2,13,10
93983	vizwImin		viṣṭīmin	stIm	stīm	von	nominal	denominal-other		VS. 23,29
93984	vizwuti		viṣṭuti	stu	stu	von	root	krt		VS. 19,28
93998	vizRukrama		viṣṇukrama	˚kramIya	˚kramīya	von	nominal	denominal-other		TS. 5,2,1,1
94041	vizRumant		viṣṇumant	vizRu	viṣṇu	von	nominal	denominal-other		PAÑCAV. BR. 13,3,1
94043	vizRumaya		viṣṇumaya	vizRu	viṣṇu	von	nominal	taddhita	maya	VOP. 7,72
94055	vizRuvant		viṣṇuvant	vizRu	viṣṇu	von	nominal	denominal-other		ṚV. 8,35,14
94076	vizRUy		viṣṇūy	vizRu	viṣṇu	von	nominal	denominal-other		VOP. 21,6
94077	vizpanda		viṣpanda	spand	spand	von	root	krt		SIDDH.
94078	vizparDas		viṣpardhas	sparD	spardh	von	nominal	denominal-other		ṚV. 1,173,10
94083	vizPuliNga		viṣphuliṅga	sPur	sphur	von	root	krt		ŚAT. BR. 14,5,1,23
94084	vizya		viṣya	viza	viṣa	von	nominal	taddhita	ya	P. 5,1,2
94085	vizyanda		viṣyanda	syand	syand	von	root	krt		MBH. 13,3727
94087	vizyandana		viṣyandana	syand	syand	von	root	krt		MBH. 12,9134
94102	vizvaRa		viṣvaṇa	svan	svan	von	root	krt		
94104	vizvadrIcIna		viṣvadrīcīna	vizvadryaYc	viṣvadryañc	von	nominal	denominal-other		Verz. d. Oxf. H. 143,b, No. 295
94107	vizvARa		viṣvāṇa	svan	svan	von	root	krt		H. 424
94108	visaMvAda		visaṃvāda	vad	vad	von	root	krt		AK. 1,1,7,36
94109	visaMvAdaka		visaṃvādaka	vad	vad	von	root	krt		Spr. (II) 697
94111	visaMvAditA		visaṃvāditā	visaMvAdin	visaṃvādin	von	nominal	denominal-other		KĀM. NĪTIS. 8,9
94112	visaMvAdin		visaṃvādin	vad	vad	von	root	krt		RAGH. 15,67
94115	visaMsarpin		visaṃsarpin	sarp	sarp	von	nominal	denominal-other		RAGH. 6,15
94119	visaMcArin		visaṃcārin	car	car	von	root	krt		MBH. 12,7137
