L_id	headword_slp1	headword	base_slp1	base	suffix	suffix_class	lex	n_citations	dcs_tokens	dcs_attested	citations
2440	anaSanatA	anaśanatā	anaSana	anaśana	tA	абстракт	f.	1	0	False	ŚAT. BR. 2,5,1,3
2612	anityatva	anityatva	anitya	anitya	tva	абстракт	n.	4	0	False	NIR. 1,2; KĀTY. ŚR. 22,1,18; PAÑCAT. III, 21; R. 4,32,7
2611	anityatA	anityatā	anitya	anitya	tA	абстракт	f.	4	0	False	ŚĀK. CH. 72,9; HIT. IV, 61; BHARTṚ. 3,80; KATHĀS. 5,103
63961	annamayatva	annamayatva	annamaya	annamaya	tva	абстракт	n.	1	0	False	KAP. 3,15
2799	anudAttatva	anudāttatva	anudAtta	anudātta	tva	абстракт		1	0	False	P. 1,2,31
2923	anumititva	anumititva	anumiti	anumiti	tva	абстракт		1	0	False	Verz. d. B. H. No. 704
2824	anunAsikatva	anunāsikatva	anunAsika	anunāsika	tva	абстракт	n.	1	0	False	P. 8,3,10
2602	anAhitAgnitA	anāhitāgnitā	anAhitAgni	anāhitāgni	tA	абстракт	f.	1	0	False	M. 11,65
2571	anAryatA	anāryatā	anArya	anārya	tA	абстракт	f.	2	0	False	M. 10,58; HIT. IV, 23
2692	anISatva	anīśatva	anISa	anīśa	tva	абстракт		2	0	False	ŚAṂK.; ŚVETĀŚV. UP. 1,2
63798	anUcInatva	anūcīnatva	anUcIna	anūcīna	tva	абстракт	n.	1	0	False	TBR. 2,1,3,6
3695	apakvatA	apakvatā	apakva	apakva	tA	абстракт	f.	1	0	False	SUŚR. 1,33,15
3681	apakAratA	apakāratā	apakAra	apakāra	tA	абстракт	f.	1	0	False	N. 21,12
3836	aparatA	aparatā	apara	apara	tA	абстракт	f.	1	0	False	BHĀṢĀP. 8
3883	aparAhRatana	aparāhṇatana	aparAhRa	aparāhṇa	tana	абстракт	adj.	2	0	False	SIDDH. K.; ŚKDR.
3884	aparAhRetana	aparāhṇetana	aparAhRe	aparāhṇe	tana	абстракт	adj.	1	0	False	P. 4,3,24
3746	apatyatA	apatyatā	apatya	apatya	tA	абстракт	f.	1	0	False	M. 3,16
118408	apekzaRIyatva	apekṣaṇīyatva	apekzaRIya	apekṣaṇīya	tva	абстракт	n.	1	0	False	VĀMANA 1,3,3
4293	apraDAnatA	apradhānatā	apraDAna	apradhāna	tA	абстракт	f.	1	0	False	PAÑCAT. 32,8
4181	apUrvatva	apūrvatva	apUrva	apūrva	tva	абстракт	n.	1	0	False	KĀTY. ŚR. 4,3,21
64273	apUrvatA	apūrvatā	apUrva	apūrva	tA	абстракт	f.	1	0	False	VEDĀNTAS. (Allah.) No. 115
65028	arogatva	arogatva	aroga	aroga	tva	абстракт	n.	1	0	False	R. 7,36,16
5714	aruRatA	aruṇatā	aruRa	aruṇa	tA	абстракт	f.	1	0	False	SUŚR. 1,36,3
65215	arvAktana	arvāktana	arvAk	arvāk	tana	абстракт	adj.	1	0	False	BHĀG. P. 5,3,5
65849	asatyatA	asatyatā	asatya	asatya	tA	абстракт	f.	1	0	False	SĀH. D. 295,5
7433	asuratva	asuratva	asura	asura	tva	абстракт	n.	1	0	False	ṚV. 3,55,1. fgg.
7374	asAratA	asāratā	asAra	asāra	tA	абстракт	f.	2	0	False	YĀJÑ. 2,60; RAGH. 8,50
62924	atiguRatA	atiguṇatā	atiguRa	atiguṇa	tA	абстракт	f.	1	0	False	Spr. 4713
1416	atiloBatA	atilobhatā	atiloBa	atilobha	tA	абстракт	f.	1	0	False	VET. 21,8
1285	atiTitva	atithitva	atiTi	atithi	tva	абстракт	n.	2	0	False	DRAUP. 3,9; YĀJÑ. 1,107
1448	atiSaktitA	atiśaktitā	atiSakti	atiśakti	tA	абстракт	f.	1	0	False	AK. 2,8,2,71
1467	atiSrezWatva	atiśreṣṭhatva	atiSrezWa	atiśreṣṭha	tva	абстракт	n.	1	0	False	ŚĀK. 9,6
6402	avaDyatA	avadhyatā	avaDya	avadhya	tA	абстракт	f.	3	0	False	ŚAT. BR. 11,5,7,1; R. 5,44,10; ARJ. 10,9
6864	avyayatva	avyayatva	avyaya	avyaya	tva	абстракт	n.	1	0	False	HIT. Pr. 4
6819	avIratA	avīratā	avIra	avīra	tA	абстракт	f.	1	0	False	ṚV. 7,1,11
64949	ayonijatva	ayonijatva	ayonija	ayonija	tva	абстракт	n.	1	0	False	RĀJA-TAR. 5,73
5470	ayAtayAmatA	ayātayāmatā	ayAtayAma	ayātayāma	tA	абстракт	f.	2	0	False	AIT. BR. 4,27; ŚAT. BR. 3,1,2,19
710	aNgahInatva	aṅgahīnatva	aNgahIna	aṅgahīna	tva	абстракт	n.	1	0	False	M. 11,50
1157	aRutva	aṇutva	aRu	aṇu	tva	абстракт	n.	3	0	False	NIR. 11,31; R. 5,73,53; BHĀṢĀP. 84
79814	badDamuzwitva	baddhamuṣṭitva	badDamuzwi	baddhamuṣṭi	tva	абстракт	n.	1	0	False	KATHĀS. 55,31
52067	bahalatA	bahalatā	bahala	bahala	tA	абстракт	f.	1	0	False	SUŚR. 2,200,1
52279	bahulatA	bahulatā	bahula	bahula	tA	абстракт	f.	1	0	False	SUŚR. 1,312,20
52040	ballavatva	ballavatva	ballava	ballava	tva	абстракт	n.	1	0	False	HARIV. 3403
51755	banDakatva	bandhakatva	banDaka	bandhaka	tva	абстракт	n.	1	0	False	WILSON, SĀṂKHYAK. S. 6
51793	banDyatA	bandhyatā	banDya	bandhya	tA	абстракт	f.	3	0	False	Spr. 937; HARIV. 14423; RĀJA-TAR. 3,133
51799	banDyAtva	bandhyātva	banDyA	bandhyā	tva	абстракт	f.	1	0	False	SUŚR. 1,366,10
80089	Badratva	bhadratva	Badra	bhadra	tva	абстракт	n.	1	0	False	Ind. St. 9,155
53999	BadratA	bhadratā	Badra	bhadra	tA	абстракт	f.	1	0	False	KĀM. NĪTIS. 4,39
55782	BEravatva	bhairavatva	BErava	bhairava	tva	абстракт	n.	1	0	False	Verz. d. Oxf. H. 39,b, No. 95, Z. 17
53866	BajanatA	bhajanatā	Bajana	bhajana	tA	абстракт	f.	1	0	False	Spr. 4262
54165	Baratatva	bharatatva	Barata	bharata	tva	абстракт	n.	1	0	False	MBH. 1,3785
53855	BaNguratA	bhaṅguratā	BaNgura	bhaṅgura	tA	абстракт	f.	1	0	False	Verz. d. Oxf. H. 259,b,9
121327	BaRqatva	bhaṇḍatva	BaRqa	bhaṇḍa	tva	абстракт	n.	1	0	False	Spr. (II) 5826
55754	BezajatA	bheṣajatā	Bezaja	bheṣaja	tA	абстракт	f.	4	0	False	PAÑCAV. BR. 23,16,7; KULL.; M. 1,1; TBR. 1,5,9,7
54891	Binnatva	bhinnatva	Binna	bhinna	tva	абстракт	n.	1	0	False	SĀH. D. 6,15
55810	Bogatva	bhogatva	Boga	bhoga	tva	абстракт	n.	1	0	False	KĀM. NĪTIS. 19,43
55848	BogyatA	bhogyatā	Bogya	bhogya	tA	абстракт	f.	3	0	False	ŚĀṄKH. BR. 1,1; Spr. 1208; KĀM. NĪTIS. 11,61
55888	BojyatA	bhojyatā	Bojya	bhojya	tA	абстракт	f.	1	0	False	PAÑCAT. 193,21
54467	BAjanatA	bhājanatā	BAjana	bhājana	tA	абстракт	f.	1	0	False	BHĀG. P. 5,1,6
54658	BAryAtva	bhāryātva	BAryA	bhāryā	tva	абстракт	n.	3	0	False	M. 12,69; KATHĀS. 26,243; Ind. St. 8,353,13
54699	BAvatva	bhāvatva	BAva	bhāva	tva	абстракт	n.	1	0	False	MADHYAM. 51
80182	BAvyatva	bhāvyatva	BAvya	bhāvya	tva	абстракт	n.	1	0	False	SARVADARŚANAS. 124,12
55002	BIrutA	bhīrutā	BIru	bhīru	tA	абстракт	f.	2	0	False	Spr. 3014; RĀJA-TAR. 5,303
80212	BIzaRatva	bhīṣaṇatva	BIzaRa	bhīṣaṇa	tva	абстракт	n.	1	0	False	Ind. St. 9,155
55359	BUDaratA	bhūdharatā	BUDara	bhūdhara	tA	абстракт	f.	1	0	False	KUMĀRAS. 3
55437	BUmipatitva	bhūmipatitva	BUmipati	bhūmipati	tva	абстракт	n.	1	0	False	R. 1,1,96
55428	BUmitva	bhūmitva	BUmi	bhūmi	tva	абстракт	n.	1	0	False	MAITRYUP. 6,27
55369	BUpatA	bhūpatā	BUpa	bhūpa	tA	абстракт	f.	1	0	False	RĀJA-TAR. 4,711
55224	BUtatva	bhūtatva	BUta	bhūta	tva	абстракт	n.	1	0	False	MBH. 12,6822
55680	Bfttva	bhṛttva	Bft	bhṛt	tva	абстракт	n.	1	0	False	M. 10,79
55683	BftyatA	bhṛtyatā	Bftya	bhṛtya	tA	абстракт	f.	1	0	False	PAÑCAT. 24,11
79990	boDakatva	bodhakatva	boDaka	bodhaka	tva	абстракт	n.	1	0	False	SARVADARŚANAS. 5,3
53346	brahmaRyatA	brahmaṇyatā	brahmaRya	brahmaṇya	tA	абстракт	f.	2	0	False	MBH. 6,5227; BHĀG. P. 7,11,22
53642	brAhmaRatA	brāhmaṇatā	brAhmaRa	brāhmaṇa	tA	абстракт	f.	2	0	False	AIT. BR. 7,23; M. 10,65
53667	brAhmaRItva	brāhmaṇītva	brAhmaRI	brāhmaṇī	tva	абстракт	n.	1	0	False	VOP. 7,24
52925	budbudatva	budbudatva	budbuda	budbuda	tva	абстракт	n.	1	0	False	MĀRK. P. 11,2
79908	bADakatva	bādhakatva	bADaka	bādhaka	tva	абстракт	n.	1	0	False	SARVADARŚANAS. 128,21
52401	bADakatA	bādhakatā	bADaka	bādhaka	tA	абстракт	f.	1	0	False	BHĀG. P. 7,1,6
52478	bAlatA	bālatā	bAla	bāla	tA	абстракт	f.	1	0	False	MBH. 1,1730
52536	bAliSatva	bāliśatva	bAliSa	bāliśa	tva	абстракт	n.	1	0	False	HARIV. 10336
52373	bARatA	bāṇatā	bARa	bāṇa	tA	абстракт	f.	1	0	False	KUMĀRAS. 4,14
52977	bfMhaRatva	bṛṃhaṇatva	bfMhaRa	bṛṃhaṇa	tva	абстракт	n.	2	0	False	SUŚR. 1,202,21; HARIV. 14949
25053	calacittatA	calacittatā	calacitta	calacitta	tA	абстракт	f.	2	0	False	HIT. I, 91; R. 6,111,19
24539	caturatA	caturatā	catura	catura	tA	абстракт	f.	1	0	False	BHARTṚ. 1,71
24434	caYcalatva	cañcalatva	caYcala	cañcala	tva	абстракт	n.	1	0	False	BHAG. 6,33
24439	caYcutA	cañcutā	caYcu	cañcu	tA	абстракт	f.	1	0	False	RĀJA-TAR. 5,304
24478	caRqatva	caṇḍatva	caRqa	caṇḍa	tva	абстракт	n.	1	0	False	SĀH. D. 176
25093	cAkzuzatva	cākṣuṣatva	cAkzuza	cākṣuṣa	tva	абстракт	n.	2	0	False	TARKAS. 44; Z. d. d. m. G. 7,291, N. 3
25244	cArutA	cārutā	cAru	cāru	tA	абстракт	f.	4	0	False	AIT. BR. 4,17; ŚĀNTIŚ. 2,1; KUMĀRAS. 3,7; MĀLAV. 21,10
75580	dahanatA	dahanatā	dahana	dahana	tA	абстракт	f.	1	0	False	Spr. 3572
34938	dEvatA	daivatā	dEva	daiva	tA	абстракт		0	0	False	
32079	daridratA	daridratā	daridra	daridra	tA	абстракт	f.	4	0	False	BHARTṚ. 2,87; HIT. I, 120; PAÑCAT. II, 97; MṚCCH. 33,14
34795	devItva	devītva	devI	devī	tva	абстракт	f.	2	0	False	KATHĀS. 12,163; KATHĀS. 17,45
36471	Davalatva	dhavalatva	Davala	dhavala	tva	абстракт	n.	1	0	False	Journ. of the Am. Or. S. 7,26,19
76553	DavalatA	dhavalatā	Davala	dhavala	tA	абстракт	f.	1	0	False	KATHĀS. 61,43
36692	DArmikatA	dhārmikatā	DArmika	dhārmika	tA	абстракт	f.	4	0	False	KĀM. NĪTIS. 4,8; RĀJA-TAR. 5,227; KULL.; M. 2,9
36699	DAryatva	dhāryatva	DArya	dhārya	tva	абстракт	n.	1	0	False	H. 13
76627	DIratva	dhīratva	DIra	dhīra	tva	абстракт		1	0	False	Spr. 4171
36778	DIratA	dhīratā	DIra	dhīra	tA	абстракт	f.	7	0	False	RAGH. 8,43; MEGH. 112; PAÑCAT. 129,22; KATHĀS. 11,51; DHŪRTAS. 72,13; KATHĀS. 6,21; PRAB. 15,8
76647	DUmatA	dhūmatā	DUma	dhūma	tA	абстракт	f.	1	0	False	BHĀG. P. 11,21,27
36934	DUrtatA	dhūrtatā	DUrta	dhūrta	tA	абстракт	f.	3	0	False	BHARTṚ. 2,19; KĀM. NĪTIS. 13,43; AMAR. 70
37004	Dfzwatva	dhṛṣṭatva	Dfzwa	dhṛṣṭa	tva	абстракт	n.	1	0	False	PAÑCAT. 27,6
35023	dozatva	doṣatva	doza	doṣa	tva	абстракт	n.	1	0	False	SĀH. D. 3,10
35035	dozAtana	doṣātana	dozA	doṣā	tana	абстракт	adv.	2	0	False	P. 4,3,23; RAGH. 13,76
35273	dravatva	dravatva	drava	drava	tva	абстракт	n.	4	0	False	TARKAS. 3; BHĀṢĀP. 153. fgg.; VOP. 4,17; HIT. I, 87
35269	dravatA	dravatā	drava	drava	tA	абстракт	f.	2	0	False	KĀM. NĪTIS. 11,47; ŚIŚ. 9,65
35306	dravyatva	dravyatva	dravya	dravya	tva	абстракт	n.	2	0	False	TARKAS. 48; BHĀṢĀP. 23
75842	durantatA	durantatā	duranta	duranta	tA	абстракт	f.	1	0	False	Spr. 4871
33686	durbalatA	durbalatā	durbala	durbala	tA	абстракт	f.	1	0	False	PAÑCAT. 224,2
33698	durBagatva	durbhagatva	durBaga	durbhaga	tva	абстракт	n.	2	0	False	GṚHYASAṂGR. 1,30; BHĀG. P. 3,7,6
33656	durDarzatA	durdharṣatā	durDarza	durdharṣa	tA	абстракт	f.	1	0	False	MBH. 12,9135
33565	durganDatA	durgandhatā	durganDa	durgandha	tA	абстракт	f.	1	0	False	SUŚR. 1,36,1
33559	durgatatA	durgatatā	durgata	durgata	tA	абстракт	f.	1	0	False	PAÑCAT. I, 297
35919	dvezyatA	dveṣyatā	dvezya	dveṣya	tA	абстракт	f.	1	0	False	PAÑCAT. I, 147
35651	dvijatva	dvijatva	dvija	dvija	tva	абстракт	n.	2	0	False	RĀJA-TAR. 4,105; BHĀG. P. 7,7,51
35804	dvirUpatA	dvirūpatā	dvirUpa	dvirūpa	tA	абстракт	f.	1	0	False	AK. 2,9,7
76380	dvitvatva	dvitvatva	dvitva	dvitva	tva	абстракт	n.	1	0	False	SARVADARŚANAS. 107,16
35701	dvitIyatva	dvitīyatva	dvitIya	dvitīya	tva	абстракт	n.	1	0	False	KĀṬH. 11,5
35581	dvAratA	dvāratā	dvAra	dvāra	tA	абстракт	f.	1	0	False	RAGH. 11,18
35215	dyUtatA	dyūtatā	dyUta	dyūta	tA	абстракт	f.	1	0	False	MBH. 12,2519
32773	dAsItva	dāsītva	dAsI	dāsī	tva	абстракт	f.	1	0	False	MBH. 1,1088
32586	dAyAdyatA	dāyādyatā	dAyAdya	dāyādya	tA	абстракт	f.	1	0	False	MBH. 1,7509
75786	dIptatva	dīptatva	dIpta	dīpta	tva	абстракт	n.	1	0	False	SĀH. D. 609
33166	dIptAgnitA	dīptāgnitā	dIptAgni	dīptāgni	tA	абстракт	f.	1	0	False	SUŚR. 1,30,16
33213	dIrGatva	dīrghatva	dIrGa	dīrgha	tva	абстракт	n.	2	0	False	AV. PRĀT. 4,119; BHĀG. P. 7,7,16
33209	dIrGatA	dīrghatā	dIrGa	dīrgha	tA	абстракт	f.	2	0	False	SUŚR. 1,117,18; VARĀH. BṚH. S. 69,7
34121	dUratva	dūratva	dUra	dūra	tva	абстракт	n.	1	0	False	BHĀṢĀPAR. 130
34096	dUtatva	dūtatva	dUta	dūta	tva	абстракт	n.	1	0	False	PAÑCAT. 24,5
34099	dUtItva	dūtītva	dUtI	dūtī	tva	абстракт	n.	1	0	False	ŚUK. 44,4
76046	dUzaRatA	dūṣaṇatā	dUzaRa	dūṣaṇa	tA	абстракт	f.	1	0	False	Spr. 864
34327	dfSyatA	dṛśyatā	dfSya	dṛśya	tA	абстракт	f.	2	0	False	BHARTṚ. 1,95; SŪRYAS. 9,15
34236	dfQatva	dṛḍhatva	dfQa	dṛḍha	tva	абстракт	n.	2	0	False	PAÑCAT. I, 120; MBH. 13,1026
34341	dfzwatva	dṛṣṭatva	dfzwa	dṛṣṭa	tva	абстракт	n.	1	0	False	VARĀH. BṚH. S. 5,25
68931	ekAgratA	ekāgratā	ekAgra	ekāgra	tA	абстракт	f.	2	0	False	YOGAS. 2,41; Verz. d. Oxf. H. 229,b,30. fgg.
22161	gahanatva	gahanatva	gahana	gahana	tva	абстракт	n.	2	0	False	SĀH. D. 12,5; MBH. 2,2355
23505	gORatva	gauṇatva	gORa	gauṇa	tva	абстракт	n.	2	0	False	KĀTY. ŚR. 1,1,1; VOP. 3,10
23957	Ganatva	ghanatva	Gana	ghana	tva	абстракт	n.	1	0	False	VARĀH. BṚH. S. 54,27
23953	GanatA	ghanatā	Gana	ghana	tA	абстракт	f.	1	0	False	ŚIŚ. 9,64
24213	GoratA	ghoratā	Gora	ghora	tA	абстракт	f.	2	0	False	VP. 17, N. 27; MBH. 3,13781
23174	gopatva	gopatva	gopa	gopa	tva	абстракт	n.	1	0	False	HARIV. 3160
23171	gopatA	gopatā	gopa	gopa	tA	абстракт	f.	1	0	False	HARIV. 3302
23110	gotva	gotva	go	go	tva	абстракт	n.	2	0	False	PAÑCAV. BR. 16,2; MĀRK. P. 15,34
23639	granTitva	granthitva	granTi	granthi	tva	абстракт	n.	1	0	False	SUŚR. 1,260,21
23750	grAmaRItva	grāmaṇītva	grAmaRI	grāmaṇī	tva	абстракт	n.	1	0	False	MBH. 12,4861
22189	gAQatva	gāḍhatva	gAQa	gāḍha	tva	абстракт	n.	1	0	False	DAŚAK. 102,3
72705	gAQatA	gāḍhatā	gAQa	gāḍha	tA	абстракт	f.	1	0	False	KATHĀS. 90,110
22782	gUQatA	gūḍhatā	gUQa	gūḍha	tA	абстракт	f.	1	0	False	VYAVAHĀRAT. 27,11
115869	haMsatva	haṃsatva	haMsa	haṃsa	tva	абстракт	n.	3	0	False	KATHĀS. 43,193; LIṄGA-P.; MUIR, ST. 4,326,14
115866	haMsatA	haṃsatā	haMsa	haṃsa	tA	абстракт	f.	1	0	False	KATHĀS. 114,133
117621	heyatva	heyatva	heya	heya	tva	абстракт	n.	2	0	False	SARVADARŚANAS. 116,2; NĪLAK. 27
116792	hAridratva	hāridratva	hAridra	hāridra	tva	абстракт	n.	1	0	False	CARAKA 2,1
117217	hInatA	hīnatā	hIna	hīna	tA	абстракт	f.	2	0	False	ṚV. PRĀT. 17,3; H. 319
10166	indratva	indratva	indra	indra	tva	абстракт	n.	2	0	False	MBH. 3,14415; MBH. 1,1470
10162	indratA	indratā	indra	indra	tA	абстракт	f.	1	0	False	ŚIŚUP. 9,80
10034	itikartavyatA	itikartavyatā	itikartavya	itikartavya	tA	абстракт	f.	5	0	False	TRIK. 3,3,353; HIT. 42,9; M. 7,61; MBH. 3,17305; SĀV. 3,7
26828	jarjaratva	jarjaratva	jarjara	jarjara	tva	абстракт	n.	1	0	False	MṚCCH. 65,17
26391	jaNgamatva	jaṅgamatva	jaNgama	jaṅgama	tva	абстракт	n.	1	0	False	MBH. 14,654
27422	jigIzutA	jigīṣutā	jigIzu	jigīṣu	tA	абстракт	f.	1	0	False	KATHĀS. 18,85
27834	jYatA	jñatā	jYa	jña	tA	абстракт	f.	2	0	False	N. 19,24; YĀJÑ. 3,142
27912	jYeyatA	jñeyatā	jYeya	jñeya	tA	абстракт	f.	3	0	False	KAP. 1,96; BHĀṢĀP. 12; SĀH. D. 24,5
74531	jYAnatva	jñānatva	jYAna	jñāna	tva	абстракт	n.	1	0	False	SARVADARŚANAS. 36,8
74520	jYAtatA	jñātatā	jYAta	jñāta	tA	абстракт	f.	1	0	False	SARVADARŚANAS. 4,10
27849	jYAtitva	jñātitva	jYAti	jñāti	tva	абстракт	n.	1	0	False	M. 11,172
27306	jAmitva	jāmitva	jAmi	jāmi	tva	абстракт	n.	1	0	False	ṚV. 1,105,9
27345	jAratA	jāratā	jAra	jāra	tA	абстракт	f.	2	0	False	DAŚAK.; BENF. Chr. 182,10
74319	jAtavedastva	jātavedastva	jAtavedas	jātavedas	tva	абстракт	n.	1	0	False	AIT. BR. 3,36
27332	jAyAtva	jāyātva	jAyA	jāyā	tva	абстракт	n.	2	0	False	M. 9,8; MBH. 1,3024
27560	jIrRatA	jīrṇatā	jIrRa	jīrṇa	tA	абстракт	n.	2	0	False	VYUTP. 101; MṚCCH. 48,16
69514	kadaryatA	kadaryatā	kadarya	kadarya	tA	абстракт	f.	1	0	False	Spr. 3730
70039	kalilatA	kalilatā	kalila	kalila	tA	абстракт	f.	1	0	False	BHĀG. P. 10,31,11
15786	kalmAzatA	kalmāṣatā	kalmAza	kalmāṣa	tA	абстракт	f.	1	0	False	BHĀG. P. 9,9,25
70079	kalpitatva	kalpitatva	kalpita	kalpita	tva	абстракт	n.	1	0	False	SARVADARŚANAS. 66,5
15791	kalyatva	kalyatva	kalya	kalya	tva	абстракт	n.	2	0	False	JAṬĀDH.; ŚKDR.
70088	kalyatA	kalyatā	kalya	kalya	tA	абстракт	f.	1	0	False	Spr. 1093
69560	kanizWatA	kaniṣṭhatā	kanizWa	kaniṣṭha	tA	абстракт	f.	1	0	False	Spr. 4610
14815	kanyAtva	kanyātva	kanyA	kanyā	tva	абстракт	n.	1	0	False	MBH. 1,2406
15300	karkaSatva	karkaśatva	karkaSa	karkaśa	tva	абстракт	n.	2	0	False	KUMĀRAS. 1,36; MBH. 13,542
15518	karmaRyatA	karmaṇyatā	karmaRya	karmaṇya	tA	абстракт	f.	1	0	False	VYUTP. 61
15885	kavyatA	kavyatā	kavya	kavya	tA	абстракт	f.	1	0	False	ṚV. 1,96,2
70180	kazwatA	kaṣṭatā	kazwa	kaṣṭa	tA	абстракт	f.	1	0	False	SĀH. D. 576
14443	kaWinatA	kaṭhinatā	kaWina	kaṭhina	tA	абстракт	f.	2	0	False	ŚĀNTIŚ. 1,18; BHĀG. P. 3,26,36
69405	kaWoratA	kaṭhoratā	kaWora	kaṭhora	tA	абстракт	f.	1	0	False	Spr. 1080
14386	kawukatva	kaṭukatva	kawuka	kaṭuka	tva	абстракт	n.	1	0	False	SUŚR. 1,154,18
69379	kawukatA	kaṭukatā	kawuka	kaṭuka	tA	абстракт	f.	1	0	False	Spr. 4647
119297	kawutva	kaṭutva	kawu	kaṭu	tva	абстракт	n.	1	0	False	Spr. (II) 7174
71528	kevalatva	kevalatva	kevala	kevala	tva	абстракт	n.	1	0	False	VS. PRĀT. 4,168
119613	kovidatva	kovidatva	kovida	kovida	tva	абстракт	n.	1	0	False	DAŚAK. 16,19
19921	krUratA	krūratā	krUra	krūra	tA	абстракт	f.	1	0	False	M. 10,58
70856	kuYjaratva	kuñjaratva	kuYjara	kuñjara	tva	абстракт	n.	1	0	False	MBH. 12,4282
18254	kuSalatA	kuśalatā	kuSala	kuśala	tA	абстракт	f.	2	0	False	M. 12,73; MṚCCH. 51,22
70870	kuwilatA	kuṭilatā	kuwila	kuṭila	tA	абстракт	f.	1	0	False	Spr. 4139
70896	kuwmalatA	kuṭmalatā	kuwmala	kuṭmala	tA	абстракт	f.	1	0	False	SĀH. D. 319,18
70201	kAkatva	kākatva	kAka	kāka	tva	абстракт	n.	1	0	False	KATHĀS. 62,124
16001	kAkatA	kākatā	kAka	kāka	tA	абстракт	f.	1	0	False	M. 11,25
16289	kAntatva	kāntatva	kAnta	kānta	tva	абстракт	n.	1	0	False	MBH. 3,14437
16688	kAryatva	kāryatva	kArya	kārya	tva	абстракт	n.	2	0	False	BHĀG. P. 3,26,26; SĀH. D. 30,18
16977	kAvyatA	kāvyatā	kAvya	kāvya	tA	абстракт	f.	1	0	False	SĀH. D. 3,4
70426	kAyatva	kāyatva	kAya	kāya	tva	абстракт	n.	1	0	False	SARVADARŚANAS. 35,12. fgg.
16188	kARatva	kāṇatva	kARa	kāṇa	tva	абстракт	n.	1	0	False	SĀH. D. 4,14
119560	kUrcatA	kūrcatā	kUrca	kūrca	tA	абстракт	f.	1	0	False	Spr. (II) 1161
18740	kfpaRatva	kṛpaṇatva	kfpaRa	kṛpaṇa	tva	абстракт	n.	1	0	False	MBH. 2,1361
71329	kftakatva	kṛtakatva	kftaka	kṛtaka	tva	абстракт	n.	1	0	False	TARKAS. 41
71381	kftsnatva	kṛtsnatva	kftsna	kṛtsna	tva	абстракт	n.	1	0	False	KATHĀS. 75,17
20132	kzatriyatA	kṣatriyatā	kzatriya	kṣatriya	tA	абстракт	f.	3	0	False	AIT. BR. 7,24; MBH. 3,13957; BENF. Chr. 29,25
20592	kzetratA	kṣetratā	kzetra	kṣetra	tA	абстракт	f.	1	0	False	KATHĀS. 3,3
20347	kzIRatA	kṣīṇatā	kzIRa	kṣīṇa	tA	абстракт	f.	1	0	False	MṚCCH. 47,3
85708	lakzyatva	lakṣyatva	lakzya	lakṣya	tva	абстракт	n.	2	0	False	SARVADARŚANAS. 157,10; Spr. 866
85707	lakzyatA	lakṣyatā	lakzya	lakṣya	tA	абстракт	f.	2	0	False	Spr. 1408; KATHĀS. 19,99
87034	lOkikatva	laukikatva	lOkika	laukika	tva	абстракт	n.	1	0	False	SĀH. D. 48
85880	laNGanIyatva	laṅghanīyatva	laNGanIya	laṅghanīya	tva	абстракт	n.	1	0	False	RĀJA-TAR. 6,2
85879	laNGanIyatA	laṅghanīyatā	laNGanIya	laṅghanīya	tA	абстракт	f.	1	0	False	Spr. 1040
86421	lipsutA	lipsutā	lipsu	lipsu	tA	абстракт	f.	1	0	False	Verz. d. Oxf. H. 68,a, No. 119, Z. 13. fg.
86675	lokapAlatA	lokapālatā	lokapAla	lokapāla	tA	абстракт	f.	1	0	False	MĀRK. P. 108,18
86900	lolupatA	lolupatā	lolupa	lolupa	tA	абстракт	f.	4	0	False	BHĀG. P. 3,20,23; Spr. 3594; BHĀG. P. 12,6,65; PAÑCAT. ed. orn. 31,6
86524	lubDatA	lubdhatā	lubDa	lubdha	tA	абстракт	f.	1	0	False	Spr. 3824
57020	maDuratva	madhuratva	maDura	madhura	tva	абстракт	n.	4	0	False	SUŚR. 1,187,20; Spr. 4301; H. 68; Spr. 2657
57018	maDuratA	madhuratā	maDura	madhura	tA	абстракт	f.	3	0	False	Spr. 4056; SĀH. D. 95; Spr. 4262
56931	maDutva	madhutva	maDu	madhu	tva	абстракт	n.	1	0	False	MAITRYUP. 6,22
57198	maDyasTatA	madhyasthatā	maDyasTa	madhyastha	tA	абстракт	f.	6	0	False	MBH. 6,3924; ed. Bomb.; HARIV. 11176; R. 3,41,32; Spr. 28; KĀM. NĪTIS. 8,71
80525	mahastva	mahastva	mahas	mahas	tva	абстракт	n.	1	0	False	Ind. St. 9,154
59314	mahendratva	mahendratva	mahendra	mahendra	tva	абстракт	n.	2	0	False	AIT. BR. 3,21; MBH. 13,2183
59232	mahizatva	mahiṣatva	mahiza	mahiṣa	tva	абстракт	n.	1	0	False	KATHĀS. 68,51
80540	mahAdevatva	mahādevatva	mahAdeva	mahādeva	tva	абстракт	n.	1	0	False	Ind. St. 9,154
58518	mahAdevItva	mahādevītva	mahAdevI	mahādevī	tva	абстракт	n.	1	0	False	KATHĀS. 34,53
80541	mahAnandatva	mahānandatva	mahAnanda	mahānanda	tva	абстракт	n.	1	0	False	Ind. St. 9,154
80553	mahApraButva	mahāprabhutva	mahApraBu	mahāprabhu	tva	абстракт	n.	1	0	False	Ind. St. 9,154
58869	mahAraTatva	mahārathatva	mahAraTa	mahāratha	tva	абстракт	n.	1	0	False	MBH. 5,5823
