book	surface_slp1	first_lesson	rank_all	count_all	pos
kochergina	SfgAla	11	6200	67	m
kochergina	catura	11	6270	66	adj
kochergina	tam	11	7790	46	4.Ā.
kochergina	re	11	10027	29	ind
kochergina	am	11	10649	26	m
kochergina	tara	11	10649	26	m
kochergina	saH	11	10858	25	ind
kochergina	gur	11	12880	18	6.Ā.
kochergina	hvaya	11	13286	17	adj
kochergina	ac	11	13704	16	m
kochergina	tata	11	15149	13	m
kochergina	la	11	15765	12	m
kochergina	o	11	17217	10	ind
kochergina	vada	11	18073	9	m
kochergina	gami	11	19118	8	m
kochergina	aka	11	21838	6	n
kochergina	in	11	21838	6	m
kochergina	kad	11	23796	5	ind
kochergina	taM	11	26474	4	ind
kochergina	ika	11	30141	3	m
kochergina	syati	11	30141	3	m
kochergina	net	11	30141	3	ind
kochergina	nivarta	11	35949	2	adj
kochergina	nama	11	35949	2	m
kochergina	ko	11	47379	1	ind
kochergina	yanti	11	47379	1	f
kochergina	kira	11	47379	1	adj
kochergina	vadi	11	47379	1	ind
kochergina	mAM	11	59389		?
kochergina	bahir	11	82084		?
kochergina	te	11	82084		?
kochergina	tava	11	82084		?
kochergina	mama	11	82084		?
kochergina	ey	11	82084		?
kochergina	prak	11	83260		?
kochergina	sadA	12	189	2946	ind
kochergina	vinA	12	662	1048	ind
kochergina	sarvadA	12	1424	490	ind
kochergina	pur	12	3466	160	f
kochergina	cam	12	35949	2	m
kochergina	siDyati	12	82084		?
kochergina	car	13	176	3059	1.Ā.
kochergina	div	13	238	2546	m
kochergina	tyaj	13	281	2300	1.Ā.
kochergina	divA	13	2079	310	ind
kochergina	dahati	13	59389		?
kochergina	man	14	108	4122	8.P.
kochergina	mA	14	167	3119	ind
kochergina	anu	14	502	1359	ind
kochergina	Bava	14	562	1206	m
kochergina	kOnteya	14	1041	690	m
kochergina	Bara	14	2772	215	m
kochergina	smara	14	2920	202	m
kochergina	suKena	14	8536	39	ind
kochergina	pu	14	18073	9	m
kochergina	Baja	14	35949	2	m
kochergina	SriyA	14	47379	1	f
kochergina	tyaja	14	59376		?
kochergina	sUrya	15	236	2547	m
kochergina	yadA	15	260	2425	ind
kochergina	niSA	15	637	1088	f
kochergina	kvacid	15	648	1065	ind
kochergina	asta	15	2055	313	m
kochergina	gata	15	7176	53	n
kochergina	capalA	15	12205	20	f
kochergina	sarA	15	26474	4	f
kochergina	Bavati	15	35949	2	m
kochergina	janA	15	59389		?
kochergina	krameRa	16	1513	461	ind
kochergina	tArA	16	2079	310	f
kochergina	vaH	16	26474	4	ind
kochergina	yAti	16	59376		?
kochergina	vAti	16	82084		?
kochergina	aya	16	82084		?
kochergina	da	17	367	1798	adj
kochergina	pura	17	434	1518	n
kochergina	suKam	17	1850	359	ind
kochergina	ahasta	17	23796	5	adj
kochergina	dadAti	17	30141	3	m
kochergina	sAvitri	17	35949	2	f
kochergina	karoti	17	35949	2	m
kochergina	anena	17	47379	1	adj
kochergina	gacCa	17	59389		?
kochergina	brUhi	17	82084		?
kochergina	mas	17	82084		?
kochergina	kanyA	18	358	1853	f
kochergina	kzipram	18	824	883	ind
kochergina	sOmya	18	1094	650	adj
kochergina	kadA	18	3724	144	ind
kochergina	yu	18	4753	101	3.Ā.
kochergina	tejasvinI	18	19118	8	f
kochergina	aTa	19	29	14105	ind
kochergina	pArTa	19	261	2419	m
kochergina	bAla	19	388	1670	m
kochergina	saMjaya	19	588	1165	m
kochergina	patnI	19	768	928	f
kochergina	das	19	13704	16	1.P.
kochergina	deva	20	26	15141	m
kochergina	ja	20	116	3924	adj
kochergina	tulya	20	331	2009	adj
kochergina	mitra	20	418	1570	mn
kochergina	tena	20	519	1324	ind
kochergina	sam	20	626	1122	ind
kochergina	jaya	20	673	1036	m
kochergina	danta	20	981	735	mn
kochergina	aho	20	1228	576	ind
kochergina	pre	20	1353	522	2.P.
kochergina	govinda	20	1779	378	m
kochergina	nanda	20	2644	229	m
kochergina	naya	20	2795	213	m
kochergina	mAtA	20	2936	201	f
kochergina	cana	20	5052	92	ind
kochergina	vena	20	5660	77	m
kochergina	day	20	9223	34	1.Ā.
kochergina	patita	20	11092	24	adj
kochergina	rada	20	13286	17	m
kochergina	mahAkAya	20	13704	16	m
kochergina	yaM	20	15149	13	ind
kochergina	vakratuRqa	20	20365	7	m
kochergina	sya	20	21838	6	m
kochergina	do	20	21838	6	6.Ā.
kochergina	sena	20	23796	5	m
kochergina	is	20	26474	4	m
kochergina	taya	20	26474	4	m
kochergina	daha	20	26474	4	m
kochergina	SuRqA	20	30141	3	f
kochergina	um	20	35949	2	m
kochergina	ala	20	35949	2	n
kochergina	yaka	20	59389		?
kochergina	pratyaha	20	59389		?
kochergina	dra	20	59389		?
kochergina	kA	20	82084		?
kochergina	me	20	82084		?
kochergina	vin	20	82084		?
kochergina	mu	20	82084		?
kochergina	Darma	21	36	11534	mn
kochergina	purA	21	275	2316	ind
kochergina	kila	21	752	941	ind
kochergina	sutA	21	1134	628	f
kochergina	Bo	21	2267	280	ind
kochergina	sA	21	4845	98	6.Ā.
kochergina	sTAne	21	7871	45	ind
kochergina	cak	21	7964	44	1.P.
kochergina	piba	21	47379	1	adj
kochergina	vid	22	48	9384	6.Ā.
kochergina	devI	22	159	3258	f
kochergina	varadA	22	12880	18	f
kochergina	duhitA	22	26474	4	f
kochergina	ji	23	154	3273	9.P.
kochergina	pat	23	211	2775	1.Ā.
kochergina	mArkaRqeya	23	1082	660	m
kochergina	tvara	23	23796	5	m
kochergina	se	23	23796	5	ind
kochergina	kftvA	23	47379	1	ind
kochergina	tizWati	23	82084		?
kochergina	ani	23	82084		?
kochergina	maDu	24	253	2490	n
kochergina	kadAcana	24	1656	412	ind
kochergina	paSya	24	20365	7	adj
kochergina	parAgA	24	35949	2	3.P.
kochergina	mad	25	4	49367	pron
kochergina	tvad	25	8	37263	pron
kochergina	han	25	55	8257	6.P.
kochergina	priya	25	113	3968	adj
kochergina	Bavat	25	158	3263	adj
kochergina	BoH	25	3669	147	ind
kochergina	ayi	25	9223	34	ind
kochergina	asmad	25	19118	8	m
kochergina	may	25	59389		?
kochergina	var	25	82084		?
kochergina	jananI	26	2513	244	f
kochergina	mUzaka	26	5198	88	m
kochergina	Agata	26	35949	2	m
kochergina	paWa	26	35949	2	m
kochergina	mano	26	83260		?
kochergina	iva	27	24	16240	ind
kochergina	tri	27	65	6759	nr
kochergina	iha	27	73	5697	ind
kochergina	manas	27	74	5528	n
kochergina	atas	27	161	3217	ind
kochergina	catur	27	163	3181	nr
kochergina	maya	27	220	2703	adj
kochergina	gati	27	256	2445	f
kochergina	hetu	27	262	2415	m
kochergina	Kalu	27	374	1770	ind
kochergina	pra	27	423	1549	ind
kochergina	an	27	753	940	ind
kochergina	vayas	27	962	747	n
kochergina	kevala	27	1046	685	adj
kochergina	yam	27	1066	669	6.P.
kochergina	sah	27	1303	541	1.P.
kochergina	vidyut	27	1381	508	fn
kochergina	puru	27	1743	388	adj
kochergina	vartman	27	1868	356	n
kochergina	vArARasI	27	3095	188	f
kochergina	caya	27	3480	159	m
kochergina	bAlA	27	3525	156	f
kochergina	ku	27	3745	143	ind
kochergina	rata	27	4550	108	n
kochergina	BAgIraTI	27	5374	83	f
kochergina	ara	27	5559	79	n
kochergina	brahma	27	15149	13	m
kochergina	vidu	27	16413	11	4.P.
kochergina	yak	27	18073	9	m
kochergina	suzamA	27	20365	7	f
kochergina	vati	27	21838	6	f
kochergina	padi	27	30141	3	m
kochergina	dan	27	30141	3	m
kochergina	jitendriya	27	35949	2	m
kochergina	vra	27	35949	2	m
kochergina	catu	27	35949	2	adj
kochergina	parimit	27	47379	1	f
kochergina	kal	27	59389		?
kochergina	adi	27	82084		?
kochergina	mahizI	28	2162	296	f
kochergina	SuBA	28	12526	19	f
kochergina	yatra	29	118	3831	ind
kochergina	sarvaTA	29	1667	409	ind
kochergina	li	29	82084		?
kochergina	jIva	30	942	762	mn
kochergina	kzamA	30	2099	307	f
kochergina	vidyutA	30	23796	5	f
kochergina	yuDi	30	35949	2	m
kochergina	CAyA	31	1048	683	f
kochergina	SAKA	31	1421	492	f
kochergina	kokila	31	3603	151	m
kochergina	azwAdaSa	31	8065	43	adj
kochergina	pum	31	30141	3	m
kochergina	paYca	31	47379	1	adj
kochergina	laka	31	47379	1	n
kochergina	muni	32	96	4416	m
kochergina	SrI	32	104	4152	f
kochergina	yuDizWira	32	221	2683	m
kochergina	apa	32	1850	359	ind
kochergina	apriya	32	1917	345	adj
kochergina	acara	32	8661	38	adj
kochergina	diSi	32	82084		?
kochergina	manda	33	663	1047	adj
kochergina	vam	33	2920	202	1.Ā.
kochergina	nahi	33	4845	98	ind
kochergina	kan	33	6142	68	1.P.
kochergina	pitu	33	10858	25	mn
kochergina	daSa	33	30141	3	m
kochergina	yan	33	35949	2	m
kochergina	ayati	33	35949	2	m
kochergina	uve	33	47379	1	ind
kochergina	sak	33	82084		?
kochergina	sen	33	82084		?
kochergina	idam	34	9	36787	pron
kochergina	sarva	34	14	31377	pron
kochergina	rasa	34	49	9348	mn
kochergina	atra	34	67	6130	ind
kochergina	sama	34	75	5474	pron
kochergina	grah	34	100	4310	6.Ā.
kochergina	dvi	34	120	3788	nr
kochergina	tejas	34	143	3472	n
kochergina	kula	34	184	2962	n
kochergina	rakta	34	226	2631	adj
kochergina	sura	34	328	2013	m
kochergina	vahni	34	406	1610	m
kochergina	SaMs	34	488	1393	2.Ā.
kochergina	cintay	34	496	1374	10.Ā.
kochergina	sev	34	536	1271	4.P.
kochergina	ugra	34	552	1235	adj
kochergina	graha	34	590	1164	mn
kochergina	paraspara	34	715	987	adj
kochergina	salila	34	880	828	n
kochergina	sveda	34	935	767	m
kochergina	sahas	34	1002	717	n
kochergina	nava	34	1016	703	adj
kochergina	svara	34	1057	677	m
kochergina	gamana	34	1103	642	n
kochergina	vand	34	1228	576	1.P.
kochergina	upagam	34	1288	547	6.P.
kochergina	purastAt	34	1313	534	ind
kochergina	av	34	1313	534	1.P.
kochergina	sahasA	34	1361	518	ind
kochergina	tvar	34	1411	495	1.P.
kochergina	ruc	34	1463	477	1.P.
kochergina	gad	34	1731	391	1.Ā.
kochergina	ad	34	1789	376	2.Ā.
kochergina	purohita	34	1812	369	m
kochergina	janaka	34	1828	365	m
kochergina	Ikz	34	1999	325	4.P.
kochergina	no	34	2029	318	ind
kochergina	putraka	34	2157	297	m
kochergina	ava	34	2215	287	ind
kochergina	plu	34	2369	264	1.P.
kochergina	tya	34	2398	260	pron
kochergina	anugrah	34	2520	243	9.Ā.
kochergina	kamp	34	2727	220	1.P.
kochergina	ape	34	2755	217	2.Ā.
kochergina	vakra	34	2795	213	adj
kochergina	smi	34	2860	207	1.P.
kochergina	sasya	34	2901	204	mn
kochergina	racay	34	3001	196	10.Ā.
kochergina	gal	34	3066	190	1.P.
kochergina	diti	34	3929	134	f
kochergina	lamb	34	4467	111	1.P.
kochergina	ave	34	4687	103	1.Ā.
kochergina	ru	34	5464	81	2.Ā.
kochergina	zawtriMSat	34	5509	80	f
kochergina	tvaritam	34	5613	78	ind
kochergina	manus	34	5816	74	m
kochergina	fgveda	34	6041	70	m
kochergina	pratibimba	34	6591	61	mn
kochergina	kam	34	6864	57	4.P.
kochergina	val	34	7706	47	1.Ā.
kochergina	ri	34	7964	44	9.Ā.
kochergina	sava	34	8280	41	m
kochergina	anti	34	8823	37	ind
kochergina	raya	34	9699	31	m
kochergina	tapa	34	10221	28	m
kochergina	svad	34	10221	28	1.Ā.
kochergina	gantu	34	11317	23	m
kochergina	sas	34	11317	23	2.P.
kochergina	sana	34	11591	22	adj
kochergina	coray	34	12526	19	10.Ā.
kochergina	vij	34	12880	18	6.P.
kochergina	datta	34	13704	16	m
kochergina	cari	34	13704	16	f
kochergina	svagata	34	19118	8	adj
kochergina	mara	34	23796	5	m
kochergina	ena	34	23796	5	adj
kochergina	acakra	34	23796	5	adj
kochergina	nfpA	34	26474	4	f
kochergina	rasya	34	26474	4	adj
kochergina	kuta	34	35949	2	m
kochergina	ba	34	35949	2	m
kochergina	vaya	34	35949	2	m
kochergina	kusumapura	34	35949	2	n
kochergina	iy	34	35949	2	m
kochergina	K	34	35949	2	m
kochergina	ekA	34	47379	1	f
kochergina	sanna	34	47379	1	adj
kochergina	raj	34	82084		?
kochergina	paya	34	82084		?
kochergina	vu	34	82084		?
kochergina	kru	34	82084		?
kochergina	mayati	34	82084		?
kochergina	anna	35	194	2891	n
kochergina	kaTaMcana	35	1327	530	ind
kochergina	pustaka	35	5464	81	mn
kochergina	kzatriyA	35	5613	78	f
kochergina	R	35	11898	21	m
kochergina	kas	35	35949	2	m
kochergina	vay	35	82084		?
kochergina	pibati	35	82084		?
kochergina	DftarAzwra	36	645	1074	m
kochergina	rAjendra	36	15149	13	m
kochergina	kAlidAsa	36	47379	1	m
kochergina	Aha	36	82084		?
kochergina	rAma	37	134	3631	m
kochergina	nfpa	37	153	3280	m
kochergina	vatsa	37	742	949	m
kochergina	bAlikA	37	12205	20	f
kochergina	paSyata	37	47379	1	adj
kochergina	haM	38	8280	41	ind
kochergina	gAM	38	59389		?
kochergina	vAra	39	619	1129	mn
kochergina	gama	39	5270	86	adj
kochergina	svanas	39	59389		?
kochergina	vE	40	40	10527	ind
kochergina	siMha	40	607	1142	m
kochergina	pratijYA	40	1123	633	f
kochergina	kOSika	40	1175	605	m
kochergina	svAmin	40	1525	455	m
kochergina	kaM	40	4883	97	ind
kochergina	satyA	40	8940	36	f
kochergina	paTi	40	26474	4	m
kochergina	tvaritA	40	47379	1	f
