sutra	n_words	words_iast
P.4.4.29	3	parimukham|pārimukhika|pāripārśvika
P.4.4.30	3	dvaiguṇika|vārddhuṣika|yam
P.4.4.31	3	daśaikādaśika|kusīda|kusīdika
P.4.4.32	2	bādarika|uñch
P.4.4.33	1	sāmājika
P.4.4.34	5	dardura|dārdurika|kar|śabda|śābdika
P.4.4.35	12	hāriṇika|mainika|mārgika|mātsyika|māyūrika|paryāya|pākṣika|sāraṅgika|viśeṣa|śākulika|śākunika|śāpharika
P.4.4.36	2	paripantham|pāripanthika
P.4.4.37	3	dāṇḍamāthika|pādavika|ānupadika
P.4.4.38	2	viśeṣa|ākrandika
P.4.4.39	3	auttarapadika|grabh|paurvapadika
P.4.4.40	4	lālāmika|pratikaṇṭham|prātikaṇṭhika|ārthika
P.4.4.41	2	bhāṇḍa|dhārmika
P.4.4.42	3	pratipatham|pratipathika|prātipathika
P.4.4.43	4	i|sāmavāyika|sāmūhika|sāṃniveśika
P.4.4.44	1	pāriṣadya
P.4.4.45	2	sainika|sainya
P.4.4.46	3	kaukkuṭika|kukkuṭa|lālāṭika
P.4.4.47	3	dharmya|āntarāgārika|āpaṇika
P.4.4.48	13	hautra|maṇipālī|māhiṣa|paurohita|pralepaka|prājāpata|prājāvata|prālepika|vailepika|vilepikā|yajamāna|ānucāraka|ānulepika
P.4.4.49	2	audgātra|hautra
P.4.4.50	4	avakraya|āpaṇika|śaulkaśālika|śulkaśālā
P.4.4.51	3	maudakika|paṇya|āpūpika
P.4.4.52	1	lāvaṇika
P.4.4.53	12	gugguluka|haridrika|haridruka|kisara|nalada|naladika|narada|naradika|parṇa|parṇika|tagarika|uśīrika
P.4.4.54	3	śalālu|śalāluka|śālāluka
P.4.4.55	3	mārdaṅgika|tarhi|vādana
P.4.4.56	4	jharjhara|jhārjhara|maḍḍu|māḍḍuka
P.4.4.57	2	prāsika|āsika
P.4.4.58	1	pāraśvadhika
P.4.4.59	3	yāṣṭīka|śakti|śāktīka
P.4.4.60	4	daiṣṭika|nāstika|paraloka|āstika
P.4.4.61	1	āpūpika
P.4.4.62	34	audasthāna|aupasthāna|baubhukṣa|bhākṣa|bubhukṣā|caukṣa|caura|chattra|chāttra|cukṣā|curā|kārma|kārṣa|māndra|pauroḍāśa|prāroha|stha|sātya|taitikṣa|tāpasa|udasthāna|vaikṣa|vaiśika|vaiśikha|vaiśvadha|vikṣā|viśikha|viśikā|viśvadhā|vīkṣā|ānṛta|āvaraṇa|śaikṣa|śikṣā
P.4.4.63	5	adhyayana|aikānyika|i|parīkṣā|skhal
P.4.4.64	2	apapāṭha|dvādaśānyika
P.4.4.65	2	taddhita|āpūpika
P.4.4.66	5	niyoga|vyabhicāra|yam|yuj|āgrabhojanika
P.4.4.67	7	audanika|māṃsaudana|māṃsaudanika|māṃsika|saṃghāta|śrā|śrāṇika
P.4.4.68	2	bhākta|bhāktika
P.4.4.69	1	ākārika
P.4.4.70	4	agāra|bhāṇḍāgāra|bhāṇḍāgārika|yuj
P.4.4.71	5	adeśakāla|adhyāyin|cāturdaśika|sidh|śmāśānika
P.4.4.72	6	har|kaṭhina|prāstārika|sāṃsthānika|vaṃśakaṭhina|vāṃśakaṭhinika
P.4.4.73	2	naikaṭika|nikaṭa
P.4.4.74	1	āvasathika
P.4.4.75	1	prāgghitīya
P.4.4.76	4	prāsaṅga|prāsaṅgya|rathya|yugya
P.4.4.77	2	dhaureya|dhurya
P.4.4.78	5	apekṣā|dakṣiṇadhurīṇa|nyāyya|sarvadhurīṇa|uttaradhurīṇa
P.4.4.79	2	ekadhura|ekadhurīṇa
P.4.4.80	2	śakaṭa|śākaṭa
P.4.4.81	2	hālika|sairika
P.4.4.82	1	janya
P.4.4.83	2	padya|vyadh
P.4.4.84	3	dhanya|gaṇya|labdhar
P.4.4.85	1	ānna
P.4.4.86	1	vaśya
P.4.4.87	2	dṛśya|padya
P.4.4.88	5	mūlya|utpāṭana|ābarha|ābarhaṇa|ābarhin
P.4.4.89	2	bandhaka|dhenuṣyā
P.4.4.90	1	gārhapatya
P.4.4.91	13	dharmya|i|mā|mūlya|nāvya|prāpya|sītya|tulya|tārya|vadhya|vayasya|viṣya|ānāmya
P.4.4.92	5	anapeta|arthya|dharmya|nyāyya|pathya
P.4.4.93	2	chandas|chandasya
P.4.4.94	2	aurasa|urasya
P.4.4.95	1	hṛdya
P.4.4.96	5	bandhana|hṛdya|mantra|vaśīkaraṇa|ṛṣi
P.4.4.97	4	jalpa|janya|karṣa|matya
P.4.4.98	2	sādhu|sāmanya
P.4.4.99	17	aidaṃyugīna|idaṃyuga|māhājanīna|pratijana|prātijanīna|pārakulīna|pārasyakulīna|pārayugīna|pāñcajanīna|samayuga|sarvajana|sāmayugīna|sārvajanīna|sāṃyugīna|vaiśvajanīna|viśvajana|āmuṣyakulaka
P.4.4.100	1	bhākta
P.4.4.101	2	pāriṣada|pāriṣadya
P.4.4.102	23	gauṇika|gāṇika|janavāda|janevāda|janovāda|jānavādika|jānevādika|kauṣṭhavitka|kuṣṭhavid|kāthika|saṃgraha|saṃkathā|sāṃgrahika|sāṃkathika|vaikathika|vaitaṇḍika|vaiśvakathika|vikathā|vitaṇḍā|viśvakathā|vārttika|vṛtti|āyurvedika
P.4.4.103	16	aikṣuka|aupavāsika|gauḍika|kaulmāṣika|māṃsaudana|māṃsaudanika|naivāsika|saṃkrāma|saṃvāha|sāktuka|sāṃghātika|sāṃgrāmika|sāṃkrāmika|sāṃvāhika|vaiṇuka|āpūpika
P.4.4.104	5	pātheya|svapati|svāpateya|vāsateya|ātitheya
P.4.4.105	1	sabhya
P.4.4.106	1	sabheya
P.4.4.107	1	satīrthya
P.4.4.108	3	samānodarya|vāsin|śī
P.4.4.109	1	sodarya
P.4.4.110	7	bhakṣa|mauñjavata|medhya|muñjavant|vaikalpika|vidyutya|yathāyatham
P.4.4.111	2	nādya|pāthya
P.4.4.112	2	haimavata|vaiśanta
P.4.4.113	2	srotasya|srotyā
P.4.4.114	3	sagarbhya|sanutya|sayūthya
P.4.4.115	4	bahvṛca|tugriya|tugrya|śākha
P.4.4.116	1	agrya
P.4.4.117	2	agriya|agrīya
P.4.4.118	2	abhriya|samudriya
P.4.4.119	1	barhiṣya
P.4.4.120	1	dūtya
P.4.4.121	3	hanana|rakṣasya|yātavya
P.4.4.122	5	haviṣya|jagatya|praśasya|praśaṃsana|revatya
P.4.4.123	1	asurya
P.4.4.124	1	āsura
P.4.4.125	7	bodhana|dhā|iṣṭakā|tadvant|upadhāna|varcasvant|varcasya
P.4.4.126	2	aśvimant|āśvina
P.4.4.127	2	mūrdhanvant|upadheya
P.4.4.128	5	nabhasya|ojasya|rakṣasya|sahasya|tapasya
P.4.4.129	3	madhavya|madhu|mādhava
P.4.4.130	2	ojasya|ojasīna
P.4.4.131	3	veśas|veśobhagīna|yaśobhagīna
P.4.4.132	1	veśobhagīna
P.4.4.133	3	pūrvin|pūrvya|pūrvīṇa
P.4.4.134	1	apya
P.4.4.135	1	saṃmiti
P.4.4.136	1	sahasriya
P.4.4.138	2	maya|somamaya
P.4.4.139	1	madhavya
P.4.4.140	1	vasavya
P.4.4.142	2	devatāti|sarvatāti
P.4.4.143	3	ariṣṭatāti|śantāti|śivatāti
P.4.4.144	4	ariṣṭatāti|bhāva|śantāti|śivatāti
P.4.4.148	1	māṇipāla
P.4.4.153	1	sthāgala
P.5.1.1	3	jaḍiman|naipuṇya|prāñc
P.5.1.2	26	asurya|aṣṭakya|barhiṣya|bījya|darya|dīptya|dīsa|gavya|haviṣya|khada|khadya|kharya|kūpya|kṣarya|medhya|nabhya|sidh|skhadā|srucya|vedya|viṣya|yugya|śaṅkavya|śunya|śūnya|ūdhanya
P.5.1.3	4	dakṣiṇa|kambalya|kambalīya|pala
P.5.1.4	28	apūpya|apūpīya|avoṣa|aśvya|aśvīya|dīpya|dīpīya|irgala|karṇaveṣṭaka|karṇaveṣṭakīya|kaṭakya|kaṭakīya|kiṇvīya|musalīya|odanīya|pattrya|pattrīya|pradīpīya|pūpīya|pṛthuka|pṛthukya|pṛthukīya|sthūṇīya|sūpya|sūpīya|taṇḍulīya|yūpīya|āmikṣīya
P.5.1.5	4	goduh|hita|paṭavya|vatsīya
P.5.1.6	7	avayava|dantya|karṇya|lalāṭya|oṣṭhya|tālavya|śarīrāvayava
P.5.1.7	6	brahmaṇya|khalya|māṣya|tilya|vṛṣya|yavya
P.5.1.8	2	ajathyā|avithyā
P.5.1.9	11	bandh|bhogīna|jñāpana|mātṛbhogīṇa|parimāṇa|pitṛbhogīṇa|pratyeka|sarvabhogīṇa|viśvajanīna|viśvajanīya|ātmanīna
P.5.1.10	2	pauruṣeya|sārva
P.5.1.11	4	caraka|cārakīṇa|māṇava|māṇavīna
P.5.1.12	8	aṅgārīya|prakṛti|prākārīya|tadartham|tādarthya|vac|vikṛti|śaṅkavya
P.5.1.13	4	aupadheya|bāleya|chādiṣeya|upadhi
P.5.1.14	2	aupānahya|ārṣabhya
P.5.1.15	1	vārdhra
P.5.1.16	2	prākārīya|upādhi
P.5.1.17	2	parikhā|pārikheya
P.5.1.18	1	prāñc
P.5.1.19	8	bāhya|gaupucchika|gopuccha|parimāṇa|pramāṇa|prāsthika|sāptatika|ārhīya
P.5.1.20	9	drauṇika|māṣika|naiṣkika|pādika|pāṇika|pūrvatra|vāhika|ārhīya|ṣāṣṭika
P.5.1.21	5	cātvāriṃśatka|dviśataka|śataka|śatika|śatya
P.5.1.22	7	bahuka|cātvāriṃśatka|gaṇaka|pañcaka|saṃkhya|sāptatika|ṣaṭka
P.5.1.23	2	tāvatika|tāvatka
P.5.1.24	2	triṃśaka|viṃśaka
P.5.1.25	1	kaṃsika
P.5.1.26	2	śaurpa|śaurpika
P.5.1.27	6	sāhasra|vaiṃśatika|viṃśatika|vāsana|śatamāna|śātamāna
P.5.1.28	5	adhyardha|adhyardhakaṃsa|adhyardhaśūrpa|dviśūrpa|pāñcalohitika
P.5.1.29	13	adhyardhakārṣāpaṇa|adhyardhakārṣāpaṇika|adhyardhapratika|adhyardhasahasra|adhyardhasāhasra|dvikārṣāpaṇa|dvipratika|dvisahasra|dvisāhasra|kalp|kārṣāpaṇa|kārṣāpaṇika|sahasra
P.5.1.30	4	dviniṣka|niṣka|trainiṣkika|triniṣka
P.5.1.31	4	bahuvista|dvivista|trivaistika|trivista
P.5.1.32	3	adhyardhaviṃśatikīna|dviviṃśatikīna|viṃśatika
P.5.1.33	3	adhyardhakhārīka|dvikhārīka|khārīka
P.5.1.34	12	adhyardhamāṣya|adhyardhapaṇya|adhyardhapādya|adhyardhaśatya|dvimāṣya|dvipaṇya|dvipādya|dviśatya|māṣya|paṇya|pādya|śatya
P.5.1.35	3	adhyardhaśāṇa|adhyardhaśāṇya|śāṇya
P.5.1.36	5	dvaiśāṇa|dviśāṇa|traiśāṇa|triśāṇa|śāṇa
P.5.1.38	7	saṃyoga|spandana|sūcaka|utpāta|śatika|śatya|ślaiṣmika
P.5.1.39	10	aumika|aurṇika|dhanya|gavya|gāṅgika|svargya|vāsuka|yaśasya|āśmika|āśvika
P.5.1.40	2	putrya|putrīya
P.5.1.41	3	pārthiva|sarvabhūmi|sārvabhauma
P.5.1.42	4	anyathā|bhū|pārthiva|sārvabhauma
P.5.1.43	3	pārthiva|saṃkhya|vid
P.5.1.44	2	laukika|sārvalaukika
P.5.1.45	4	drauṇika|khārīka|prāsthika|vāpa
P.5.1.46	2	kṣetrabhakti|pātrika
P.5.1.47	13	dhana|dravya|grāhya|lābha|mūlya|nirveśa|ric|upadā|utkoca|vṛddhi|āya|śatya|śulka
P.5.1.48	5	ardhika|dvitīyika|ruh|rūpaka|tṛtīyika
P.5.1.49	3	bhāga|bhāgika|bhāgya
P.5.1.50	26	aikṣubhārika|aikṣuka|bhūta|bālbajabhārika|bālbajika|dravyaka|kauṭajabhārika|kauṭajika|khāṭvābhārika|maulabhārika|maulika|mūlabhāra|sthauṇābhārika|sthūṇābhāra|vaṃśabhāra|vyākhyāna|vāṃśabhārika|vāṃśika|ākṣabhārika|ākṣika|āśmabhārika|āśmika|āśvabhārika|āśvika|ślākṣṇabhārika|ślākṣṇika
P.5.1.51	2	vasna|vasnika
P.5.1.52	8	bhū|drauṇika|har|kauḍavika|kaṭāha|prāsthika|sva|viś
P.5.1.53	5	pātra|pātrika|pātrīṇa|ācitika|āḍhakika
P.5.1.54	4	pātra|ācita|āḍhaka|āḍhakika
P.5.1.55	1	kulija
P.5.1.56	4	bhṛti|pañcaka|vasna|śatya
P.5.1.57	2	dviṣāṣṭika|prāsthika
P.5.1.58	5	adhyayana|aṣṭaka|pañcaka|stoma|sūtra
P.5.1.59	11	aśīti|bhāva|catvāriṃśat|navati|pañcāśat|paṅkti|saptati|triṃśat|viṃśati|śata|ṣaṣṭi
P.5.1.60	3	daśaka|daśat|pañcat
P.5.1.61	1	sāpta
P.5.1.62	2	cātvāriṃśa|traiṃśa
P.5.1.63	3	śatya|śvaitacchattrika|śvetacchattra
P.5.1.64	20	bhaidika|chaidika|dauhika|drauhika|kārṣika|narta|nārtika|praiṣaṇika|prākarṣika|prāyogika|sāṃprayogika|sāṃpraśnika|tairthika|vaiprakarṣika|vaiprayogika|vaipraśnika|vairaṅgika|viprakarṣa|viprayoga|vipraśna
P.5.1.65	3	śairṣacchedika|śīrṣaccheda|śīrṣacchedya
P.5.1.66	14	arghya|bhaṅgya|bhāgya|daṇḍya|guhya|ibhya|kaśya|madhuparkya|medhya|musalya|suvarṇya|udakya|vadhya|yugya
P.5.1.67	2	gartya|yūpya
P.5.1.68	2	pātriya|pātrya
P.5.1.69	4	dakṣiṇya|dakṣiṇīya|kaḍaṃkara|kaḍaṃkarīya
P.5.1.70	1	sthālībila
P.5.1.71	2	yajñiya|ārtvijīna
P.5.1.72	7	cāndrāyaṇa|cāndrāyaṇika|pārāyaṇa|pārāyaṇika|taurāyaṇika|turāyaṇa|vart
P.5.1.73	1	sāṃśayika
P.5.1.74	1	yaujanika
P.5.1.75	1	pathika
P.5.1.76	1	pāntha
P.5.1.77	4	auttarapathika|uttarapatha|vāripathika|śaṅkupatha
P.5.1.79	3	māsika|vart|āhnika
P.5.1.80	3	iṣ|māsika|vetana
P.5.1.81	2	māsya|māsīna
P.5.1.82	1	māsya
P.5.1.83	3	ṣaṇmāsya|ṣāṇmāsika|ṣāṇmāsya
P.5.1.84	2	ṣaṇmāsa|ṣaṇmāsika
P.5.1.85	1	samīna
P.5.1.86	2	samika|varṣīṇa
P.5.1.87	6	ahnika|ahīna|rātrika|rātrīṇa|saṃvatsarīṇa|sāṃvatsarika
P.5.1.88	2	varṣa|vārṣika
P.5.1.90	3	pac|ṣaṣṭika|ṣaṣṭirātra
P.5.1.91	2	idvatsara|idāvatsara
P.5.1.92	4	parivatsarīya|parivatsarīṇa|saṃvatsarīya|saṃvatsarīṇa
P.5.1.93	5	ji|labhya|māsika|parijayya|sukara
P.5.1.94	1	māsika
P.5.1.95	7	aikāhika|dāśaudanika|parigraha|pāñcaudanika|rājasūyika|vājapeyika|āgniṣṭomika
P.5.1.96	6	haimantika|māsika|prāvṛṣeṇya|vāsantika|āgniṣṭomika|śārada
P.5.1.97	16	astaraṇa|aupasaṃkramaṇa|aupavāsa|naitya|naiṣkramaṇa|pailava|pailumūla|prāveśana|prāvāsa|sāṃghāta|sāṃgrāma|tairtha|upasaṃkramaṇa|vaiyuṣṭa|āgnipada|āstaraṇa
P.5.1.98	2	hastya|yāthākathāca
P.5.1.99	4	karṇaveṣṭaka|karṇālaṃkāra|kārṇaveṣṭakika|saṃpādin
P.5.1.100	2	karmaṇya|veṣya
P.5.1.101	30	audanika|aupasargika|aupavāsika|bhū|māṃsaudana|māṃsaudanika|māṃsika|naisargika|naiṣpeṣika|niṣpeṣa|prāvāsika|saṃmodana|saṃparāya|saṃpeṣa|saṃveśana|saṃveṣa|sāktuka|sārgika|sāṃghātika|sāṃgrāmika|sāṃmodanika|sāṃnāhika|sāṃparāyika|sāṃpeṣika|sāṃtāpika|sāṃveśanika|sāṃveṣika|sāṃvāsika|sāṃyogika|vaisargika
P.5.1.102	2	yaugika|yogya
P.5.1.103	1	kārmuka
P.5.1.104	1	sāmayika
P.5.1.105	4	aupavastra|prāśitra|upavastar|ārtava
P.5.1.106	1	ṛtviya
P.5.1.107	1	kālya
P.5.1.108	2	karṣ|kālika
P.5.1.109	2	aindramahika|indramaha
P.5.1.110	5	cauḍa|mantha|vaiśākha|āṣāḍha|śrāddha
P.5.1.111	12	anupravacana|anupravacanīya|dhanya|praveśanīya|prārambhaṇa|saṃveśana|saṃveśanīya|upasthāpana|utthāpanīya|ārambhaṇa|ārambhaṇīya|ārohaṇīya
P.5.1.112	2	nirāsa|samāpanīya
P.5.1.113	2	aikāgārika|asahāya
P.5.1.114	4	anantaram|utpatti|vināśin|ākālika
P.5.1.115	1	tulya
P.5.1.117	2	maṇḍūka|pluti
P.5.1.118	2	nivat|udvat
P.5.1.119	3	a|bhāva|niveśa
P.5.1.120	1	samāveśa
P.5.1.121	9	a|ācaturya|ākatya|ālasya|ālavaṇya|ārasya|āsaṃgatya|āvaṭya|āyudhya
P.5.1.122	50	aurava|bāhava|bāhula|bāla|bāliman|caṇḍiman|cāṇḍa|dairgha|daṇḍiman|dāṇḍa|gaurava|hauḍa|hoḍa|hoḍiman|hrasiman|hrāsva|khaṇḍiman|khāṇḍa|kṣaipra|kṣaudra|kṣepiman|kṣodiman|laghiman|lāghava|mahiman|mandiman|māhata|mānda|mārdava|paṭiman|praiya|pāka|pākiman|pārthava|pāṭava|svādava|svādiman|sādhava|sādhiman|taniman|tānava|vatsiman|vārṣa|vātsya|vṛṣiman|ākiṃcana|ārjava|āśava|āṇava|ṛjiman
P.5.1.123	73	aucitya|aucitī|auṣṇya|badhiriman|barh|bhraśiman|bhārśya|bādhirya|caukrya|cukra|cukriman|draḍhiman|dārḍhya|javana|javaniman|jaḍiman|jāvanya|jāḍya|kraśiman|kārśya|kārṣṭya|kṛṣṭiman|lavaṇiman|lāvaṇya|madhuriman|maukya|maurkhya|mādhurya|mūkiman|mūrkhiman|parivraḍhiman|parivṛḍha|paṇḍitiman|pārivṛḍhya|pāṇḍitya|saṃmanas|saṃmaniman|saṃmati|saṃmatiman|sāṃmanasya|sāṃmatya|tāmriman|tāmrya|uṣṇiman|vailātya|vaimanasya|vaimatya|vaiyātya|vaiśāradya|vakriman|+23
P.5.1.124	77	aikabhāvya|auparādhayya|bahubhāṣin|brāhmaṇya|bāhubhāṣya|bāliśa|bāliśya|caturveda|caturvidya|caurya|cora|cāpalya|cāturvaidya|cāturvidya|dauṣpuruṣya|dhaurtya|dhūrta|duṣpuruṣa|dvaibhāvya|dvibhāva|dāyādya|gaḍula|guṇavacana|gāḍulya|kautūhalya|kauśalya|kāpuruṣya|kṣaitrajñya|madhyamastha|mādhyamasthya|māṇava|māṇavya|naipuṇya|naipātya|naiśnya|niśna|paiśunya|pāramasthya|rājya|samastha|saṃbhāṣin|saṃveśin|saṃvādin|sāmasthya|sārvavedya|sāṃbhāṣya|sāṃveśya|sāṃvādya|traibhāvya|tribhāva|+27
P.5.1.125	3	stainya|steya|vārmikya
P.5.1.126	5	dūtya|mādhava|sakhya|vaṇijya|vāṇijya
P.5.1.127	2	jñāteya|kāpeya
P.5.1.128	55	bālya|carmika|cauḍikya|chattrika|chāttrikya|cārmikya|cūḍika|daṇḍika|dharmika|dhārmikya|dāṇḍikya|grāmikya|karmika|khaṇḍika|khāṇḍikya|kārmikya|maulikya|māndya|mūlika|nāgarya|nāstikya|paiṇḍikya|parṣika|patya|paurohitya|pautrikya|piṇḍika|pratika|prātikya|putrika|pārṣikya|pāthikya|rājya|saināpatya|saucakya|saucikya|sauhitya|sautikya|saṃrakṣa|sārathya|sāṃrakṣya|sūcika|sūtika|tailakya|varmika|ājānikya|ārṣikya|āstikya|āvikya|āñjalikya|+5
P.5.1.129	25	audgātra|aunnetra|dauṣṭhava|duṣṭu|hautra|hārtra|kaiśora|kaumāra|pattigaṇaka|pautra|potar|pratihartar|praśāstar|prātihartra|prāśāstra|prāṇabhṛt|pāttigaṇaka|rathagaṇaka|rāthagaṇaka|saubhaga|sauṣṭhava|suṣṭhu|vādhava|ādhvaryava|āśva
P.5.1.130	40	bhrātra|cāpala|daurbhrātra|daurhārda|daurhṛdaya|dauḥstra|durbhrātar|durhṛdaya|duḥstrī|dvaihāyana|hautra|hārda|kaustra|kautuka|kautūhala|kauśala|kustrī|kutuka|kāmaṇḍalava|kāṭuka|kṣaitrajña|naipuṇa|paiśuna|parivrājaka|pauruṣa|pārivrājaka|saubhrātra|sauhārda|sauhṛdaya|saustra|sthāvira|subhrātar|sābrahmacāra|traihāyaṇa|vārṣala|yajamāna|yauvana|ānṛśaṃsa|śramaṇa|śrāmaṇa
P.5.1.131	3	kāvya|lāghava|śauca
P.5.1.132	4	rāmaṇīyaka|sāhāyaka|sāhāyya|upottama
P.5.1.133	37	avaśyaputra|bāhulaka|caurikā|chāndasa|chāndasaka|chāttraka|dhaurtaka|dhūrta|gaupālapaśupālikā|grāmakulāla|grāmakumāra|grāmaputra|grāmaṣaṇḍa|kaulaputraka|kauputraka|kulaputra|kuputra|kālyāṇaka|maidhāvaka|manojña|mānojñaka|praiyarūpaka|priyarūpa|saukumāraka|sārapattra|vaiśvadevaka|viśvadeva|yauvanaka|ābhirūpaka|āmuṣyakulaka|āmuṣyaputraka|āvaśyaputraka|āḍhyaka|śaiṣyopādhyāyikā|śataputra|śrautriyaka|śātaputraka
P.5.1.134	9	adhikṣepa|atyākāra|gārgikā|i|kar|maitreyaka|vikatthana|ślāgh|ślāghā
P.5.1.135	5	acchāvākīya|brāhmaṇācchaṃsīya|hotrā|maitrāvaruṇīya|mitrāvaruṇīya
P.5.1.136	3	brahman|brahmatva|brahmatā
P.5.2.1	4	bhavana|kaudravīṇa|kaulatthīna|maudgīna
P.5.2.2	2	vraiheya|śāleya
P.5.2.3	4	yavaka|yavakya|yavya|ṣaṣṭikya
P.5.2.4	12	aumīna|aṇavya|bhaṅga|bhaṅgya|bhāṅgīna|māṣya|māṣīṇa|tailīna|tilya|umya|umā|āṇavīna
P.5.2.5	3	kar|sarvacarmīṇa|sārvacarmīṇa
P.5.2.6	5	darśana|saṃmukha|saṃmukhīna|yathāmukham|yathāmukhīna
P.5.2.7	7	sarvakarmīṇa|sarvapathīna|sarvapattrīṇa|sarvapātrīṇa|sarvāṅgīṇa|tu|āp
P.5.2.8	4	maryādīkar|āp|āprapadam|āprapadīna
P.5.2.9	7	anupadam|anupadīnā|ayānaya|ayānayīna|netavya|neya|sarvānnīna
P.5.2.10	4	bhū|parovarīṇa|putrapautra|putrapautrīṇa
P.5.2.11	6	anukāma|anukāmīna|atyantīna|avārapāra|avārapārīṇa|avārīṇa
P.5.2.12	5	jan|prativarṣam|samā|samāṃsamīnā|su
P.5.2.13	2	adyaśvīna|stabh
P.5.2.14	2	paryanta|āgavīna
P.5.2.15	4	alaṃgāmin|anugavīna|anugu|paścāt
P.5.2.16	2	adhvanya|adhvanīna
P.5.2.17	2	abhyamitra|abhyamitrīṇa
P.5.2.18	1	gauṣṭhīna
P.5.2.19	3	ekāha|gama|āśvīna
P.5.2.20	4	adhṛṣṭa|akārya|kaupīna|śālīna
P.5.2.21	5	aniyata|nānājātīya|utsedha|vrāta|vrātīna
P.5.2.22	1	sāptapadīna
P.5.2.23	1	haiyaṃgavīna
P.5.2.24	23	aśvatthakuṇa|badarakuṇa|bhrūjāha|dantajāha|gulphajāha|jāha|karkandhukuṇa|karīrakuṇa|karṇajāha|karṇamūla|keśajāha|khadirakuṇa|kuvalakuṇa|kuṇa|mukhajāha|nakhajāha|oṣṭhajāha|pādajāha|pīlu|pīlukuṇa|pṛṣṭhajāha|śamīkuṇa|śṛṅgajāha
P.5.2.25	1	pakṣati
P.5.2.26	6	cañcurī|caṇa|cuñcu|sidh|vidyācaṇa|vitta
P.5.2.27	2	nānā|vinā
P.5.2.28	2	viśaṅkaṭa|viśāla
P.5.2.29	6	asyavāmīya|kaṭa|prakaṭa|saṃkaṭa|utkaṭa|vikaṭa
P.5.2.30	4	avakaṭa|avakuṭāra|kaṭa|pūraṇa
P.5.2.31	4	avabhraṭa|avanāṭa|avaṭīṭa|upariṣṭāt
P.5.2.32	2	nivirīsa|niviḍā
P.5.2.33	2	cikina|cipiṭa
P.5.2.34	4	adhityakā|ruh|sad|upatya
P.5.2.35	3	ghaṭ|ghaṭa|karmaṭha
P.5.2.36	95	bakulita|bubhukṣita|bubhukṣā|candrakita|dhenuṣyita|dohita|drohita|drā|duḥkhita|dīkṣita|garbhita|gardhita|garita|garjita|garvita|gauravita|harṣ|hastaka|hastakita|jan|jvarita|kajjalita|kalaṅkita|kallolita|kandalita|kardamita|karṇakita|kañcukita|kaṇṭakita|khaṇḍay|kisalayita|koraka|korakita|kusumita|kutūhalita|kuvalayita|kuḍmalita|kuṭmalita|kṣaṇita|kṣudh|mañjarita|mudray|mukula|mukulita|mukura|mukurita|musalita|mūrch|mūtray|niṣkramaṇita|+45
P.5.2.37	3	daghna|dvayasa|mātra
P.5.2.38	3	dvayasa|hāstina|pauruṣa
P.5.2.39	4	etāvant|parimāṇa|tāvant|yāvant
P.5.2.40	3	iyant|kati|kiyant
P.5.2.41	2	pariccheda|parimāṇa
P.5.2.42	3	daśataya|pañcataya|tritaya
P.5.2.43	3	dvaya|traya|tritaya
P.5.2.44	1	ubhaya
P.5.2.45	5	adhika|man|samānajātīya|viṃśati|śata
P.5.2.46	4	catvāriṃśa|pañcāśa|triṃśa|viṃśa
P.5.2.47	5	dvimaya|guṇa|maya|nimāna|saṃkhya
P.5.2.48	3	dvitaya|dvādaśa|pūraṇa
P.5.2.49	1	pañcama
P.5.2.50	2	kram|pañcatha
P.5.2.51	4	caturtha|katipayatha|katitha|ṣaṣṭha
P.5.2.52	5	bahutitha|gaṇatitha|pūga|pūgatitha|saṃghatitha
P.5.2.53	1	yāvatitha
P.5.2.54	1	dvitīya
P.5.2.55	2	saṃprasāraṇa|tṛtīya
P.5.2.56	2	viṃśa|viṃśatitama
P.5.2.57	5	ardhamāsatama|māsatama|sahasratama|saṃvatsaratama|śatatama
P.5.2.58	3	saptatitama|ṣaṣṭa|ṣaṣṭitama
P.5.2.59	4	acchāvāka|asyavāmīya|sāman|vāravantīya
P.5.2.60	4	adhyāya|anuvāka|gardabhāṇḍa|gardabhāṇḍīya
P.5.2.61	34	aiḍa|aupasada|aurvaśa|barhavant|bārhavata|daivāsura|daśārha|daśārṇa|dāśārha|dāśārṇa|hāvirdhāna|mahitrī|mahīyatva|māhitra|māhīyatva|māruta|parisāraka|pārisāraka|pātatriṇa|pātnīvata|rākṣosura|sadasant|satvant|saumāpauṣṇa|sauvarṇa|sādasata|sātvata|vaimukta|vārtraghna|vāsava|vāsumata|vāyasa|āgnāvaiṣṇava|āsyahātya
P.5.2.62	14	anuvāka|devasyatvaka|devīrāpasaka|devīṃdhiyaka|goṣad|iṣetvāka|kṛśāku|kṛśānuka|kṛṣṇosyākhareṣṭhaka|mātariśvaka|prabhūtaka|pratūrtaka|rakṣohaṇa|yuñjānaka
P.5.2.63	1	pathaka
P.5.2.64	23	cayaka|dīpaka|gadgadaka|hlādaka|hradaka|hrādaka|jayaka|nayaka|nicayaka|picaṇḍa|picaṇḍaka|piśāca|piśācaka|pādaka|tsaruka|tsāruka|vijayaka|ācaya|ācayaka|ākarṣaka|ākaṣa|ākaṣaka|śākunika
P.5.2.65	3	dhanaka|hiraṇyaka|kāma
P.5.2.66	5	dantaka|dantoṣṭhaka|keśaka|oṣṭhaka|sā
P.5.2.67	3	audarika|vijigīṣā|ādyūna
