sutra	n_words	words_iast
P.7.2.19	7	cintya|dharṣ|haradatta|niyama|vaiyātya|yā|śas
P.7.2.20	1	darh
P.7.2.21	2	barh|parivṛḍha
P.7.2.22	2	kaṣ|kṛcchra
P.7.2.23	2	ghuṣ|viśabdana
P.7.2.24	2	ard|vyarṇa
P.7.2.25	3	abhyarṇa|ard|āvidūrya
P.7.2.26	1	vṛtta
P.7.2.27	9	chad|dam|das|jñā|par|paś|spaś|śam|śānta
P.7.2.28	7	am|ghuṣ|manda|ruṣ|svan|tvar|tūrṇa
P.7.2.29	1	harṣ
P.7.2.30	1	ci
P.7.2.31	3	ahruta|hru|hvar
P.7.2.32	2	aparihvṛta|kaṣṭa
P.7.2.34	25	am|cat|gras|jval|kas|kṣam|kṣar|pradarśana|praśāsitar|praśāstar|skabh|stabh|taritar|tarutar|tarītar|tarūtar|vam|varitar|varutar|varītar|varūtar|viśasitar|viśastar|śaṃsitar|śaṃstar
P.7.2.35	1	ārdhadhātuka
P.7.2.36	2	kram|snu
P.7.2.37	1	grabh
P.7.2.38	3	star|tar|var
P.7.2.39	1	var
P.7.2.40	2	ad|var
P.7.2.41	2	tar|var
P.7.2.42	1	var
P.7.2.43	4	bhakta|dhvar|plu|smar
P.7.2.44	5	dhū|gup|gāh|su|svar
P.7.2.45	11	apara|darp|druh|eka|laj|muh|naś|radh|snih|snuh|tarp
P.7.2.46	2	kuṣ|nilayana
P.7.2.47	2	kuṣ|niṣṭha
P.7.2.48	7	iṣ|kāśyapa|lubh|prāmāṇya|riṣ|ruṣ|sah
P.7.2.49	11	ardh|bhrajj|dabh|div|drā|jñā|san|svar|yu|śri|ūrṇu
P.7.2.50	2	kliś|niṣṭha
P.7.2.51	1	pū
P.7.2.52	2	kṣudh|vas
P.7.2.53	1	ac
P.7.2.54	3	lubh|vimohana|ākulīkar
P.7.2.55	2	jar|vraśc
P.7.2.56	2	dam|śam
P.7.2.57	5	cart|chard|kart|nart|tard
P.7.2.58	1	gam
P.7.2.59	5	syad|vardh|vart|vṛt|śardh
P.7.2.60	1	kalp
P.7.2.61	7	bhid|ci|dhū|ghas|lū|vā|yā
P.7.2.62	7	añj|bhid|grabh|karṣ|pac|rādh|yaj
P.7.2.63	9	bhāradvāja|dhvar|nivartaka|niyama|nyāya|pac|saṃgraha|smar|yoga
P.7.2.64	6	bhū|grabh|nigama|pratiṣedha|tan|var
P.7.2.65	2	darś|sarj
P.7.2.66	3	ad|ar|vyā
P.7.2.67	9	ad|aś|bhid|chid|drā|ghas|pac|pā|śri
P.7.2.68	4	bhāvya|gam|vid|viś
P.7.2.69	1	san
P.7.2.70	1	han
P.7.2.71	1	añj
P.7.2.72	4	dhū|stu|su|vā
P.7.2.73	4	nam|ram|yam|yā
P.7.2.74	6	ar|añj|aś|pū|smi|vyudāsa
P.7.2.75	6	dar|dhar|gar|kar|prach|sarj
P.7.2.76	6	an|jakṣ|rud|svap|sārvadhātuka|śvas
P.7.2.77	3	doṣavant|jan|īś
P.7.2.78	3	doṣavant|jan|īḍ
P.7.2.79	1	liṅ
P.7.2.80	1	sthānin
P.7.2.82	1	bhakta
P.7.2.83	1	ās
P.7.2.84	3	aṣṭan|aṣṭatva|vibhakti
P.7.2.85	1	rai
P.7.2.86	2	mat|tvat
P.7.2.87	2	dvitīya|sārvadhātuka
P.7.2.88	1	prathama
P.7.2.90	6	atima|ativayam|atiyūyam|atyaham|bādh|vipratiṣedha
P.7.2.91	1	paryanta
P.7.2.92	1	dvivacana
P.7.2.95	1	sārvadhātuka
P.7.2.97	6	atima|atitvam|ativayam|atiyūyam|atyaham|ekavacana
P.7.2.98	9	antaraṅga|bahiraṅga|mady|mat|mattara|tvady|tvat|tvattara|yuṣmadīya
P.7.2.99	1	tri
P.7.2.100	2	jñā|tri
P.7.2.101	3	atijara|jaras|nirjaras
P.7.2.102	3	atityad|sa|saṃbodhana
P.7.2.103	1	ka
P.7.2.104	1	kuha
P.7.2.105	1	kva
P.7.2.106	2	sa|sāvakāśa
P.7.2.107	1	adas
P.7.2.110	1	ukti
P.7.2.112	2	ana|imaka
P.7.2.114	3	marj|mārṣṭavya|vṛddhi
P.7.2.115	2	nicāya|niṣpāva
P.7.2.117	2	samudāya|suśrut
P.7.3.1	12	devaka|dārghasattra|dātyauha|dāvika|dāvikākūla|kuṇarabāḍava|pūrvadevikā|pūrvadāvika|pūrvaśāṃśapa|śrāyasa|śāṃśapa|śāṃśapāsthala
P.7.3.2	6	kaikeya|karaka|kekaya|maitreya|maitreyaka|prāleya
P.7.3.3	4	nrārthi|sauvaśva|vaiyasana|vaiyākaraṇa
P.7.3.4	13	dauvārika|karaka|sauvara|sauvādumṛdava|sphaiyakṛta|sphyakṛta|svar|svara|svādhyāya|vaiyalkaśa|vyalkaśa|śvan|śvas
P.7.3.5	3	naiyagrodha|nyāgrodhamūla|vyutpatti
P.7.3.6	3	vyatihāra|vyāvahāsī|vyāvakrośī
P.7.3.7	11	svadhvara|svādhvarika|svāgata|svāgatika|svāpateya|svāṅgi|vyavahāra|vyaṅga|vyāvahārika|vyāḍi|vyāṅgi
P.7.3.8	2	śvābhastri|śvādaṃṣṭri
P.7.3.9	3	padānta|śauvāpada|śvāpada
P.7.3.10	1	uttarapada
P.7.3.11	3	aparahaimana|paurvavarṣika|pūrvavārṣika
P.7.3.12	3	ardhapāñcālaka|sarvapāñcālaka|supāñcālaka
P.7.3.13	5	aparapāñcālaka|dakṣiṇapāñcālaka|paurvamadra|paurvapañcālaka|pūrvapāñcālaka
P.7.3.14	4	aparakānyakubja|prāñc|pūrvapāṭaliputraka|pūrveṣukāmaśamī
P.7.3.15	8	dvaisamika|dvisāptatika|dvisāṃvatsarika|dviṣāṣṭika|parimāṇa|saṃkhya|sāptatika|sāṃvatsarika
P.7.3.16	5	bhaviṣyattā|dvaivarṣika|dvivārṣika|traivarṣika|vārṣika
P.7.3.17	7	kauḍavika|kulija|naiṣkika|parimāṇa|pāñcalohitika|sauvarṇika|śāṇa
P.7.3.18	5	bhadrapāda|paryāya|prauṣṭhapada|proṣṭhapada|proṣṭhapāda
P.7.3.19	11	bhaga|daurbhāgiṇeya|daurbhāgya|hṛd|pānasindhu|saktusindhu|saubhāgineya|saubhāgya|sauhārda|subhaga|sāktusaindhava
P.7.3.20	25	aihalaukika|anuśatika|asyahatya|badhyoga|bādhyogāyana|caturvidya|kata|kaurukatya|kaurupañcāla|kuru|paraloka|parastrī|pauṣkarasādi|prayoga|puṣkarasad|rājapauruṣya|sarvabhūmi|sarvapuruṣa|sautranāḍi|sārvabhauma|sūtranaḍa|udakaśuddha|ānuhārati|ānuśātika|āsyahātya
P.7.3.21	4	dvaṃdva|skāndaviśākha|viśākha|āgnimāruta
P.7.3.22	3	aindrāgna|saumendra|āgnendra
P.7.3.23	3	aindrāvaruṇa|maitrāvaruṇa|āgnivāruṇa
P.7.3.24	5	madranagara|mādranagara|pauṇḍranāgara|prāñc|sauhmanāgara
P.7.3.25	9	balaja|bhāṣ|dhenu|jaṅgala|kaurujaṅgala|kurujāṅgala|sauvarṇabalaja|vaiśvadhainava|vaiśvadhenava
P.7.3.26	4	ardha|ardhadrauṇika|parimāṇa|ārdhakaṃsika
P.7.3.27	6	ardha|ardhakauḍavika|ardhakaṃsika|ardhaprasthika|ārdhakaṃsika|ārdhaprasthika
P.7.3.28	3	pravāhaṇa|pravāhaṇeya|prāvāhaṇeya
P.7.3.29	6	bādh|bāhya|pravāhaṇeyaka|pravāhaṇeyi|prāvāhaṇeyaka|prāvāhaṇeyi
P.7.3.30	12	a|akauśala|akṣaitrajñya|akṣetrajña|anaipuṇa|anaiśvarya|aśauca|ākauśala|ākṣaitrajñya|ānaipuṇa|ānaiśvarya|āśauca
P.7.3.31	10	a|ayathāpuram|ayathātatham|ayāthatathya|ayāthāpurya|paryāya|uṣas|āyathāpurya|āyathātathya|āśraya
P.7.3.32	3	ghāta|ghātaka|han
P.7.3.33	6	dhā|dhāya|dhāyaka|dā|dāyaka|kṛt
P.7.3.34	19	cāraka|dam|dama|damaka|pāṭhaka|rāmaka|tam|tama|tamaka|udyama|udātta|upadeśa|uparama|vāma|yāmaka|ācāmaka|śam|śama|śamaka
P.7.3.35	6	jan|janaka|prajana|vadh|vadha|vadhaka
P.7.3.36	12	ar|dhā|dā|grāhya|hrī|i|ji|knūy|kṣmāy|ri|vlī|vrī
P.7.3.37	11	chā|dhū|dhūnay|hvā|kavirahasya|prī|pā|sā|vyā|vā|śā
P.7.3.38	4	kampana|vidhūnana|vājay|vāpay
P.7.3.39	3	lī|vilīna|vipātana
P.7.3.40	2	bhī|hetu
P.7.3.41	1	sphāy
P.7.3.42	2	śad|śat
P.7.3.43	1	ruh
P.7.3.44	7	bahuka|kāraka|nandana|nauka|parivrājaka|rākā|śaka
P.7.3.45	4	prāñc|saka|sūtaka|yaka
P.7.3.46	13	aśvaka|bodhaka|caṭakakā|caṭakikā|ibhyakā|kṣatriyakā|mūṣikakā|mūṣikikā|parigraha|sthāna|sāṃkāśyaka|śubhaṃyikā|śubhaṃyā
P.7.3.47	21	abhastrakā|ajakā|ajikā|ajña|ajñakā|ajñikā|anajakā|asvaka|bahubhastrakā|bhastrakā|bhastrā|bhastrākā|dvaka|etad|jñaka|jñikā|nirbhastraka|sthānika|svaka|viśeṣaṇa|vyabhicāra
P.7.3.48	3	khaṭvakā|khaṭvikā|śeṣādhikārīya
P.7.3.49	2	khaṭvākā|trairūpya
P.7.3.50	4	devika|kāśika|lāvaṇika|parpika
P.7.3.51	9	auṣika|dauṣka|dhānuṣka|lākṣaṇika|mātṛka|naiṣādakarṣuka|yākṛtka|āśiṣika|śākṛtka
P.7.3.52	4	bhāga|garjya|pākya|vākya
P.7.3.53	21	bhṛgu|dūrepāka|kapotapāka|kṣaṇepāka|madgu|megha|māṃsapāka|mūlapāka|nidāgha|nyagrodha|nyaṅku|phalepāka|pāka|pāku|takra|ulūkapāka|upasarga|vakra|vyatiṣaṅga|vīrudh|śvapāka
P.7.3.54	5	ghāta|ghātaka|han|prahāra|prahāraka
P.7.3.55	1	han
P.7.3.56	1	hi
P.7.3.57	1	ji
P.7.3.58	1	ci
P.7.3.59	13	garja|garjya|gluñc|gruc|kharja|kharjya|khyā|kūja|kūjya|par|prāmāṇya|vārttikakāra|yathottara
P.7.3.60	5	aj|parivrāja|pārivrājya|samāja|udāja
P.7.3.61	3	bhuja|nyubja|upatāpa
P.7.3.62	6	anuyāga|anuyāja|prayāga|prayāja|upayāja|ṛtuyāja
P.7.3.63	3	vañc|vañcya|vaṅkya
P.7.3.64	1	oka
P.7.3.65	3	avaśyam|pācya|āvaśyaka
P.7.3.66	6	cintya|pravācya|pūjya|rocya|yācya|yājya
P.7.3.67	2	vācya|vākya
P.7.3.68	4	niyogya|niyojya|prayogya|prayojya
P.7.3.69	8	abhyavahārya|bhakṣ|bhakṣya|bhogya|bhojya|khara|kāraṇa|viśada
P.7.3.70	2	a|dhā
P.7.3.71	4	chā|dā|sā|śā
P.7.3.72	1	duh
P.7.3.73	6	dantya|dih|duh|grabh|guh|lih
P.7.3.74	8	bhram|dam|klam|kṣam|mad|tam|śam|śram
P.7.3.75	2	cam|klam
P.7.3.76	1	kram
P.7.3.77	4	gam|iṣ|yam|śiṣ
P.7.3.78	11	arch|dham|dhāv|ghrā|mnā|paś|pā|sad|sar|sthā|śī
P.7.3.79	2	jan|jñā
P.7.3.80	2	lū|pū
P.7.3.81	2	mi|nigama
P.7.3.82	2	ci|mid
P.7.3.83	3	bhar|bhī|hu
P.7.3.84	2	sārvadhātuka|ārdhadhātuka
P.7.3.85	5	gar|jāgaraka|jāgarin|jāgarita|jāgṛvi
P.7.3.86	6	ar|hrī|knūy|laghu|ri|tadrūpa
P.7.3.87	4	abhyasta|hu|nij|viṣ
P.7.3.88	2	bhū|su
P.7.3.89	4	luk|nu|vṛddhi|yu
P.7.3.90	1	ūrṇu
P.7.3.91	2	apṛkta|ūrṇu
P.7.3.92	1	tarh
P.7.3.93	1	brū
P.7.3.94	5	har|lap|ru|vad|var
P.7.3.95	7	am|kū|ru|stu|tu|āpiśala|śam
P.7.3.96	3	apṛkta|as|su
P.7.3.97	1	as
P.7.3.98	5	an|jakṣ|rud|svap|śvas
P.7.3.99	5	an|gālava|gārgya|jakṣ|svap
P.7.3.100	1	ad
P.7.3.106	1	saṃbuddhi
P.7.3.107	5	akkā|allā|ambā|devatā|māta
P.7.3.110	1	sarvanāmasthāna
P.7.3.113	1	lākṣaṇika
P.7.3.114	1	sarvanāman
P.7.3.115	2	dvitīya|tṛtīya
P.7.3.116	2	grāmaṇī|nī
P.7.3.117	1	saṃniyoga
P.7.3.118	2	pati|sakhi
P.7.3.119	1	saṃniyoga
P.7.4.1	5	dā|gardha|lū|pac|paṭh
P.7.4.2	7	atirājay|bādh|mālay|mātay|yāc|śās|ḍhauk
P.7.4.3	19	bhaṇ|bhrāj|bhās|bhāṣ|caṇ|dīp|heṭh|hvā|jīv|kaṇ|lup|luṭ|luṭh|mīl|nyāsa|pīḍ|ran|vaṇ|śraṇ
P.7.4.4	1	pā
P.7.4.5	1	sthā
P.7.4.6	2	ghrā|suvīrya
P.7.4.7	4	darś|kīrtay|marj|vart
P.7.4.8	1	vardh
P.7.4.9	1	dā
P.7.4.10	4	dhvar|kṣi|smar|svar
P.7.4.11	3	ar|arch|kar
P.7.4.12	3	dar|par|śar
P.7.4.13	4	dhāka|gokā|nauka|rākā
P.7.4.16	3	ar|darś|sar
P.7.4.17	1	as
P.7.4.18	1	śvā
P.7.4.19	1	pat
P.7.4.20	1	vac
P.7.4.21	2	sārvadhātuka|śī
P.7.4.22	2	śeya|śī
P.7.4.23	1	ūh
P.7.4.24	2	i|prayoga
P.7.4.25	5	bhṛśāy|ci|i|stu|sukhāy
P.7.4.26	4	kar|mṛdū|nirmūla|svastī
P.7.4.27	4	kar|mātrīkar|mātrīy|pitrya
P.7.4.28	2	dar|dhar
P.7.4.29	3	ar|bahiraṅga|smar
P.7.4.30	4	ar|dhvar|smar|svar
P.7.4.31	2	dham|ghrā
P.7.4.32	3	divābhūta|doṣābhūta|kar
P.7.4.33	3	mālīy|putrīy|pṛthagyogakaraṇa
P.7.4.34	7	aśanāy|aśanīy|dhanāy|dhanīy|gardha|udakīy|udany
P.7.4.35	5	gā|janīy|mitrayu|putrīy|sumnayu
P.7.4.36	8	draviṇasyu|draviṇīy|durasyu|duṣṭīy|riṣaṇy|riṣṭīy|vṛṣaṇy|vṛṣīy
P.7.4.37	2	aghāyu|aśvāy
P.7.4.38	8	devāy|gā|kaṭha|kāṭhaka|sumnay|upalakṣaka|yajus|ātmaka
P.7.4.39	3	adhvary|kavy|pṛtany
P.7.4.40	4	dā|mita|sthita|sā
P.7.4.41	2	chā|śā
P.7.4.42	2	dhā|hita
P.7.4.43	1	hā
P.7.4.44	1	hā
P.7.4.45	5	dhā|nemadhita|sudhita|vasudhita|vasudhiti
P.7.4.46	4	barhis|datti|dā|vighātaka
P.7.4.47	4	durdatta|dā|sudatta|sūtta
P.7.4.48	3	ap|mithuna|pañcapādī
P.7.4.49	4	ghas|ghāsa|vas|ārdhadhātuka
P.7.4.50	1	as
P.7.4.51	1	saṃbhava
P.7.4.52	1	as
P.7.4.53	5	dhī|varṇa|vevī|ādīdhyaka|āvevyaka
P.7.4.54	9	dhā|dā|labh|mi|mā|pad|pat|rabh|śikṣ
P.7.4.55	3	ardh|jñā|āp
P.7.4.56	1	dabh
P.7.4.57	1	muc
P.7.4.58	7	calācala|carācara|dā|mi|mā|patāpata|vadāvada
P.7.4.59	2	trauk|ḍhauk
P.7.4.60	2	aṭ|glā
P.7.4.61	4	snā|spand|sthā|ścut
P.7.4.62	2	har|ṅu
P.7.4.63	2	kū|vyudāsa
P.7.4.64	2	karṣ|kṛṣīvala
P.7.4.65	20	ar|bhar|bhid|bhū|chid|dhar|dhvar|dhū|dyut|gam|kar|krand|marj|phaṇ|sarp|syad|tar|tij|upasaṃgraha|varj
P.7.4.66	2	nart|vart
P.7.4.67	3	dyut|saṃprasāraṇa|svap
P.7.4.68	1	vyath
P.7.4.69	1	i
P.7.4.70	1	aṭ
P.7.4.71	4	ard|ardh|aṅg|svābhāvika
P.7.4.72	3	aś|dīrghībhū|par
P.7.4.73	1	bhū
P.7.4.74	2	nigama|su
P.7.4.75	3	nij|vij|viṣ
P.7.4.76	3	bhar|hā|mā
P.7.4.77	5	antareṇa|ar|labhya|par|yad
P.7.4.78	5	dhan|ghar|jan|vac|vaś
P.7.4.79	4	lū|pac|pā|sthā
P.7.4.80	9	bhū|jū|lū|mū|nu|pac|pū|ru|yu
P.7.4.81	6	cyu|dru|plu|pru|sru|śru
P.7.4.82	4	hu|kruś|luk|lū
P.7.4.83	3	pac|yaj|yam
P.7.4.84	9	bhraṃs|bhraṃś|dhvaṃs|kas|pad|pat|skand|sraṃs|vañc
P.7.4.85	5	bhām|gam|ram|tan|tim
P.7.4.86	6	bhañj|dah|daṃś|jabh|jap|paś
P.7.4.87	2	car|phal
P.7.4.88	2	car|phal
P.7.4.89	3	cūrti|phulla|praphulta
P.7.4.90	7	bhrajj|nart|prach|vardh|vart|vraśc|śardh
P.7.4.91	1	nart
P.7.4.92	3	har|kar|tar
P.7.4.93	5	kathay|lū|pac|rakṣ|takṣ
P.7.4.94	2	har|pac
P.7.4.95	7	dar|mraday|paś|prath|smar|star|tvar
P.7.4.96	2	ceṣṭ|veṣṭ
P.7.4.97	1	gaṇay
P.8.1.1	2	antara|sthā
P.8.1.2	1	mreḍ
P.8.1.3	1	car
P.8.1.4	3	i|vīpsā|ābhīkṣṇya
P.8.1.5	4	pari|parihāra|sic|varjana
P.8.1.6	6	pra|pādapūraṇa|sam|sāmarthya|ud|upa
P.8.1.7	7	adhas|adhi|pratyāsatti|samīpadeśa|samīpakāla|sāmīpya|upari
P.8.1.8	18	abhirūpaka|aj|apakāra|asahana|asūyā|bhartsana|dharma|dhānuṣka|jālma|kutsana|nindana|prayoktar|ric|saṃmati|utpādana|vṛthā|ābhirūpya|āmantrita
P.8.1.9	2	bahuvrīhi|ekaika
P.8.1.10	1	ābādha
P.8.1.11	2	dvirvacana|uttara
P.8.1.12	5	ci|gam|guṇavacana|guṇavācaka|prakāra
P.8.1.13	4	priya|sukha|sukhasukha|āyāsa
P.8.1.14	2	yathāsva|yathāyatham
P.8.1.15	15	abhivyakti|añj|dvaṃdva|kram|mantray|maryādā|mithuna|mithunāy|mātar|prayoga|putra|vyutkramaṇa|yajñapātra|yuj|ācaturam
P.8.1.16	1	suṣṭuti
P.8.1.18	1	avadhṛṣya
P.8.1.19	2	āmantrita|ṣāṣṭha
P.8.1.20	7	caturtha|dvitīya|nau|pāriśeṣya|vākya|vām|ṣaṣṭha
P.8.1.21	2	nas|vas
P.8.1.22	2	ma|tva
P.8.1.24	12	aha|ca|eva|ha|paraṃpara|pratipatti|saṃbandha|sākṣāt|vas|vā|vām|yoga
P.8.1.25	2	ālocana|īkṣ
P.8.1.26	1	atha
P.8.1.27	17	avacakṣaṇa|bhūyiṣṭha|bruva|gotra|khan|nyāya|pracakṣaṇa|prahasana|prakathana|prapañca|pratyayana|pratyāpana|pravacana|prāya|svādhyāya|vicakṣaṇa|vānāma
P.8.1.29	1	śvas
P.8.1.30	12	ca|ced|hanta|jihma|kad|kuvid|ned|nipāta|pat|yad|yadi|yatra
P.8.1.31	2	na|pratyārambha
P.8.1.32	1	satya
P.8.1.33	6	aṅga|kūj|kūja|pratiloma|prātilomya|ānukūlya
P.8.1.34	1	hi
P.8.1.35	3	han|ji|sākāṅkṣa
P.8.1.36	3	parabhūta|yathā|yāvant
P.8.1.37	3	nighāta|yathā|yāvant
P.8.1.38	3	dhā|i|vyavadhāna
P.8.1.39	3	aha|paś|tu
P.8.1.40	2	aho|pṛthagyogakaraṇa
P.8.1.41	3	aho|anukṛṣṭa|ric
P.8.1.42	2	parīpsā|purā
P.8.1.43	5	anujñā|eṣaṇa|jñā|nanu|prārthana
P.8.1.44	7	kim|pac|praśna|sidh|sādhana|uta|āho
P.8.1.45	2	pratyudāharaṇa|āho
P.8.1.46	3	i|man|prahāsa
P.8.1.47	1	jātu
P.8.1.48	3	cid|kiṃvṛtta|vṛtta
P.8.1.49	2	uta|āho
P.8.1.50	2	uta|āho
P.8.1.54	1	hanta
P.8.1.55	5	antara|ekāntara|grabh|ām|āmantrita
P.8.1.56	3	hi|tu|yad
P.8.1.57	20	avacakṣaṇa|bhūyiṣṭha|bruva|cana|cid|gotra|iva|kalpa|nyāya|pracakṣaṇa|prahasana|prakathana|prapañca|pratyayana|pravacana|prāya|rūpa|svādhyāya|vicakṣaṇa|vānāma
P.8.1.58	6	aha|ca|eva|grāhya|ha|vā
P.8.1.59	4	ca|kal|pūrvabhūta|vad
P.8.1.60	8	bheda|gam|ha|kṣiyā|padāti|pā|yā|ācāra
P.8.1.61	2	aha|viniyoga
P.8.1.62	5	aha|avadhāraṇa|avaklapti|eva|gam
P.8.1.63	1	ājya
P.8.1.64	2	vai|vāva
P.8.1.65	6	anaśnant|anya|eka|samartha|vyabhicāritva|vyavasthā
P.8.1.66	3	ya|yadriyañca|yadvṛtta
P.8.1.67	12	atra|bhṛś|dāruṇa|ghora|jñā|kāṣṭha|parama|prakaraṇa|pūjana|su|sukha|ānantarya
P.8.1.68	4	dāruṇa|jñā|kāṣṭha|sukha
P.8.1.69	2	mithyā|pūti
P.8.1.70	3	gati|har|nī
P.8.1.71	2	gati|udāttavant
P.8.1.72	3	nighāta|vid|āmantrita
P.8.1.73	8	adhikaraṇa|bhāṣyakṛt|pravṛtti|samānādhikaraṇa|sāmānyavacana|vihavya|yuj|āmantrita
P.8.1.74	4	bhāṣ|viśeṣavacana|viśeṣya|śaraṇya
P.8.2	1	druh
P.8.2.1	9	guḍalih|kṣāmi|kṣāmin|pūrvatra|sidh|śuṣka|śuṣkaka|ūḍhay|ūḍhi
P.8.2.2	7	arma|paryaṅka|rājāy|rājāśva|rājīy|vidhi|śās
P.8.2.3	1	bhāva
P.8.2.4	5	khalapū|sakṛt|svarita|vaida|śārṅgarava
P.8.2.5	1	ekādeśa
P.8.2.6	4	bhid|devadatta|svarita|āntarya
P.8.2.7	1	prātipadika
P.8.2.8	1	saṃbuddhi
P.8.2.9	36	agnimant|bhāsvant|bhūmimant|dalmi|dalmimant|dhraji|dhrajīmant|dhrākṣā|dhvaji|drumant|drākṣāmant|dāḍimīvant|garut|garutmant|haritmant|jñānavant|kakudmant|kiṃvant|kruñca|kruñcāmant|kṛmimant|madhumant|marutmant|niji|payasvant|sañji|sañjimant|siji|vaśāmant|vidyāvant|vāyumant|yavamant|yaśasvant|śamīvant|śaṃvant|ūrmimant
P.8.2.10	6	agnicitvant|dṛṣadvant|marutmant|marutvant|udaśvit|vidyutvant
P.8.2.11	5	ahīvatī|kapīvant|munīvatī|vārdālī|ṛṣīvatī
P.8.2.12	8	aṣṭhīvant|cakravant|cakrīvant|carmavant|carmaṇvant|kakṣīvant|rumaṇvant|āsandīvant
P.8.2.13	3	udadhi|udakavant|udanvant
P.8.2.14	3	rājanvant|rājavant|saurājya
P.8.2.15	7	agnimant|bhāratīvant|dhūrvant|gīrvant|harivant|sarasvatīvant|āśīrvant
P.8.2.16	2	akṣaṇvant|asthanvant
P.8.2.17	3	dasyuhan|rayintama|supathintara
P.8.2.18	13	kalman|kalmaṣa|kalp|karmaṣa|loman|pāṃsula|pāṃsura|roman|tilpilika|tirpirika|vart|śukla|śukra
P.8.2.19	4	dvāra|i|lī|plāy
P.8.2.20	1	gar
P.8.2.21	6	gala|gar|nigalana|nigaraṇa|nigālaka|nigāraka
P.8.2.22	3	paligha|palyaṅka|parigha
P.8.2.23	1	saṃyoga
P.8.2.24	1	marj
P.8.2.25	4	cakās|grabh|lū|palita
P.8.2.26	2	chid|man
P.8.2.27	3	dviṣṭamām|har|plu
P.8.2.28	3	kuṣ|muṣ|sīv
P.8.2.29	3	bhṛjj|laj|takṣitar
P.8.2.30	2	pac|paktavya
P.8.2.31	6	dityavah|praṣṭhavāh|sah|soḍhar|soḍhavya|sthā
P.8.2.32	2	dogdhavya|lih
P.8.2.33	6	druh|muh|snih|snuh|unmuh|vibhāṣā
P.8.2.34	4	naddhavya|nah|parīṇah|upānah
P.8.2.35	2	ah|prāpti
P.8.2.36	24	bhrajj|bhraṣṭavya|bhrāj|leṣṭavya|liś|marj|mārṣṭavya|parimṛj|prach|praṣṭavya|riś|rāj|sraj|sraṣṭavya|upayaj|veṣṭavya|vibhrāj|viś|vraśc|vraṣṭavya|vyavadhāna|yaj|yaṣṭavya|śabdaprāch
P.8.2.37	5	budh|dadh|dāmalih|krudh|śiṣ
P.8.2.38	2	dhā|jñā
P.8.2.39	1	cidrūpa
P.8.2.40	2	labh|lih
P.8.2.41	1	viṣ
P.8.2.42	3	bhid|niṣṭha|śar
P.8.2.43	4	drā|glā|mlā|vibhāṣā
P.8.2.44	5	dhū|grabh|gu|jyā|lū
P.8.2.45	6	bhuj|du|dī|su|sūna|ḍī
P.8.2.46	3	añj|kṣi|nyāyya
P.8.2.47	1	śyā
P.8.2.48	1	ac
P.8.2.49	4	div|dyūta|pātana|vijigīṣā
P.8.2.50	2	nirvāta|nirvāṇa
P.8.2.51	2	śuṣka|śuṣkavant
P.8.2.52	1	pakva
P.8.2.53	2	kṣā|kṣāma
P.8.2.54	2	prastīta|styā
P.8.2.55	11	kalpa|karś|kṛśa|kṣīv|phulla|phullavant|praphulla|praphulta|saṃphulla|ullāgha|ullāghay
P.8.2.56	8	ghrā|hrī|nud|raudhādika|trā|ud|vid|vitta
P.8.2.57	6	dhyā|khyā|mad|mūrch|mūrta|pūrta
P.8.2.58	3	pratyaya|vid|vitta
P.8.2.59	2	bhitta|śakala
P.8.2.60	4	dhar|vinimaya|ādhamarṇya|ṛṇa
P.8.2.61	7	anutta|gur|nasatta|sad|svar|sūrta|tvar
P.8.2.62	2	darś|vijñāna
P.8.2.63	2	jīvanaś|naś
P.8.2.64	4	pradām|pratām|praśām|pumaṃs
P.8.2.65	3	gam|kṣam|pumaṃs
P.8.2.66	1	sajuṣ
P.8.2.67	3	avayāj|puroḍāś|śvetavāh
P.8.2.68	1	ahan
P.8.2.69	1	ahan
P.8.2.70	3	amnas|avas|ūdhan
P.8.2.71	2	bhuvas|vyāhṛti
P.8.2.72	5	anaḍvāh|dhvas|parṇadhvas|sras|ukha
P.8.2.73	2	cakās|śās
P.8.2.74	2	cakās|śās
P.8.2.75	3	bhid|chid|vid
P.8.2.77	5	div|divy|gur|pratidivan|sīv
P.8.2.78	7	ciri|dhūrv|hūrch|jiri|kūrd|mūrch|sphūrj
P.8.2.79	2	chur|dhurya
P.8.2.80	5	adadryañc|adamuyañc|adas|adasy|amumuyañc
P.8.2.81	4	adadryañc|adamuyañc|adas|amumuyañc
P.8.2.82	1	plu
P.8.2.83	11	abhivādana|bhos|nāman|pratyabhivāda|sthālin|tuṣajaka|vac|vad|yuj|āyuṣmant|āśis
P.8.2.84	9	anavasthita|antika|dā|hvā|pluti|prati|prākṛta|samāveśa|āhvāna
P.8.2.85	4	arthavattva|hai|he|ānarthakya
P.8.2.86	5	bhaj|ekaika|kalp|prāñc|samāveśa
P.8.2.87	2	abhyādāna|om
P.8.2.88	1	pañcākṣara
P.8.2.89	5	akṣara|gā|har|praṇava|yadā
P.8.2.90	2	havyavah|yājya
P.8.2.91	4	brū|iṣ|vah|śrauṣaṭ
P.8.2.92	1	agnīdh
P.8.2.93	3	hi|nanu|prativacana
P.8.2.94	11	anuyoga|anuyoktar|apanaya|cyu|nigraha|nigṛhya|pracyāvana|prakāśana|yuj|yukti|āviṣkaraṇa
P.8.2.95	1	mreḍ
