member_slp1	ganas	gana_sutras	crosswalk_sutra_match	corroborated	attested_in_pwg
SAliH	uraHpraBftayaH	5.4.151			
SAlin	kurvAdiH	4.1.151			1
SAlmalI	GozAdiH|kumudAdiH	4.2.80|6.2.85			
SAlmali	varaRAdiH	4.2.82	P.4.2.82	1	1
SAlvA	nadyAdiH	4.2.97			
SAlva	kiMSulukAdiH	6.3.117			1
SAntiH	vfzAdiH	6.1.203			
SAntivAcana	svargAdiH	5.1.111	P.5.1.111	1	1
SAqikAqAyani	gahAdiH	4.2.138			
SArNgarava	SArNgaravAdiH|SOnakAdiH	4.1.73|4.3.106	P.4.1.73	1	1
SAri	bahvAdiH	4.1.45	P.4.1.45	1	1
SArika	kowarAdiH	6.3.117			
SAstra	tArakAdiH	5.2.36			1
SAtAhara	SuBrAdiH	4.1.123	P.4.1.123	1	1
SAtana	gOrAdiH	4.1.41	P.4.1.41	1	1
SAva	kukkuwyAdiH	6.3.42			1
SAwIpacCakam	pratyAdiH	2.3.43			
SAwIpawIram	pratyAdiH	2.3.43			
SAwIpawwIkam	pratyAdiH	2.3.43			
SAyaRqAyana	EzukAryAdiH	4.2.54	P.4.2.54	1	1
SAzpeya	SOnakAdiH	4.3.106	P.4.3.106	1	1
SESiri	gahAdiH	4.2.138			1
SEkayata	tikAdiH	4.1.154			
SElUza	KalAdiH	4.2.51			1
SEtikAkzapAYcAleyAH	kArtakOjapAdiH	6.2.37			
SEvala	tArakAdiH	5.2.36			1
SEvya	SArNgaravAdiH	4.1.73			1
SIDu	arDarcAdiH	2.4.31			
SIGra	BfSAdiH	3.1.12			1
SIhara	saKyAdiH	4.2.80			
SIkara	arDarcAdiH	2.4.31	P.2.4.31	1	1
SIla	arDarcAdiH|suKAdiH	2.4.31|5.2.131	P.2.4.31	1	1
SIrza	BastrAdiH|pakzAdiH|saNkASAdiH	4.2.80|4.4.16			1
SIrzamAya	yaskAdiH	2.4.63	P.2.4.63	1	1
SIrzapAtin	brAhmaRAdiH	5.1.124			
SIrzeBAra	BastrAdiH	4.4.16	P.4.4.16	1	1
SIta	siDmAdiH|varRadfQAdiH	5.1.123|5.2.97			1
SItam	sAkzAtpraBftiH	1.4.74			
SOBrAyaRa	EzukAryAdiH	4.2.54	P.4.2.54	1	1
SOBreya	yODeyAdiH	4.1.178|5.3.117	P.4.1.178|P.5.3.117	1	1
SORqa	EzukAryAdiH|SORqAdiH	2.1.40|4.2.54	P.2.1.40|P.4.2.54	1	1
SOdrAyaRa	EzukAryAdiH	4.2.54	P.4.2.54	1	1
SOkeya	yODeyAdiH	5.3.117			1
SOkreya	yODeyAdiH	4.1.178			1
SOnaka	SOnakAdiH	4.3.106			1
SOvAvatAna	kASyAdiH	4.2.116	P.4.2.116	1	1
SOwIra	brAhmaRAdiH	5.1.124	P.5.1.124	1	1
SUdaka	aSvAdiH	4.1.110			
SUdrAryam	rAjadantAdiH	2.2.31			
SUka	arDarcAdiH	2.4.31	P.2.4.31	1	1
SUla	arDarcAdiH	2.4.31	P.2.4.31	1	1
SUlapadI	kumBapadyAdiH	5.4.139	P.5.4.139	1	1
SUrasena	paladyAdiH	4.2.110			1
SUrpa	arDarcAdiH|gOrAdiH	2.4.31|4.1.41	P.2.4.31|P.4.1.41	1	1
SUrpaRAya	kurvAdiH|utkarAdiH	4.1.151|4.2.90	P.4.1.151	1	1
SaMkara	utkarAdiH	4.2.90			1
SaMsita	gargAdiH	4.1.105			1
SaNKa	SaRqikAdiH|aSvAdiH|arDarcAdiH|gargAdiH|kuYjAdiH	2.4.31|4.1.105|4.1.110|4.1.98|4.3.92	P.2.4.31|P.4.1.98|P.4.3.92	1	1
SaNke	cAdiH	1.4.57			
SaNku	gargAdiH|kurvAdiH	4.1.105|4.1.151	P.4.1.105	1	1
SaNkupaTa	BavadAdiH	5.3.14			1
SaNkusuka	saMpadAdiH	3.3.108			
SaPA	kroqAdiH	4.1.56			
SaPa	bahvAdiH	4.1.45	P.4.1.45	1	1
SaPara	utkarAdiH	4.2.90			1
SaRakabABravAH	kArtakOjapAdiH	6.2.37			
SaRqAmarkO	vanaspatyAdiH	6.2.140			
SaRqika	SaRqikAdiH	4.3.92	P.4.3.92	1	1
SaRqila	gargAdiH	4.1.105	P.4.1.105	1	1
SaSAdana	DUmAdiH	4.2.127	P.4.2.127	1	1
SaSvat	BfSAdiH|cAdiH|svarAdiH	1.1.37|1.4.57|3.1.12			
SaWa	kuYjAdiH	4.1.98	P.4.1.98	1	1
Sabala	kfSASvAdiH	4.2.80			1
SabdArTO	rAjadantAdiH	2.2.31			
Sabda	rasAdiH	5.2.95			1
Sabra	bidAdiH	4.1.104			
SacIpatiH	vanaspatyAdiH	6.2.140			
Saka	SaRqikAdiH|gargAdiH|kambojAdiH	4.1.105|4.1.175|4.3.92	P.4.1.105|P.4.1.175|P.4.3.92	1	1
SakaMDi	SuBrAdiH	4.1.123	P.4.1.123	1	1
SakalA	UryAdiH	1.4.61	P.1.4.61	1	1
Sakala	SuBrAdiH|arDarcAdiH|gargAdiH|maDvAdiH	2.4.31|4.1.105|4.1.123|4.2.86	P.2.4.31|P.4.1.105	1	1
SakanDu	SakanDvAdiH|kurvAdiH	4.1.151|6.1.94	P.4.1.151|P.6.1.94	1	1
SakanDvAdizu pararUpaM vAcyam	SakanDvAdiH	6.1.94			
Sakati	bahvAdiH	4.1.45			
SakawIkarRa	suvAstvAdiH	4.2.77			
Sakawa	arDarcAdiH|kumudAdiH|naqAdiH|pASAdiH	2.4.31|4.1.99|4.2.49|4.2.80	P.2.4.31|P.4.1.99	1	1
Sakawi	bahvAdiH	4.1.45			1
SakftpadI	kumBapadyAdiH	5.4.139	P.5.4.139	1	1
Sakti	maDvAdiH|vetanAdiH	4.2.86|4.4.12			1
SaktiH	bahvAdiH	4.1.45			
SakulAda	kASyAdiH	4.2.116	P.4.2.116	1	1
Sakuni	AkarzAdiH|SuBrAdiH	4.1.123|5.2.64	P.4.1.123	1	1
Sakunisavanam	savanAdiH	8.3.110			
SalATala	SuBrAdiH|upakAdiH	2.4.69|4.1.123	P.2.4.69	1	1
SalAkA	SuBrAdiH|kurvAdiH|maDvAdiH	4.1.123|4.1.151|4.2.86			
SalAkABrU	SuBrAdiH	4.1.123	P.4.1.123	1	1
Sam	cAdiH|svarAdiH	1.1.37|1.4.57	P.1.1.37	1	1
SamI	gOrAdiH|karkyAdiH|maDvAdiH|pIlvAdiH	4.1.41|4.2.86|5.2.24|6.2.87	P.4.1.41	1	1
Sama	gOrAdiH	4.1.41			1
Samika	bidAdiH	4.1.104	P.4.1.104	1	1
SanEs	svarAdiH	1.1.37	P.1.1.37	1	1
Sapa	aSvAdiH	4.1.110	P.4.1.110	1	1
SapaRqa	EzukAryAdiH	4.2.54	P.4.2.54	1	1
SapaTa	arDarcAdiH	2.4.31	P.2.4.31	1	1
SarAgniH	irikAdiH	8.4.6			
SarAva	arDarcAdiH	2.4.31	P.2.4.31	1	1
SarAvin	bAhvAdiH	4.1.96			
SarI	gOrAdiH	4.1.41	P.4.1.41	1	1
SarIra	arDarcAdiH	2.4.31	P.2.4.31	1	1
SarIre	prajYAdiH	5.4.38			
Sara	SarAdiH|fSyAdiH|maDvAdiH	4.2.80|4.2.86|4.3.144|6.3.120			1
SaraRa	SAKAdiH	5.3.103			1
Sarad	AdyAdiH|vasantAdiH	4.2.63|5.4.44			1
SaradAdiH	AdyAdiH	5.4.44			
Saradvat	bidAdiH	4.1.104			
SaranivAsaH	irikAdiH	8.4.6			
SaraniveSaH	irikAdiH	8.4.6			
Sarat	vasantAdiH	4.2.63			
SarkAra	gOrAdiH	4.1.41	P.4.1.41	1	1
SarkarA	SarkarAdiH|fSyAdiH|kumudAdiH|varAhAdiH	4.2.80|5.3.107			
SarkarAkza	gargAdiH	4.1.105	P.4.1.105	1	1
SaryARA	maDvAdiH	4.2.86			
Sastre	bahvAdiH	4.1.45			
SatadvAra	SuBrAdiH	4.1.123	P.4.1.123	1	1
Satala	SuBrAdiH	4.1.123	P.4.1.123	1	1
SatamAna	arDarcAdiH	2.4.31	P.2.4.31	1	1
SatapaTa	BavadAdiH	5.3.14			1
SatapadI	kumBapadyAdiH	5.4.139			
Satapati	aSvapatyAdiH	4.1.84	P.4.1.84	1	1
Satapatra	SarkarAdiH	5.3.107			
Sataputra	manojYAdiH	5.1.133	P.5.1.133	1	1
Satra	prajYAdiH	5.4.38			
SatruMtapi	dAmanyAdiH	5.3.116			
SatrudamanaH	nandyAdiH	3.1.134			
Sawa	SaRqikAdiH|gargAdiH	4.1.105|4.3.92	P.4.1.105|P.4.3.92	1	1
SayARqI	varaRAdiH	4.2.82			
SayARqa	EzukAryAdiH	4.2.54	P.4.2.54	1	1
SayARqi	EzukAryAdiH	4.2.54			
SayaRqAyana	EzukAryAdiH	4.2.54			
SayaRqa	EzukAryAdiH	4.2.54	P.4.2.54	1	1
SayyA	vetanAdiH	4.4.12			1
SazkaRqI	harItakyAdiH	4.3.167			1
SazkaRqa	gOrAdiH	4.1.41			
SazkulI	aNgulyAdiH	5.3.108			1
Sazkula	gOrAdiH	4.1.41			1
Sazpa	DUmAdiH	4.2.127			1
SePAlikA	harItakyAdiH	4.3.167	P.4.3.167	1	1
SelA	kaRqvAdiH	3.1.27			
Seriza	varAhAdiH	4.2.80			
SevAlI	UryAdiH	1.4.61			
Seyu	gopavanAdiH	2.4.67			
SfNKalatodin	bAhvAdiH	4.1.96	P.4.1.96	1	1
SfNgAra	tArakAdiH	5.2.36			1
SfNgI	varaRAdiH	4.2.82			
SfNga	SAKAdiH|arDarcAdiH|gOrAdiH	2.4.31|4.1.41|5.3.103	P.2.4.31|P.4.1.41	1	1
SfgAla	nAvAdiH	2.3.17			
SiKA	aSmAdiH|bahvAdiH|balAdiH|jyotsnAdiH|tikAdiH	4.1.154|4.1.45|4.2.80|5.2.103|5.2.136			1
SiKaRqa	gOrAdiH	4.1.41	P.4.1.41	1	1
SiKaRqin	suvAstvAdiH	4.2.77			1
SiKara	arDarcAdiH	2.4.31	P.2.4.31	1	1
SiMSapA	arIhaRAdiH|naqAdiH|palASAdiH	4.1.99|4.2.80|4.3.141	P.4.1.99	1	1
SiSira	vasantAdiH	4.2.63			1
Sigru	bidAdiH|plakzAdiH	4.1.104|4.3.164	P.4.1.104|P.4.3.164	1	1
Sikam	cAdiH	1.4.57	P.1.4.57	1	1
SikzA	CatrAdiH|kramAdiH|parimuKAdiH	4.2.61|4.3.59|4.4.62	P.4.2.61|P.4.4.62	1	1
SilpI	GozAdiH	6.2.85			
Sipru	gopavanAdiH	2.4.67			
SirI	samAnAdiH	4.1.35			
SirIza	arIhaRAdiH|kumudAdiH|palASAdiH|puzkarAdiH|varAhAdiH	4.2.80|4.3.141|5.2.135			1
Siras	SAKAdiH|bAhvAdiH	4.1.96|5.3.103			1
SirobIjama	rAjadantAdiH	2.2.31			
Sirobiju	rAjadantAdiH	2.2.31			
SirojAnu	rAjadantAdiH	2.2.31	P.2.2.31	1	1
Sitika	caturvedAdiH	5.1.124			
SitipadI	kumBapadyAdiH	5.4.139			
SivAku	bAhvAdiH	4.1.96	P.4.1.96	1	1
Siva	SivAdiH|aSvAdiH	4.1.110|4.1.112			1
SivavESravaRO	daDipayasyAdiH	2.4.14			
SlakzRa	ukTAdiH	4.2.60			1
Slakza	ukTAdiH	4.2.60			1
SlakzaRa	vaMSAdiH	5.1.50			
Slezman	pAmAdiH|siDmAdiH	5.2.100|5.2.97			1
SmaSAna	kukkuwyAdiH	6.3.42			1
SoBanaH	nandyAdiH	3.1.134			
SoRA	mAlAdiH	6.2.88			
SoRa	mAlAdiH|naqAdiH	4.1.99|6.2.88	P.4.1.99	1	1
SrAvastI	nadyAdiH	4.2.97			
SrI	siDmAdiH	5.2.97			1
SrOti	gahAdiH	4.2.138	P.4.2.138	1	1
SrOzaw	UryAdiH|cAdiH	1.4.57|1.4.61	P.1.4.57	1	1
SraRa	kaRAdiH	7.4.3			
SradDA	BidAdiH|sAkzAtpraBftiH|svarAdiH|tArakAdiH|upavastrAdiH	1.1.37|1.4.74|3.3.104|5.1.105|5.2.36	P.1.1.37|P.3.3.104	1	1
SradDAmeDe	daDipayasyAdiH	2.4.14			
SradDAtapasI	daDipayasyAdiH	2.4.14			
Sram	svarAdiH	1.1.37	P.1.1.37	1	1
SramaRA	SAkapArTivAdiH	2.1.60			
SramaRAdiH	SAkapArTivAdiH	2.1.60			
SramaRa	yuvAdiH	5.1.130	P.5.1.130	1	1
Srat	UryAdiH	1.4.61			1
SravaRa	SreRyAdiH|aMSvAdiH|yuvAdiH	2.1.59|5.1.130|6.2.193			1
Sraviz	aSvAdiH	4.1.110			
SreRi	SreRyAdiH	2.1.59			1
Srotra	BikzAdiH|prajYAdiH	4.2.38|5.4.38			1
Srotriya	manojYAdiH	5.1.133			1
Sruta	izwAdiH	5.2.88			1
Su	svarAdiH	1.1.37	P.1.1.37	1	1
SuBa	kuYjAdiH|tikAdiH	4.1.154|4.1.98	P.4.1.154	1	1
SuBra	SuBrAdiH|kurvAdiH	4.1.123|4.1.151	P.4.1.123	1	1
SuRqA	kuYjAdiH	4.1.98			
SuRqi	varaRAdiH	4.2.82			
SuRqika	SuRqikAdiH	4.3.76	P.4.3.76	1	1
Suci	SarAdiH	6.3.120			1
SucikarRa	kumudAdiH	4.2.80	P.4.2.80	1	1
SucipadI	kumBapadyAdiH	5.4.139			
Sucis	BfSAdiH	3.1.12			
Sucivarcas	BfSAdiH	3.1.12	P.3.1.12	1	1
Sudi	svarAdiH	1.1.37	P.1.1.37	1	1
Suka	KaRqikAdiH|SuBrAdiH|nAvAdiH	2.3.17|4.1.123|4.2.45			1
Sukam	cAdiH	1.4.57	P.1.4.57	1	1
Sukla	arDarcAdiH|kapilakAdiH	2.4.31|8.2.18	P.8.2.18	1	1
SuklakfzRO	daDipayasyAdiH	2.4.14			
Sukra	sutaNgamAdiH	4.2.80			1
Sulka	arDarcAdiH	2.4.31	P.2.4.31	1	1
SunaHSepaH	vanaspatyAdiH	6.2.140			
Sunak	bidAdiH	4.1.104			
Sunaka	bidAdiH	4.1.104			1
SunaskarRaH	kapilakAdiH	8.2.18			
Supata	aSvapatyAdiH	4.1.84			
Suzka	arDarcAdiH	2.4.31	P.2.4.31	1	1
Sva	samAnAdiH	4.1.35			1
SvacaRqAlam	pratyAdiH	2.3.43			
Svamra	tArakAdiH	5.2.36			
Svan	KaRqikAdiH|gOrAdiH|snAtvyAdiH|sutaNgamAdiH	4.1.41|4.2.45|4.2.80|7.1.49	P.4.1.41	1	1
Svana	SuBrAdiH	4.1.123			
SvapAka	kulAlAdiH|kzipakAdiH	4.3.118|7.3.45			1
Svapaca	pacAdiH	3.1.134	P.3.1.134	1	1
Svas	snAtvyAdiH|svarAdiH	1.1.37|7.1.49	P.1.1.37	1	1
Sveta	sutaNgamAdiH	4.2.80			1
SvetapAkI	harItakyAdiH	4.3.167	P.4.3.167	1	1
SyAmAka	bidAdiH|gopavanAdiH|tAlAdiH	2.4.67|4.1.104|4.3.152	P.2.4.67|P.4.1.104|P.4.3.152	1	1
SyAma	aSvAdiH|siDmAdiH	4.1.110|5.2.97	P.4.1.110	1	1
SyAmaka	bidAdiH|gopavanAdiH	2.4.67|4.1.104	P.4.1.104	1	1
SyAparRa	bidAdiH|gopavanAdiH	2.4.67|4.1.104	P.2.4.67|P.4.1.104	1	1
SyAvali	bidAdiH	4.1.104			1
SyAvanAya	kurvAdiH|utkarAdiH	4.1.151|4.2.90	P.4.2.90	1	1
SyAvaputra	kurvAdiH	4.1.151			1
SyAvaraTa	kurvAdiH	4.1.151			1
SyonAka	gopavanAdiH	2.4.67			1
TAl	tasilAdiH	6.3.35			
Tal	tasilAdiH	6.3.35			
Tyan	tasilAdiH	6.3.35			
UKA	kroqAdiH	4.1.56			
UQaBArya	AhitAgnyAdiH	2.2.37	P.2.2.37	1	1
UrDvakAla	kASyAdiH	4.2.116			
UrI	UryAdiH	1.4.61	P.1.4.61	1	1
UrRA	aSvAdiH	5.1.39			
UrRanABa	KalAdiH|SivAdiH	4.1.112|4.2.51	P.4.1.112	1	1
Urmi	yavAdiH	8.2.9			1
Uza	aSmAdiH	4.2.80			1
Uzman	pAmAdiH	5.2.100			1
Wa	kaqArAdiH	2.2.38			1
YjAra	aSvAdiH	4.1.110			
a	cAdiH|svarAdiH	1.1.37|1.4.57			1
aBIkzRam	svarAdiH	1.1.37			1
aBayajAta	gargAdiH	4.1.105			1
aBi	prAdiH	1.4.58			1
aBigama	anuSatikAdiH	7.3.20			1
aBimanas	BfSAdiH	3.1.12			1
aBirUpa	manojYAdiH	5.1.133			1
aBirUpaka	SAkapArTivAdiH|SreRyAdiH	2.1.59|2.1.60			1
aBizikta	saNkalAdiH	4.2.75			
aBra	SAKAdiH|arSaAdiH|kurvAdiH|tArakAdiH	4.1.151|5.2.127|5.2.36|5.3.103			1
aByUza	apUpAdiH	5.1.4			1
aByeza	apUpAdiH	5.1.4			1
aByoza	apUpAdiH	5.1.4			1
aByuza	apUpAdiH	5.1.4			1
aDIta	izwAdiH	5.2.88			1
aDamaSAKa	gahAdiH	4.2.138			1
aDara	sarvAdiH	1.1.27			1
aDas	svarAdiH	1.1.37			1
aDi	SORqAdiH|prAdiH	1.4.58|2.1.40			1
aDiBUta	anuSatikAdiH|parimuKAdiH	4.3.59|7.3.20			1
aDideva	anuSatikAdiH|parimuKAdiH	4.3.59|7.3.20			1
aDikAra	gOrAdiH	4.1.41			1
aDikaraRa	gOrAdiH	4.1.41			1
aDipati	brAhmaRAdiH	5.1.124			1
aDusAya	parimuKAdiH	4.3.59			
aDvan	gavAdiH	5.1.2			1
aDvana	gavAdiH	5.1.2			
aDvara	naqAdiH	4.1.99	P.4.1.99	1	1
aDvaryu	udgAtrAdiH	5.1.129			1
aDyApaka	SAkapArTivAdiH|SreRyAdiH|yAjakAdiH	2.1.59|2.1.60|2.2.9			1
aDyAtmAdiByaSca	parimuKAdiH	4.3.59			
aDyAtmAdiH	parimuKAdiH	4.3.59			
aDyAtma	parimuKAdiH	4.3.59			1
aDyAya	guRAdiH	6.2.176			1
aDyayanatapasI	daDipayasyAdiH	2.4.14			
aGa	arSaAdiH	5.2.127			1
aMSa	saNkASAdiH	4.2.80			1
aMSaH	vfzAdiH	6.1.203			
aMSu	aMSvAdiH|fSyAdiH	4.2.80|6.2.193			1
aMhata	bahvAdiH	4.1.45			
aMsaBAra	BastrAdiH	4.4.16			1
aMseBAra	BastrAdiH	4.4.16			1
aNgAra	BikzAdiH|pASAdiH|tArakAdiH	4.2.38|4.2.49|5.2.36			1
aNgAraka	tArakAdiH	5.2.36			1
aNgAraveRu	anuSatikAdiH	7.3.20			1
aNga	cAdiH|gahAdiH	1.4.57|4.2.138			1
aNgavidyA	parimuKAdiH	4.3.59			1
aNguli	aNgulyAdiH	5.3.108			1
aNguzWa	karRAdiH	5.2.24			1
aNkAra	BikzAdiH	4.2.38			
aNka	saNkASAdiH	4.2.80			1
aNkati	bahvAdiH	4.1.45			1
aNkuSa	arDarcAdiH|pakzAdiH	2.4.31|4.2.80			1
aNkura	tArakAdiH	5.2.36			1
aRIva	SuBrAdiH	4.1.123			1
aRaka	utkarAdiH	4.2.90			1
aRqIvat	karRAdiH	4.2.80			
aRqa	kukkuwyAdiH|pakzAdiH	4.2.80|6.3.42			1
aRqara	BfSAdiH|gOrAdiH	3.1.12|4.1.41			1
aRu	sTUlAdiH|svargAdiH	5.1.111|5.4.3			1
aSani	AkarzAdiH|parSvAdiH|prajYAdiH	5.2.64|5.3.117|5.4.38	P.5.3.117	1	1
aSman	AkarzAdiH|SuBrAdiH|aSmAdiH|aSvAdiH|fSyAdiH|saNkASAdiH|utkarAdiH|vaMSAdiH	4.1.110|4.1.123|4.2.80|4.2.90|5.1.39|5.1.50|5.2.64			1
aSmaraTa	gargAdiH	4.1.105			1
aSnItapibatA	mayUravyaMsakAdiH	2.1.72			1
aSokA	SuBrAdiH	4.1.123			
aSoka	saKyAdiH	4.2.80			1
aSvA	ajAdiH	4.1.4			
aSvAvatAna	bidAdiH|gopavanAdiH	2.4.67|4.1.104	P.2.4.67	1	1
aSva	SuBrAdiH|aSvAdiH|apUpAdiH|hastyAdiH|kumudAdiH|mASabdAdiH|vaMSAdiH	4.1.110|4.1.123|4.2.80|4.4.1|5.1.39|5.1.4|5.1.50|5.4.138			1
aSvala	naqAdiH	4.1.99			1
aSvapAlI	revatyAdiH	4.1.146			
aSvapati	aSvapatyAdiH	4.1.84	P.4.1.84	1	1
aSvapeja	SOnakAdiH	4.3.106	P.4.3.106	1	1
aSvasanimaSvasanim	savanAdiH	8.3.110			
aSvatTa	GozAdiH|kASAdiH|kumudAdiH|mASabdAdiH|pIlvAdiH|plakzAdiH|utkarAdiH	4.2.80|4.2.90|4.3.164|4.4.1|5.2.24|6.2.85	P.6.2.85	1	1
aSvatrirAtraH	yuktArohyAdiH	6.2.81			
aTa	cAdiH|svarAdiH	1.1.37|1.4.57			1
aTarvan	BikzAdiH|vasantAdiH	4.2.38|4.2.63			1
aTo	cAdiH	1.4.57			1
aYcati	bahvAdiH	4.1.45			1
aYjalika	caturvedAdiH	5.1.124			1
aYjana	gozadAdiH|kiMSulukAdiH	5.2.62|6.3.117			1
aYjasA	svarAdiH	1.1.37			1
abalA	tricakrAdi	6.2.129			
abja	puzkarAdiH	5.2.135			1
acopacam	mayUravyaMsakAdiH	2.1.72			
acyuta	kASyAdiH	4.2.116			1
acyutadanti	dAmanyAdiH	5.3.116			
acyutanti	dAmanyAdiH	5.3.116			
adButa	kAzWAdiH	8.1.67			1
adDA	cAdiH|svarAdiH	1.1.37|1.4.57			1
adaraka	gargAdiH	4.1.105			1
adas	sarvAdiH	1.1.27			1
agada	kaRqvAdiH	3.1.27			1
agasti	gargAdiH|saNkASAdiH	4.1.105|4.2.80			1
agastya	gargAdiH	4.1.105			1
agnAvizRU	vimuktAdiH	5.2.61			
agnO	sAkzAtpraBftiH	1.4.74			
agni	utkarAdiH	4.2.90			1
agniSarman	bAhvAdiH	4.1.96			1
agniSarmi	gahAdiH	4.2.138			
agnidatta	saKyAdiH	4.2.80			1
agnipada	agnipadAdiH	5.1.97			1
agniveSa	gargAdiH	4.1.105			1
agniveSadaSerukAH	tikakitavAdiH	2.4.68			
agra	SAKAdiH|naqAdiH	4.1.99|5.3.103	P.4.1.99	1	1
agrevaRam	rAjadantAdiH	2.2.31			
ahArI	grahyAdiH	3.1.134			
ahIraRa	arIhaRAdiH	4.2.80			
aha	cAdiH	1.4.57			1
ahamahamikA	mayUravyaMsakAdiH	2.1.72	P.2.1.72	1	1
ahan	KaRqikAdiH|bahvAdiH|irikAdiH|saNkalAdiH	4.1.45|4.2.45|4.2.75|8.4.6			1
ahar	kapilakAdiH	8.2.18			1
aharAdInAM patyAdizu vA rePaH	kapilakAdiH	8.2.18			
aharAdiH	kapilakAdiH	8.2.18			
ahaskaraH	kapilakAdiH	8.2.18			
ahi	SarAdiH|bahvAdiH	4.1.45|6.3.120	P.4.1.45	1	1
ahisakTa	suvAstvAdiH	4.2.77			1
aho	cAdiH	1.4.57			1
ajA	ajAdiH	4.1.4			
ajAnika	caturvedAdiH	5.1.124			1
ajAtOlvali	SAkapArTivAdiH	2.1.60			1
ajAvikam	pratyAdiH	2.3.43			
ajEqakam	pratyAdiH	2.3.43			
ajIgarta	bAhvAdiH	4.1.96			1
ajYAta	yAvAdiH	5.4.29			1
aja	gargAdiH|hastyAdiH|naqAdiH	4.1.105|4.1.99|5.4.138			1
ajabasti	SuBrAdiH|gfzwyAdiH	4.1.123|4.1.136			
ajamAra	kurvAdiH	4.1.151			1
ajapaTa	BavadAdiH	5.3.14			1
ajasram	svarAdiH	1.1.37			
ajavAha	kacCAdiH	4.2.133			1
ajavasti	yaskAdiH	2.4.63			1
ajina	kfSASvAdiH	4.2.80			1
ajira	SuBrAdiH|aMSvAdiH|ajirAdiH|sutaNgamAdiH|utkarAdiH	4.1.123|4.2.80|4.2.90|6.2.193|6.3.119	P.4.1.123	1	1
akArI	grahyAdiH	3.1.134			
akaSAya	SuBrAdiH	4.1.123	P.4.1.123	1	1
akasmAt	cArvAdiH|vinayAdiH	5.4.34|6.2.160			1
akiMcana	mayUravyaMsakAdiH|svargAdiH	2.1.72|5.1.111			1
akutoBayaH	mayUravyaMsakAdiH	2.1.72			
akza	vaMSAdiH	5.1.50			1
akzadyUta	akzadyUtAdiH	4.4.19			1
akzara	gavAdiH|guRAdiH	5.1.2|6.2.176			1
akzetrajYa	brAhmaRAdiH	5.1.124			1
akzi	karRAdiH	5.2.24			1
akziBruvam	rAjadantAdiH	2.2.31			
alIka	digAdiH|suKAdiH	4.3.54|5.2.131			1
alakA	kzipakAdiH	7.3.45			
alam	svarAdiH	1.1.37			1
alasa	bidAdiH|brAhmaRAdiH	4.1.104|5.1.124			1
aleKana	SivAdiH	4.1.112			
aligu	gargAdiH	4.1.105	P.4.1.105	1	1
alinda	gOrAdiH	4.1.41			1
aloha	naqAdiH	4.1.99	P.4.1.99	1	1
aloka	suKAdiH	3.1.18			1
am	cAdiH|svarAdiH	1.1.37|1.4.57			1
amA	sAkzAtpraBftiH	1.4.74	P.1.4.74	1	1
amAtAputra	kAzWAdiH	8.1.67			1
amAvAsyA	sanDivelAdiH	4.3.16			
amBar	svarAdiH	1.1.37			
amBas	svarAdiH	1.1.37			1
amBoja	puzkarAdiH	5.2.135			1
amaH	vfzAdiH	6.1.203			
ambarIzaputra	KalAdiH	4.2.51			1
ambara	arDarcAdiH	2.4.31			1
ambikA	SuBrAdiH	4.1.123			1
ametara	ukTAdiH	4.2.60			
amiTu	svarAdiH	1.1.37			1
amitOjasaH	bAhvAdiH	4.1.96			
amitra	naqAdiH|tikAdiH	4.1.154|4.1.99			1
amla	arSaAdiH	5.2.127			1
amnar	svarAdiH	1.1.37			
amnas	svarAdiH	1.1.37			1
amra	SuBrAdiH	4.1.123			1
amuzma	naqAdiH	4.1.99			
amuzya	naqAdiH	4.1.99			
amuzyakula	manojYAdiH|pratijanAdiH	4.4.99|5.1.133			1
amuzyaputra	manojYAdiH	5.1.133			1
anAjYAta	kAzWAdiH	8.1.67			1
anDakAra	arDarcAdiH|tArakAdiH	2.4.31|5.2.36			1
anISvara	brAhmaRAdiH	5.1.124			1
anIka	arDarcAdiH	2.4.31			1
anUpa	kacCAdiH	4.2.133			1
anaBihita	upakAdiH	2.4.69			1
anaBimlAna	SivAdiH	4.1.112			
anaNgamejaya	cArvAdiH	6.2.160			1
anaka	karRAdiH	4.2.80			1
anantara	caturvedAdiH|gahAdiH	4.2.138|5.1.124			1
anaquH	kulAlAdiH	4.3.118			
anaquh	AdyAdiH|fSyAdiH|gargAdiH	4.1.105|4.2.80|5.4.44			1
anaquhI	gOrAdiH	4.1.41			1
anaquha	fSyAdiH	4.2.80			1
anaquhya	karRAdiH	4.2.80			
anaqvAhI	gOrAdiH	4.1.41			1
anaqvAn	uraHpraBftayaH	5.4.151			
anas	AdyAdiH	5.4.44			1
aneka	utkarAdiH	4.2.90			1
anfSaMsa	yuvAdiH	5.1.130			1
anfta	CatrAdiH	4.4.62			1
aniSam	svarAdiH	1.1.37			
anna	nAvAdiH	2.3.17			1
antAdI	rAjadantAdiH	2.2.31			
anta	AdyAdiH|digAdiH	4.3.54|5.4.44			1
antaHsTa	gahAdiH	4.2.138			1
antalika	caturvedAdiH	5.1.124			
antar	SORqAdiH|svarAdiH	1.1.37|2.1.40			1
antarA	svarAdiH	1.1.37			1
antarIpa	DUmAdiH	4.2.127			1
antara	digAdiH|gahAdiH|sarvAdiH	1.1.27|4.2.138|4.3.54			1
antareRa	svarAdiH	1.1.37			1
