L_id	k1	hom	verdict	mw_realcite	corpus_hit	also_in_pw_same_source	pwg_text_sibling	n_kosa	present_in	novel_kosa	pwg_cited_sources	src_category
25781	cullaka		pwg-unique	0		1	0	0	pw		WILSON	kosa_nighantu_not_digitised
25793	cUqApakza		pwg-unique	0		1	0	0	pw		BURN	scholarly_journal_technical
25811	cUri		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
25875	cedAra		pwg-unique	0		1	0	0	pw		WILS	kosa_nighantu_not_digitised
26119	Candomavant		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
26135	CardApanikA		pwg-unique	0		1	0	0	pw		RĀJAN|ŚKDR	kosa_nighantu_not_digitised
26143	CardIkA		pwg-unique	0		0	0	0			RĀJAN|ŚKDR	kosa_nighantu_not_digitised
26329	jagatkartar		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
26335	jagatsrazwar		pwg-unique	0		1	0	0	pw		H|WILS	kosa_nighantu_not_digitised
26429	jawAvant		pwg-unique	0		1	0	0	pw		RĀJAN|ŚKDR	kosa_nighantu_not_digitised
26673	jambumant		pwg-unique	0		1	0	0	pw		WILS	kosa_nighantu_not_digitised
26766	jayASraya		pwg-unique	0		0	0	0			RĀJAN|ŚKDR	kosa_nighantu_not_digitised
26997	jalavindu		pwg-unique	0		0	0	0			RĀJAN|Verz|ŚKDR	kosa_nighantu_not_digitised
27113	javavant		pwg-unique	0		1	0	0	pw		ŚAṂK	other_or_none
27123	javipulA		pwg-unique	0		0	0	0			COLEBR	scholarly_journal_technical
27159	jAgaritar		pwg-unique	0		1	0	0	pw		AK|H	kosa_nighantu_not_digitised
27180	jANGanI		pwg-unique	0		1	0	0	pw		WILSON	kosa_nighantu_not_digitised
27183	jANGAlAyana		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
27383	jAlavAla		pwg-unique	0		0	0	0			H	kosa_nighantu_not_digitised
27430	jiGAMsIyaMs		pwg-unique	0		1	0	0	pw		WILS	kosa_nighantu_not_digitised
27542	jImUtakuwa		pwg-unique	0		0	0	0			HĀR|WILS|ŚKDR	kosa_nighantu_not_digitised
27548	jIyIkIyA		pwg-unique	0		0	0	0			COLEBR	scholarly_journal_technical
27690	jutuma		pwg-unique	0		0	0	0			Z	scholarly_journal_technical
27711	juhu		pwg-unique	0		0	0	0			AK|COLEBR	kosa_nighantu_not_digitised
27719	juhUvant		pwg-unique	0		1	0	0	pw		ŚABDAR|ŚKDR	kosa_nighantu_not_digitised
27752	jfmBAvant		pwg-unique	0		1	0	0	pw		WILS	kosa_nighantu_not_digitised
27760	jetArAma		pwg-unique	0		0	0	0			BURN	scholarly_journal_technical
27786	jEmanta		pwg-unique	0		1	0	0	pw		Verz|ebend	ms_catalogue_propernoun
27866	jYAnadarpana		pwg-unique	0		0	0	0			TRIK	kosa_nighantu_not_digitised
27876	jYAnamuktAvalI		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
27879	jYAnarpiBAskarAcArya		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
27888	jYAnahastika		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
27975	jyEzWasAman		pwg-unique	0		1	0	0	pw		WILS|ŚKDR	kosa_nighantu_not_digitised
28028	jyotIrata		pwg-unique	0		1	0	0	pw		VYUTP	kosa_nighantu_not_digitised
28031	jyotIrUpasvayaMBU		pwg-unique	0		1	0	0	pw		BURN	scholarly_journal_technical
28056	jvarahantar		pwg-unique	0		0	0	0			RĀJAN|ŚKDR	kosa_nighantu_not_digitised
28069	jvalArAsaBakAmaya		pwg-unique	0		0	0	0			RĀJAN|ŚKDR	kosa_nighantu_not_digitised
28070	jvalin		pwg-unique	0		0	0	0			RĀJAN|ŚKDR	kosa_nighantu_not_digitised
28082	JagaJagAy		pwg-unique	0		1	0	0	pw		ŚKDR	kosa_nighantu_not_digitised
28198	wAMkara		pwg-unique	0		1	0	0	pw		TRIK	kosa_nighantu_not_digitised
28226	wowaka		pwg-unique	0		0	0	0			COLEBR	scholarly_journal_technical
28227	woqarakzmApati		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
28228	wotalA		pwg-unique	0		0	0	0			COLEBR	scholarly_journal_technical
28229	wodalatantra		pwg-unique	0		0	0	0			COLEBR	scholarly_journal_technical
28231	wOwa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
28465	tattvavindu		pwg-unique	0		0	0	0			COLEBR	scholarly_journal_technical
28705	tannI		pwg-unique	0		1	0	0	pw		RATNAM|WILS|ŚKDR	kosa_nighantu_not_digitised
28733	tapaSa		pwg-unique	0		0	0	0			H	kosa_nighantu_not_digitised
28847	tamodarSana		pwg-unique	0		0	0	0			NIGH	kosa_nighantu_not_digitised
28912	taralAy		pwg-unique	0		1	0	0	pw		WILS	kosa_nighantu_not_digitised
29091	tallaha		pwg-unique	0		0	0	0			H	kosa_nighantu_not_digitised
29179	tAttali		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
29210	tAndana		pwg-unique	0		1	0	0	pw		WILS	kosa_nighantu_not_digitised
29290	tAmracakzu		pwg-unique	0		0	0	0			NIGH	kosa_nighantu_not_digitised
29367	tArakin		pwg-unique	0		0	0	0			RĀJAN|ŚKDR	kosa_nighantu_not_digitised
29413	tArIza		pwg-unique	0		1	0	0	pw		MED|WILS	kosa_nighantu_not_digitised
29531	tAsyandra		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
29565	tigala		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
29662	tiraScANgirasa		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
29702	tirpili		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
29748	tilakAy		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
29790	tilicCa		pwg-unique	0		1	0	0	pw		NIGH	kosa_nighantu_not_digitised
29912	tukajyotirvid		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
30024	tumUla		pwg-unique	0		1	0	0	pw		AK|COLEBR	kosa_nighantu_not_digitised
30063	turaMgaka		pwg-unique	0		1	0	0	pw		NIGH|RATNAM|RĀJAN|ŚKDR	kosa_nighantu_not_digitised
30065	turaMgadvizaRI		pwg-unique	0		0	0	0			RĀJAN|ŚKDR	kosa_nighantu_not_digitised
30195	tuzaspa		pwg-unique	0		1	0	0	pw		Z	scholarly_journal_technical
30299	tUzRISIla		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
30334	tfRaduh		pwg-unique	0		0	0	0			HĀR|TRIK|ŚKDR	kosa_nighantu_not_digitised
30350	tfRamatkfRa		pwg-unique	0		0	0	0			TRIK|WILS	kosa_nighantu_not_digitised
30355	tfRavalvaja		pwg-unique	0		0	0	0			NIGH|RĀJAN|ŚKDR	kosa_nighantu_not_digitised
30443	tfzitottara		pwg-unique	0		0	0	0			ŚABDAC|ŚKDR	kosa_nighantu_not_digitised
30486	tejaHsaMBava		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
30502	tejovindUpanizad		pwg-unique	0		0	0	0			COLEBR|Ind	scholarly_journal_technical
30503	tejovIja		pwg-unique	0		0	0	0			NIGH	kosa_nighantu_not_digitised
30544	tEBa		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
30591	tElavIja		pwg-unique	0		0	0	0			NIGH	kosa_nighantu_not_digitised
30734	tyagala		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
30775	trapra		pwg-unique	0		1	0	0	pw		AK|COLEBR	kosa_nighantu_not_digitised
30964	tridAlikA		pwg-unique	0		1	0	0	pw		WILS	kosa_nighantu_not_digitised
30983	trinagarI		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
31052	triBaNga		pwg-unique	0		0	0	0			COLEBR	scholarly_journal_technical
31136	trivid		pwg-unique	0		0	0	0			COLEBR	scholarly_journal_technical
31254	triHsAman		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
31520	tvizAMpati		pwg-unique	0		1	0	0	pw		AK	kosa_nighantu_not_digitised
31626	dakziRapaTa		pwg-unique	0		0	0	0			WILS	kosa_nighantu_not_digitised
31767	daRqavArkza		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
31880	daDisara		pwg-unique	0		0	0	0			WILS	kosa_nighantu_not_digitised
31912	danuza		pwg-unique	0		0	0	0			H	kosa_nighantu_not_digitised
31970	dantaSawa		pwg-unique	0		1	0	0	pw		AK|ŚKDR	kosa_nighantu_not_digitised
32158	darSanopanizad		pwg-unique	0		1	0	0	pw		COLEBR|Ind	scholarly_journal_technical
32360	dasArAma		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
32385	dahanabahula		pwg-unique	0		0	0	0			H|WILS	kosa_nighantu_not_digitised
32396	dahiyaka		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
32695	dAlmAyaRi		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
32727	dASaSiras		pwg-unique	0		0	0	0			ebend	scholarly_journal_technical
32767	dAsasaras		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
32820	digambaraka		pwg-unique	0		1	0	0	pw		HĀR	kosa_nighantu_not_digitised
32894	dinakeSara		pwg-unique	0		0	0	0			H|WILS|ŚABDAR|ŚKDR	kosa_nighantu_not_digitised
33136	dIpavant		pwg-unique	0		0	0	0			ŚKDR	kosa_nighantu_not_digitised
33184	dIrGakaMDara		pwg-unique	0		0	0	0			RĀJAN|ŚKDR	kosa_nighantu_not_digitised
33352	duHPAlikutTa		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
33519	durizWa		pwg-unique	0		1	0	0	pw		WILS|ŚKDR	kosa_nighantu_not_digitised
34514	devanAraka		pwg-unique	0		0	0	0			H|WILS	kosa_nighantu_not_digitised
34602	devayAjYaka		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
34824	devyAgama		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
34912	dEnAra		pwg-unique	0		1	0	0	pw		WILS|ŚKDR	kosa_nighantu_not_digitised
34952	dEvayajYapaRqitasUrya		pwg-unique	0		1	0	0	pw		Z	scholarly_journal_technical
35017	dozaka		pwg-unique	0		1	0	0	pw		ŚABDAR|ŚKDR	kosa_nighantu_not_digitised
35056	dohadohIya		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
35068	dOgUla		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
35298	dravIkar		pwg-unique	0		0	0	0			WILS|ŚKDR	kosa_nighantu_not_digitised
35340	drAyuDa		pwg-unique	0		0	0	0			H	kosa_nighantu_not_digitised
35650	dvijajetar		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
35769	dvimAtar		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
35789	dviraByAsAkUpAra		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
35807	dvirePagaRasaMmitA		pwg-unique	0		0	0	0			NIGH	kosa_nighantu_not_digitised
35824	dvivid		pwg-unique	0		0	0	0			COLEBR|HALL|Journ	scholarly_journal_technical
35900	dvIpasaMBava		pwg-unique	0		1	0	0	pw		NIGH	kosa_nighantu_not_digitised
36002	Daqi		pwg-unique	0		0	0	0			COLEBR	scholarly_journal_technical
36153	DanvanacCada		pwg-unique	0		0	0	0			NIGH	kosa_nighantu_not_digitised
36211	DarANkura		pwg-unique	0		1	0	0	pw		HĀR|MED	kosa_nighantu_not_digitised
36237	DartUra		pwg-unique	0		1	0	0	pw		NIGH	kosa_nighantu_not_digitised
36371	DarmavirvaDana		pwg-unique	0		0	0	0			BURN	scholarly_journal_technical
36407	DarmANgada		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
36429	DarmAmBoDi		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
36472	Dabalapakza		pwg-unique	0		0	0	0			RĀJAN|WILS|ŚKDR	kosa_nighantu_not_digitised
36473	DavalapurARasamuccaya		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
36511	DAtunyAyamaYjUzA		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
36534	DAtusaMBava		pwg-unique	0		1	0	0	pw		NIGH	kosa_nighantu_not_digitised
36632	DAraRAvant		pwg-unique	0		1	0	0	pw		AK	kosa_nighantu_not_digitised
36743	DiyAMpati		pwg-unique	0		1	0	0	pw		TRIK|WILS|ŚKDR	kosa_nighantu_not_digitised
36998	Dfzant		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
37109	DyAnavindUpanizad		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
37416	nagarIvaka		pwg-unique	0		0	0	0			TRIK	kosa_nighantu_not_digitised
37550	nanAnanatAyin		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
37736	namrIkfta		pwg-unique	0		0	0	0			Journ	scholarly_journal_technical
37750	nayanetar		pwg-unique	0		1	0	0	pw		Journ	scholarly_journal_technical
37830	narasiMhasarasvatI		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
37913	nalinIpadmakoza		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
37938	navacakra		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
37941	navacCAtta		pwg-unique	0		0	0	0			TRIK	kosa_nighantu_not_digitised
38032	navipulA		pwg-unique	0		1	0	0	pw		COLEBR	scholarly_journal_technical
38054	naSitar		pwg-unique	0		1	0	0	pw		ŚKDR	kosa_nighantu_not_digitised
38170	nAgapattrI		pwg-unique	0		0	0	0			RĀJAN|ŚKDR	kosa_nighantu_not_digitised
38243	nAgasaMBava		pwg-unique	0		1	0	0	pw		AK	kosa_nighantu_not_digitised
38251	nAgasvarUpiRI		pwg-unique	0		0	0	0			COLEBR	scholarly_journal_technical
38282	nAgojI		pwg-unique	0		1	0	0	pw		COLEBR|Verz	ms_catalogue_propernoun
38293	nAwakaratnakoza		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
38356	nAdavindUpanizad		pwg-unique	0		0	0	0			COLEBR|Ind	scholarly_journal_technical
38368	nAnanda		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
38477	nAmasArodDAra		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
38504	nAradIyaka		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
38506	nAradvasava		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
38516	nArAyaRadAsasidDa		pwg-unique	0		1	0	0	pw		Verz|Z	ms_catalogue_propernoun
38518	nArAyaRadEvavid		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
38519	nArAyaRapaRqita		pwg-unique	0		1	0	0	pw		Ind|Verz	ms_catalogue_propernoun
38522	nArAyaRaBawwa		pwg-unique	0		1	0	0	pw		COLEBR|Verz	ms_catalogue_propernoun
38526	nArAyaRasarasvatI		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
38643	nAsikyaka		pwg-unique	0		1	0	0	pw		ŚABDAM|ŚKDR	kosa_nighantu_not_digitised
38858	nityanATasidDa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
38870	nityAnandASrama		pwg-unique	0		1	0	0	pw		COLEBR	scholarly_journal_technical
38999	nibandDar		pwg-unique	0		1	0	0	pw		WILS|ŚKDR	kosa_nighantu_not_digitised
39011	niboDa		pwg-unique	0		0	0	0			Ind|WEBER	scholarly_journal_technical
39062	nimezakat		pwg-unique	0		0	0	0			ŚABDAM|ŚKDR	kosa_nighantu_not_digitised
39075	nimbaka		pwg-unique	0		1	0	0	pw		ŚKDR	kosa_nighantu_not_digitised
39124	niyodDar		pwg-unique	0		1	0	0	pw		RĀJAN|WILS|ŚKDR	kosa_nighantu_not_digitised
39478	nirdezwar		pwg-unique	0		1	0	0	pw		ŚKDR	kosa_nighantu_not_digitised
39648	nirvaha		pwg-unique	0		1	0	0	pw		TRIK|WILSON|ŚKDR	kosa_nighantu_not_digitised
39689	nirvikalpana		pwg-unique	0		1	0	0	pw		VYUTP	kosa_nighantu_not_digitised
39977	niHSaMsaya		pwg-unique	0		0	0	0			WILSON	kosa_nighantu_not_digitised
40026	nizavya		pwg-unique	0		0	0	0			SĀY	other_or_none
40182	nizpandana		pwg-unique	0		1	0	0	pw		TRIK	kosa_nighantu_not_digitised
40204	nizpuqgala		pwg-unique	0		0	0	0			VYUTP	kosa_nighantu_not_digitised
40444	nIraNga		pwg-unique	0		0	0	0			Z	scholarly_journal_technical
40447	nIrajana		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
40566	nIlasinduvAra		pwg-unique	0		0	0	0			RĀJAN|ŚKDR	kosa_nighantu_not_digitised
40586	nIlAruRa		pwg-unique	0		1	0	0	pw		VYUTP	kosa_nighantu_not_digitised
40723	namiTuna		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
40758	nfsiMhatApanIya		pwg-unique	0		1	0	0	pw		COLEBR|Ind|Verz	ms_catalogue_propernoun
40760	nfsiMhaBawwa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
40762	nfsiMhasarasvatI		pwg-unique	0		1	0	0	pw		COLEBR	scholarly_journal_technical
40763	nfsiMhASrama		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
41018	nEzpeSikatva		pwg-unique	0		1	0	0	pw		VYUTP	kosa_nighantu_not_digitised
41039	nopasTAtar		pwg-unique	0		1	0	0	pw		ŚKDR	kosa_nighantu_not_digitised
41124	nyAyAlaMkAraBawwa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
41198	pakzajanman		pwg-unique	0		1	0	0	pw		HĀR|ŚABDAR|ŚKDR	kosa_nighantu_not_digitised
41218	pakzavindu		pwg-unique	0		0	0	0			ŚABDĀRTHAK|ŚKDR	kosa_nighantu_not_digitised
41275	paNkaDUma		pwg-unique	0		0	0	0			H|WILS	kosa_nighantu_not_digitised
41306	paNgugrAha		pwg-unique	0		0	0	0			WILS	kosa_nighantu_not_digitised
41321	pacanika		pwg-unique	0		1	0	0	pw		VYUTP	kosa_nighantu_not_digitised
41329	paciti		pwg-unique	0		0	0	0			AK|COLEBR	kosa_nighantu_not_digitised
41474	paYcarakza		pwg-unique	0		0	0	0			BURN	scholarly_journal_technical
41542	paYcasUtrI		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
41572	paYcAbajamaRqala		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
41611	paYcIkar		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
41665	puwutfRaka		pwg-unique	0		0	0	0			RĀJAN|ŚKDR	kosa_nighantu_not_digitised
41899	pattraPalatA		pwg-unique	0		0	0	0			H	kosa_nighantu_not_digitised
41921	pattraSavara		pwg-unique	0		0	0	0			AK|COLEBR	kosa_nighantu_not_digitised
41976	paTant		pwg-unique	0		1	0	0	pw		AK|ŚKDR	kosa_nighantu_not_digitised
42091	padArTamAlAdIpikA		pwg-unique	0		1	0	0	pw		ebend	scholarly_journal_technical
42132	padmanABadatta		pwg-unique	0		1	0	0	pw		COLEBR|Verz	ms_catalogue_propernoun
42334	paracCandavant		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
42374	parapratinaptar		pwg-unique	0		1	0	0	pw		H|WILSON|ŚKDR	kosa_nighantu_not_digitised
42421	paramArTanirvftisatyanirdeSa		pwg-unique	0		1	0	0	pw		VYUTP	kosa_nighantu_not_digitised
42429	parameSman		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
42443	pararIRa		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
42542	parAYjana		pwg-unique	0		1	0	0	pw		TRIK	kosa_nighantu_not_digitised
42570	parAprAsAdamantra		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
42614	parASaraBawwa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
42640	parikartar		pwg-unique	0		1	0	0	pw		ŚKDR	kosa_nighantu_not_digitised
42685	parikzipaka		pwg-unique	0		0	0	0			WILS	kosa_nighantu_not_digitised
43107	parivAhavant		pwg-unique	0		1	0	0	pw		WILS|ŚABDĀRTHAK	kosa_nighantu_not_digitised
43388	paroku		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
43407	parozRih		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
43793	pavimant		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
43970	pAkarAjeSvara		pwg-unique	0		0	0	0			ŚKDR	kosa_nighantu_not_digitised
44017	pAcayitar		pwg-unique	0		1	0	0	pw		MED	kosa_nighantu_not_digitised
44142	pARineya		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
44169	pARqaraka		pwg-unique	0		1	0	0	pw		VYUTP	kosa_nighantu_not_digitised
44241	pAtar	3	pwg-unique	0		1	1	0	pw		ŚABDAC|ŚKDR	kosa_nighantu_not_digitised
44275	pAtray		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
44349	pApapAlikA		pwg-unique	0		0	0	0			H	kosa_nighantu_not_digitised
44353	pAdapIvI		pwg-unique	0		0	0	0			H	kosa_nighantu_not_digitised
44537	pApavinASana		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
44608	pAraQI		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
44728	pAripAtraka		pwg-unique	0		1	0	0	pw		AK|COLEBR|ŚKDR	kosa_nighantu_not_digitised
44826	pArva		pwg-unique	0		0	0	0			WILS	kosa_nighantu_not_digitised
44873	pArSvAsTan		pwg-unique	0		0	0	0			AK|H	kosa_nighantu_not_digitised
45004	pAScAttyAkarasaMBava		pwg-unique	0		0	0	0			RATNAM|ŚKDR	kosa_nighantu_not_digitised
45071	piciRqavant		pwg-unique	0		1	0	0	pw		AK|COLEBR	kosa_nighantu_not_digitised
45262	pitfpitar		pwg-unique	0		1	0	0	pw		AK	kosa_nighantu_not_digitised
45270	pitfvAnDava		pwg-unique	0		0	0	0			ŚKDR	kosa_nighantu_not_digitised
45310	pittavant		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
45323	pitsant		pwg-unique	0		1	0	0	pw		AK|H|MED|TRIK|WILS|ŚKDR	kosa_nighantu_not_digitised
45345	pipatizant		pwg-unique	0		1	0	0	pw		H|MED	kosa_nighantu_not_digitised
45959	puMBUman		pwg-unique	0		1	0	0	pw		AK|TRIK	kosa_nighantu_not_digitised
46095	purut		pwg-unique	0		1	0	0	pw		TRIK	kosa_nighantu_not_digitised
46134	purumahna		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
46342	pullaka		pwg-unique	0		0	0	0			H	kosa_nighantu_not_digitised
46483	puzpalAvin		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
46487	puzpavawuka		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
46632	pUtiPala		pwg-unique	0		0	0	0			AK|RATNAM|ŚKDR	kosa_nighantu_not_digitised
46989	pfTakzetra		pwg-unique	0		0	0	0			ŚKDR	kosa_nighantu_not_digitised
47046	pfTukalpinI		pwg-unique	0		1	0	0	pw		HALĀY	kosa_nighantu_not_digitised
47214	peYjUza		pwg-unique	0		0	0	0			H	kosa_nighantu_not_digitised
47218	pewwa		pwg-unique	0		1	0	0	pw		TRIK	kosa_nighantu_not_digitised
47240	peloja		pwg-unique	0		0	0	0			H	kosa_nighantu_not_digitised
47508	pOrumahna		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
47599	pnA		pwg-unique	0		1	0	0	pw		WILS|ŚABDĀRTHAK	kosa_nighantu_not_digitised
47618	prakawAy		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
47666	prakASakajYAtar		pwg-unique	0		0	0	0			ŚABDAC|ŚKDR	kosa_nighantu_not_digitised
47835	praGozaka		pwg-unique	0		1	0	0	pw		JAṬĀDH|ŚKDR	kosa_nighantu_not_digitised
47884	pracetar		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
47991	prajjawika		pwg-unique	0		0	0	0			COLEBR	scholarly_journal_technical
48145	pratikAsa		pwg-unique	0		0	0	0			AK|ŚKDR	kosa_nighantu_not_digitised
48294	pratinaptar		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
48487	pratiyogijYAnakaraRatAvAda		pwg-unique	0		0	0	0			HALL	scholarly_journal_technical
48719	pratisyAya		pwg-unique	0		1	0	0	pw		AK	kosa_nighantu_not_digitised
48749	pratIkAsa		pwg-unique	0		0	0	0			AK	kosa_nighantu_not_digitised
48944	pratyavasTAtar		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
49188	pradezwar		pwg-unique	0		1	0	0	pw		VYUTP	kosa_nighantu_not_digitised
49338	prabal		pwg-unique	0		1	0	0	pw		Journ	scholarly_journal_technical
49389	praBavitar		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
49599	prayatnavant		pwg-unique	0		1	0	0	pw		Spr|TRIK	kosa_nighantu_not_digitised
49874	pravIqa		pwg-unique	0		1	0	0	pw		TRIK	kosa_nighantu_not_digitised
49899	pravetar		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
50083	prasavitar	2	pwg-unique	0		1	1	0	pw		WILSON|ŚABDAR|ŚKDR	kosa_nighantu_not_digitised
50108	prasAdavant		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
50271	prahasant		pwg-unique	0		0	0	0			RĀJAN|TRIK|ŚKDR	kosa_nighantu_not_digitised
50294	prahitoH		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
50378	prAkriyAkOmuda		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
50515	prAjitar		pwg-unique	0		1	0	0	pw		AK|H|HALĀY	kosa_nighantu_not_digitised
50582	prARaBAsvant		pwg-unique	0		1	0	0	pw		ŚABDAR|ŚKDR	kosa_nighantu_not_digitised
50609	prARasaMBfta		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
50635	prARArTavant		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
50643	prARimAtar		pwg-unique	0		1	0	0	pw		RĀJAN|ŚKDR	kosa_nighantu_not_digitised
50670	prAtarBoktar		pwg-unique	0		1	0	0	pw		ŚABDAC|ŚKDR	kosa_nighantu_not_digitised
51046	priyavaktar		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
51120	prekzAvant		pwg-unique	0		1	1	0	pw		NĪLAK|Verz	kosa_nighantu_not_digitised
51190	premavant		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
51269	proddaRqa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
51410	PaRAvant		pwg-unique	0		1	0	0	pw		ŚABDAR|ŚKDR	kosa_nighantu_not_digitised
51448	ParParAy		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
51478	PalajjalavAsudeva		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
51519	PalasaMbadDa		pwg-unique	0		1	0	0	pw		NIGH	kosa_nighantu_not_digitised
51520	PalasaMBArA		pwg-unique	0		1	0	0	pw		NIGH	kosa_nighantu_not_digitised
51631	PutkAravant		pwg-unique	0		1	0	0	pw		ŚKDR	kosa_nighantu_not_digitised
51683	Pesala		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
51709	badari		pwg-unique	0		0	0	0			ŚABDAC|ŚKDR	kosa_nighantu_not_digitised
51795	banDyaparvata		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
