L_id	k1	hom	k2
79408	prameya		prameya

79409	prameyakamalamArtaRqa		prameyakamalamArtaRqa

79410	pramokzaRa		pramokzaRa

79411	pramoda		pramoda

79412	pramodatIrTa		pramodatIrTa

79413	pramodana		pramodana

79414	pramoza		pramoza

79415	pramoha		pramoha

79416	prayakza		prayakza

79417	prayatna		prayatna

79418	prayARaka		prayARaka

79419	prayAtrA		prayAtrA

79420	prayAvan		prayAvan

79421	prayAsa		prayAsa

79422	prayukti		prayukti

79423	prayoktar		prayoktar

79424	prayoktftA		prayoktftA

79425	prayoktftva		prayoktftva

79426	prayoga	2	prayoga
79427	prayogaratna		prayogaratna

79428	prayogaratnamAlA		prayogaratnamAlA

79429	prayogavftti		prayogavftti

79430	prayogasetu		prayogasetu

79431	prayogAtiSaya		prayogAtiSaya

79432	prayogAmfta		prayogAmfta

79433	prayojaka		prayojaka

79434	prayojana		prayojana

79435	prayojanavant		prayojanavant

79436	prayojya		prayojya

79437	prarocana		prarocana

79438	praroha		praroha

79439	pralambabAhu		pralambabAhu

79440	pralambaBuja		pralambaBuja

79441	pralaya		pralaya

79442	pralayakevala		pralayakevala

79443	pralayaMkara		pralayaMkara

79444	pralayatva		pralayatva

79445	pralayAkala		pralayAkala

79446	pralApa		pralApa

79447	pravacana		pravacana

79448	pravawa		pravawa

79449	pravaRa		pravaRa

79450	pravayas		pravayas

79451	pravara	1	pravara
79452	pravaradarpaRa		pravaradarpaRa

79453	pravaravant		pravaravant

79454	pravarasena		pravarasena

79455	pravartaka		pravartaka

79456	pravartana		pravartana

79457	pravarza		pravarza

79458	pravarzaRa		pravarzaRa

79459	pravasaTa		pravasaTa

79460	pravasana		pravasana

79461	pravahaRa		pravahaRa

79462	pravAcana		pravAcana

79463	pravAdin		pravAdin

79464	pravAla		pravAla

79465	pravAsa		pravAsa

79466	pravAha		pravAha

79467	praviBAga		praviBAga

79468	pravirala		pravirala

79469	pravivikzu		pravivikzu

79470	pravistara		pravistara

79471	pravIraka		pravIraka

79472	pravIvivikzu		pravIvivikzu

79473	pravfttaka		pravfttaka

79474	pravfttijYAna		pravfttijYAna

79475	pravfttipratyaya		pravfttipratyaya

79476	pravfttivijYAna		pravfttivijYAna

79477	pravettar		pravettar

79478	praverita		praverita

79479	praveSa		praveSa

79480	praveSaka		praveSaka

79481	pravyAhAra		pravyAhAra

79482	pravrAj		pravrAj

79483	praSaMsA		praSaMsA

79484	praSaMsya		praSaMsya

79485	praSamaMkara		praSamaMkara

79486	praSastapAda		praSastapAda

79487	praSasti		praSasti

79488	praSAKA		praSAKA

79489	praSAntaka		praSAntaka

79490	praSAnti		praSAnti

79491	praSiTila		praSiTila

79492	praSizya		praSizya

79493	praScotana		praScotana

79494	praSnArRava		praSnArRava

79495	praSnottara		praSnottara

79496	praSraya		praSraya

79497	praSrayavant		praSrayavant

79498	prazWa		prazWa

79499	prasaktavya		prasaktavya

79500	prasakti		prasakti

79501	prasaMKyAna		prasaMKyAna

79502	prasaNga		prasaNga

79503	prasaNgasama		prasaNgasama

79504	prasaMGa		prasaMGa

79505	prasajya		prasajya

79506	prasannatA		prasannatA

79507	prasara		prasara

79508	prasava	2	prasava
79509	prasava	3	prasava
79510	prasavitar	2	prasavitar
79511	prasAda		prasAda

79512	prasAdana		prasAdana

79513	prasAdin		prasAdin

79514	prasAdIkar		prasAdIkar

79515	prasADana		prasADana

79516	prasAra		prasAra

79517	prasAraRa		prasAraRa

79518	prasArin		prasArin

79519	prasidDi		prasidDi

79520	prasidDivirudDa		prasidDivirudDa

79521	prasfta		prasfta

79522	prasfti		pra/sfti

79523	praskanda		praskanda

79524	praskunda		praskunda

79525	prastara		prastara

79526	prastava		prastava

79527	prastAra		prastAra

79528	prastAva		prastAva

79529	prastAvanA		prastAvanA

79530	prastAvika		prastAvika

79531	prasTa		prasTa

79532	prasTAna		prasTAna

79533	prasTAnika		prasTAnika

79534	prasTApana		prasTApana

79535	prasnava		prasnava

79536	prasrava		prasrava

79537	prasvApa		prasvApa

79538	prahantar		prahantar

79539	prahara		prahara

79540	praharaka		praharaka

79541	praharaRa		praharaRa

79542	prahartar		prahartar

79543	praharza		praharza

79544	praharzavant		praharzavant

79545	prahasana		prahasana

79546	prahARa		prahARa

79547	prahAraka		prahAraka

79548	prahArin		prahArin

79549	prahAsa		prahAsa

79550	prahAsin		prahAsin

79551	praheRaka		praheRaka

79552	praheti		praheti

79553	prahelaka		prahelaka

79554	prahva		prahva

79555	prahvaRa		prahvaRa

79556	prAMSu		prAMSu

79557	prAkaraRika		prAkaraRika

79558	prAkArakarRa		prAkArakarRa

79559	prAkfta		prAkfta

79560	prAkftacandrikA		prAkftacandrikA

79561	prAkftatva		prAkftatva

79562	prAkftalakzaRa		prAkftalakzaRa

79563	prAkftika		prAkftika

79564	prAkkarman		prAkkarman

79565	prAkkUla		prAkkUla

79566	prAkkfta		prAkkfta

79567	prAkzAlana		prAkzAlana

79568	prAkzaMsTa		prAkzaMsTa

79569	prAgaBAva		prAgaBAva

79570	prAgavasTA		prAgavasTA

79571	prAgATa		prAgATa

79572	prAgguRa		prAgguRa

79573	prAgdaRqa		prAgdaRqa

79574	prAgBAra		prAgBAra

79575	prAgrUpa		prAgrUpa

79576	prAgvaMSa		prAgvaMSa

79577	prAgvftta		prAgvftta

79578	prAgvftti		prAgvftti

79579	prAGAra		prAGAra

79580	prAGuRa		prAGuRa

79581	prANgaRa		prANgaRa

79582	prANnyAya	1	prANnyAya
79583	prAcaRqya		prAcaRqya

79584	prAcAra		prAcAra

79585	prAcInaprakriyA		prAcInaprakriyA

79586	prAcIra		prAcIra

79587	prAcetasa		prAcetasa

79588	prAjApatya		prAjApatya

79589	prAjYaMmAnin		prAjYaMmAnin

79590	prAjya		prAjya

79591	prAYc		prAYc

79592	prAYjala		prAYjala

79593	prAqvivAka		prAqvivAka

79594	prARa	1	prARa
79595	prARakfzRa		prARakfzRa

79596	prARatozaRI		prARatozaRI

79597	prARana		prARana

79598	prARanigraha		prARanigraha

79599	prARapriya		prARapriya

79600	prARaSakti		prARaSakti

79601	prARasaMmita		prARasaMmita

79602	prARAkarzin		prARAkarzin

79603	prARAcArya		prARAcArya

79604	prARAtyaya		prARAtyaya

79605	prARADika		prARADika

79606	prARAntika		prARAntika

79607	prAReSa		prAReSa

79608	prAReSvara		prAReSvara

79609	prAtaHkftya		prAtaHkftya

79610	prAtikUlya		prAtikUlya

79611	prAtipakzya		prAtipakzya

79612	prAtiBa		prAtiBa

79613	prAtirUpya		prAtirUpya

79614	prAtiveSika		prAtiveSika

79615	prAtiSAKya		prAtiSAKya

79616	prAtisvika		prAtisvika

79617	prAtItika		prAtItika

79618	prAtyakzika		prAtyakzika

79619	prATamakalpika		prATamakalpika

79620	prATamika		prATamika

79621	prATamya		prATamya

79622	prAdeSika		prAdeSika

79623	prAdozika		prAdozika

79624	prAdyumni		prAdyumni

79625	prADAnika		prADAnika

79626	prADAnya		prADAnya

79627	prADeya		prADeya

79628	prADyayana		prADyayana

79629	prAnta		prAnta

79630	prAntara		prAntara

79631	prAp		prAp

79632	prApaka		prApaka

79633	prApaRa		prApaRa

79634	prApaRIya		prApaRIya

79635	prApta		prApta

79636	prAptakAla	1	prAptakAla
79637	prAptasUrya		prAptasUrya

79638	prApti		prApti

79639	prAptimant		prAptimant

79640	prAptisama		prAptisama

79641	prAptyASA		prAptyASA

79642	prAbalya		prAbalya

79643	prABAkara		prABAkara

79644	prABAsika		prABAsika

79645	prABfta		prABfta

79646	prAmARika		prAmARika

79647	prAmARya		prAmARya

79648	prAya		prAya

79649	prAyaRa		prAyaRa

79650	prAyaSas		prAyaSas

79651	prAyaScitta	1	prAyaScitta
79652	prAyaScitti		prAyaScitti

79653	prAyaScittin		prAyaScittin

79654	prAyaScittIya		prAyaScittIya

79655	prAyas		prAyas

79656	prAyika		prAyika

79657	prArTana		prArTana

79658	prArTya		prArTya

79659	prAlamba		prAlamba

79660	prAleya		prAleya

79661	prAvara		prAvara

79662	prAvaraRa		prAvaraRa

79663	prAvAra		prAvAra

79664	prAvArakarRa		prAvArakarRa

79665	prAvIRya		prAvIRya

79666	prAvfti		prAvfti

79667	prAveSika		prAveSika

79668	prAvrAjya		prAvrAjya

79669	prASana		prASana

79670	prASastya		prASastya

79671	prASnika		prASnika

79672	prAsaNgika		prAsaNgika

79673	prAsAda		prAsAda

79674	prAsAdapratizWAdIDiti		prAsAdapratizWAdIDiti

79675	prAsAha		prAsAha

79676	prAstAvika		prAstAvika

79677	prAhuRa		prAhuRa

79678	priya		priya

79679	priyakft		priyakft

79680	priyaMkara		priyaMkara

79681	priyajIvita		priyajIvita

79682	priyatA		priyatA

79683	priyadattA		priyadattA

79684	priyadarSana	2	priyadarSana
79685	priyaputra		priyaputra

79686	priyaprada		priyaprada

79687	priyamitra		priyamitra

79688	priyaMBavizRu		priyaMBavizRu

79689	priyavacas		priyavacas

79690	priyavAdin		priyavAdin

79691	priyokti		priyokti

79692	priyosriya		priyo/sriya

79693	prI	1	prI
79694	prI	2	prI
79695	prIRana		prIRana

79696	prItA		prItA

79697	prIti		prIti

79698	prItimant		prItimant

79699	prItivarDana		prItivarDana

79700	prekzaka		prekzaka

79701	prekzaRa		prekzaRa

79702	prekzaRaka		prekzaRaka

79703	prekzaRIyaka		prekzaRIyaka

79704	prekzA		prekzA

79705	prekzAvant		prekzAvant

79706	prekzin		prekzin

79707	prekzya		prekzya

79708	preNKa		preNKa

79709	preNKaRa		preNKaRa

79710	pretagopa		pretagopa

79711	pretaprasADana		pretaprasADana

79712	pretaBakziRI		pretaBakziRI

79713	preteSvara		preteSvara

79714	preman		preman

79715	premabanDana		premabanDana

79716	preyaMs		preyaMs

79717	prezaRa		prezaRa

79718	prER		prER

79719	prEyameDa		prEyameDa

79720	prEyavrata		prEyavrata

79721	prokzaRa		prokzaRa

79722	proccaRqa		proccaRqa

79723	protkarza		protkarza

79724	protsAhana		protsAhana

79725	proddAma		proddAma

79726	prodvAha		prodvAha

79727	prozitaBartfkA		prozitaBartfkA

79728	prozWa		prozWa

79729	prozWapada		prozWapada

79730	prOQa		prOQa

79731	prOQi		prOQi

79732	prOzWapada		prOzWapada

79733	plava		plava

79734	plavaMga		plavaMga

79735	plAva		plAva

79736	plu		plu

79737	pluz		pluz

79738	psaras		psaras

79739	PakkikA		PakkikA

79740	PaYjipattrikA		PaYjipattrikA

79741	Paw		Paw

79742	PaRa		PaRa

79743	PaRaBft		PaRaBft

79744	PaRavant		PaRavant

79745	PaRikAra		PaRikAra

79746	PaRin		PaRin

79747	Pal	2	Pal
79748	Pala		Pala

79749	Palaka		Palaka

79750	Palakin		Palakin

79751	PalatA		PalatA

79752	Palada		Palada

79753	Palayoga		Palayoga

79754	Palavant		Palavant

79755	PalasatIRa		PalasatIRa

79756	PalasidDi		PalasidDi

79757	Palahaka		Palahaka

79758	PalahI		PalahI

79759	PalAsava		PalAsava

79760	Paliga		Paliga

79761	Palegrahi		Palegrahi

79762	Palguda		Palguda

79763	PARita		PARita

79764	PAlitA		PAlitA

79765	PAlguna		PAlguna

79766	PuwwikA		PuwwikA

79767	Put		Put

79768	PutkAra		PutkAra

79769	PutkArya		PutkArya

79770	PumPuA		PumPuA

79771	PulladAman		PulladAman

79772	PeRwa		PeRwa

79773	Pena		Pena

79774	Penaka		Penaka

79775	Penin		Penin

79776	Perava		Perava

79777	Peru		Peru

79778	baka		baka/

79779	bakakacCa		bakakacCa

79780	bakakalpa		bakakalpa

79781	bakaciYcikA		bakaciYcikA

79782	bakajit		bakajit

79783	bakatva		bakatva

79784	bakadvIpa		bakadvIpa

79785	bakaDUpa		bakaDUpa

79786	bakanaka		bakanaka

79787	bakanaKa		bakanaKa

79788	bakanisUdana		bakanisUdana

79789	bakapuzpa		bakapuzpa

79790	bakayantra		bakayantra

79791	bakavatI		bakavatI

79792	bakavftti		bakavftti

79793	bakavErin		bakavErin

79794	bakavrata		bakavrata

79795	bakavratika		bakavratika

79796	bakavratin		bakavratin

79797	bakasakTa		bakasakTa

79798	bakasahavAsin		bakasahavAsin

79799	bakAcI		bakAcI

79800	bakAy		bakAy

79801	bakAri		bakAri

79802	bakula		bakula/

79803	bakulAvalikA		bakulAvalikA

79804	bakulita		bakulita/

79805	bakUla		bakUla

79806	bakerukA		bakerukA

79807	bakeSa		bakeSa

79808	bakowa		bakowa

79809	bawu		bawu/

79810	bawuka		bawuka

79811	bawukanATa		bawukanATa

79812	bawukaBErava		bawukaBErava

79813	bawUkaraRa		bawUkaraRa

79814	badDamuzwitva		badDamuzwitva

79815	badDasUta		badDasUta

79816	badva		badva

79817	baDiray		baDiray

79818	bandi		bandi

79819	bandigrAha		bandigrAha

79820	bandicOra		bandicOra

79821	bandin		bandin

79822	bandipAWa		bandipAWa

79823	bandIkAra		bandIkAra

79824	banD		banD

79825	banDa		banDa

79826	banDaDara		banDaDara

79827	banDana		banDana

79828	banDanAgAra		banDanAgAra

79829	banDujIva		banDujIva

79830	banDujIvaka		banDujIvaka

79831	banDupraBa		banDupraBa

79832	banDuBAva		banDuBAva

79833	banDumant		banDumant

79834	banDumitra		banDumitra

79835	banDura		banDura/

79836	banDurita		banDurita

79837	banDula		banDula

79838	banDUkar		banDUkar

79839	banDUra		banDUra/

79840	baBr		baBr

79841	baBri		baBri

79842	bamBArava		bamBArava

79843	barbara		barbara/

79844	barbaraka		barbaraka

79845	barbaratA		barbaratA

79846	barbari		barbari

79847	barbarila		barbari/la

79848	barbarIka		barbarIka

79849	barbarotTa		barbarotTa

79850	barbA		barbA

79851	barh	1	barh
79852	barh	2	barh
79853	barh	3	barh
79854	barhicitraka		barhicitraka

79855	barhivAhana		barhivAhana

79856	bala	1	bala
79857	bala	2	bala
79858	balaDara		balaDara

79859	balana		balana

79860	balapati		balapati

79861	balaBadra		balaBadra

79862	balavant		balavant

79863	balavarman		balavarman

79864	balasena		balasena

79865	balAka		balAka

79866	balAy		balAy

79867	balAsa		balAsa

79868	balAsabasta		balAsabasta

79869	balAsura		balAsura

79870	balAhaka		balAhaka

79871	baliBuj		baliBuj

79872	balIkar		balIkar

79873	balIvarDa		balIvarDa

79874	balbaja		balbaja

79875	ballava		ballava

79876	balvala		balvala

79877	basta		basta

79878	bahirgiri		bahirgiri

79879	bahirdvAra		bahirdvAra

79880	bahirmanas		bahirmanas

79881	bahizprAkAra		bahizprAkAra

79882	bahis		bahis

79883	bahu		bahu

79884	bahukzAra		bahukzAra

79885	bahugiri		bahugiri

79886	bahutfRa		bahutfRa

79887	bahudEvatya		bahudEvatya

79888	bahuDaneSvara		bahuDaneSvara

79889	bahuDAnyaka		bahuDAnyaka

79890	bahunAman		bahunAman

79891	bahuputrikA		bahuputrikA

79892	bahumitra		bahumitra

79893	bahulASva		bahulASva

79894	bahuvArzika		bahuvArzika

79895	bahusatya		bahusatya

79896	bahusasya		bahusasya

79897	bahusuvarRaka		bahusuvarRaka

79898	bahvASin		bahvASin

79899	bahvfca		bahvfca

79900	bAkula		bAkula

79901	bARa		bARa

79902	bARatURIkar		bARatURIkar

79903	bARAvalI		bARAvalI

79904	bARin		bARin

79905	bAdarAyaRi		bAdarAyaRi

79906	bAD	1	bAD
79907	bADaka	1	bADaka
79908	bADakatva		bADakatva

79909	bADana		bADana

79910	bADya		bADya

79911	bAnDava		bAnDava

79912	bArahadraTa		bArahadraTa

79913	bArhadraTa		bArhadraTa

79914	bAlagraha		bAlagraha

79915	bAlaGna		bAlaGna

79916	bAlaBAva		bAlaBAva

79917	bAlasuhfd		bAlasuhfd

79918	bAlAyani		bAlAyani

79919	bAlAhaka		bAlAhaka

79920	bAliSatA		bAliSatA

79921	bAlyatA		bAlyatA

79922	bAlhi		bAlhi

79923	bAlhika		bAlhika

79924	bAlhIka		bAlhIka

79925	bAzkala		bAzkala

79926	bAzkali		bAzkali

79927	bAzpa		bAzpa/

79928	bAzpaka		bAzpaka

79929	bAzpAy		bAzpAy

79930	bAzpin		bAzpin

79931	bAzpIkA		bAzpIkA

79932	bAspa		bAspa

79933	bAhadura		bAhadura

79934	bAhu		bAhu

79935	bAhuvikzepa		bAhuvikzepa

79936	bAhuSakti		bAhuSakti

79937	bAhyakA		bAhyakA

79938	bAhyadruti		bAhyadruti

79939	biqAla		bi/qAla

79940	biqAlaka		biqAlaka

79941	biqAlapada		biqAlapada

79942	biqAlavratika		biqAlavratika

79943	biqAlAkza		biqAlAkza

79944	bindu		bindu

79945	binduka		binduka

79946	biBakzayizu		biBakzayizu

79947	biBitsA		biBitsA

79948	bimba		bimba

79949	birAla		birAla

79950	bilva		bilva

79951	bilvapattramaya		bilvapattramaya

79952	bisinI		bisinI

79953	bIja		bIja

79954	bIjaka		bIjaka

79955	bIjapUra		bIjapUra

79956	bIBatsa		bIBatsa

79957	bukka		bukka

79958	budDi		budDi

79959	budDicCAyA		budDicCAyA

79960	budDipraBa		budDipraBa

79961	budDimatikA		budDimatikA

79962	budDiSarIra		budDiSarIra

79963	budDiSAlin		budDiSAlin

79964	budbuda		budbuda

79965	buD	1	buD
79966	buButsA		buButsA

79967	buruqa		buruqa

79968	bfMhaRa		bfMhaRa

79969	bfhaccaYcu		bfhaccaYcu

79970	bfhatkzata		bfhatkzata

79971	bfhattva		bfhattva

79972	bfhatsaMhitA		bfhatsaMhitA

79973	bfhatsena		bfhatsena

79974	bfhadBAnu		bfhadBAnu

79975	bfhadraTa	1	bfhadraTa
79976	bfhadraTa	2	bfhadraTa
79977	bfhadvrata		bfhadvrata

79978	bfhannirvARatantra		bfhannirvARatantra

79979	bfhaspati		bfhaspati

79980	beBiditavya		beBiditavya

79981	bEqAla		bEqAla

79982	bEqAlavrati		bEqAlavrati

79983	bEqAlavratika		bEqAlavratika

79984	bEqAlavratin		bEqAlavratin

79985	bEdala		bEdala

79986	bEdalika		bEdalika

79987	bodDar		bodDar

79988	boDa		boDa

79989	boDaka		boDaka

79990	boDakatva		boDakatva

79991	boDacittavivaraRa		boDacittavivaraRa

79992	boDana		boDana

79993	boDayitar		boDayitar

79994	boDAyana		boDAyana

79995	boDi		boDi

79996	boDin		boDin

79997	boDisattva		boDisattva

79998	boDya		boDya

79999	bOdDa		bOdDa

80000	bOdDa		bOdDa

80001	braDna		braDna

80002	brahma		brahma

80003	brahmaka		brahmaka

80004	brahmakARqa		brahmakARqa

80005	brahmaGoza		brahmaGoza

80006	brahmacarya		brahmacarya

80007	brahmacArin		brahmacArin

80008	brahmacodana		brahmacodana

80009	brahmaRyatA		brahmaRyatA

80010	brahmaRyA		brahmaRyA

80011	brahmatA		brahmatA

80012	brahmatIrTa		brahmatIrTa

80013	brahmadaRqin		brahmadaRqin

80014	brahmadatta		brahmadatta

80015	brahmadAya	1	brahmadAya
80016	brahmadAya	1	brahmadAya
80017	brahmadAyAda		brahmadAyAda

80018	brahman	1	brahman
80019	brahman	2	brahman
80020	brahmapUta		brahmapUta

80021	brahmabali		brahmabali

80022	brahmaBUya		brahmaBUya

80023	brahmayajYa		brahmayajYa

80024	brahmayoni		brahmayoni

80025	brahmarakzas		brahmarakzas

80026	brahmaratna		brahmaratna

80027	brahmarAkzasa		brahmarAkzasa

80028	brahmavaDyA		brahmavaDyA

80029	brahmavAda		brahmavAda

80030	brahmavida		brahmavida

80031	brahmaSAyin		brahmaSAyin

80032	brahmasattra		brahmasattra

80033	brahmasidDi		brahmasidDi

80034	brahmasoma		brahmasoma

80035	brahmasTala		brahmasTala

80036	brahmAdya		brahmAdya

80037	brahmApeta		brahmApeta

80038	brahmIyaMs		brahmIyaMs

80039	brAhma		brAhma

80040	brAhmaRa		brAhmaRa

80041	brAhmaRIBU		brAhmaRIBU

80042	brAhmalOkika		brAhmalOkika

80043	brU		brU

80044	Ba	1	Ba
80045	Bakta		Bakta

80046	Baktiyoga		Baktiyoga

80047	Bakzaka		Bakzaka

80048	Bakzin		Bakzin

80049	Bakzya		Bakzya

80050	Baga		Baga

80051	BagadEvata		BagadEvata

80052	BagavatIgItA		BagavatIgItA

80053	BagavadgIta		BagavadgIta

80054	BagavadrAta		BagavadrAta

80055	Bagavant		Bagavant

80056	Bagavanmaya		Bagavanmaya

80057	Bagin		Bagin

80058	BaginikA		BaginikA

80059	BagIraTayaSas		BagIraTayaSas

80060	BagnatAla		BagnatAla

80061	BagnaprakramatA		BagnaprakramatA

80062	BaNga		BaNga

80063	BaNgakAra		BaNgakAra

80064	BaNgi		BaNgi

80065	BaNgin		BaNgin

80066	BaNgura		BaNgura

80067	Baj		Baj

80068	Bajana		Bajana

80069	Bajitavya		Bajitavya

80070	Bajin		Bajin

80071	BaYj	1	BaYj
80072	BaYjaka		BaYjaka

80073	BaYjana		BaYjana

80074	BaYjin		BaYjin

80075	Bawa		Bawa

80076	Bawwa		Bawwa

80077	BawwAcArya		BawwAcArya

80078	BaRa		BaRa

80079	BaRanIya		BaRanIya

80080	BaRqa		BaRqa

80081	BaRqara		BaRqara

80082	Badatta		Badatta

80083	Badanta		Badanta

80084	Badra		Badra

80085	Badraka		Badraka

80086	BadrakAlI		BadrakAlI

80087	BadraGawa		BadraGawa

80088	BadracAru		BadracAru

80089	Badratva		Badratva

80090	Badradatta		Badradatta

80091	Badradanta		Badradanta

80092	BadrabAhu		BadrabAhu

80093	BadramuKa		BadramuKa

80094	Badrayoga		Badrayoga

80095	BadrAkar		BadrAkar

80096	BadrAkza		BadrAkza

80097	BadrAyuDa		BadrAyuDa

80098	BadrAsana		BadrAsana

80099	BadrodanI		BadrodanI

80100	BamBArava		BamBArava

80101	Baya		Baya

80102	Bar	1	Bar
80103	Bara		Bara

80104	BaraRa		BaraRa

80105	BaraRIya		BaraRIya

80106	Barata		Barata

80107	Barataroha		Barataroha

80108	BarukacCa		BarukacCa

80109	Barjana		Barjana

80110	Bartar		Bartar

80111	BartfGna		BartfGna

80112	BartfdAraka		BartfdAraka

80113	Bartfhari		Bartfhari

80114	Barts		Barts

80115	Bartsana		Bartsana

80116	Barzwavya		Barzwavya

80117	Bal		Bal

80118	Balla		Balla

80119	BallAwa		BallAwa

80120	BallUka		BallUka

80121	Bavanapati		Bavanapati

80122	BavanIya		BavanIya

80123	Bavanmanyu		Bavanmanyu

80124	Bavitar		Bavitar

80125	Bavitavya		Bavitavya

80126	Bavizya		Bavizya

80127	BavizyadAkzepa		BavizyadAkzepa

80128	Bavya		Bavya

80129	Bas		Bas

80130	BasaMDi		BasaMDi

80131	BastrA		BastrA

80132	BasmatA		BasmatA

80133	BasmarASIkar		BasmarASIkar

80134	BasmIkar		BasmIkar

80135	BasmIBAva		BasmIBAva

80136	BA	1	BA
80137	BAkta	2	BAkta
80138	BAga	1	BAga/
80139	BAgaDeya		BAgaDeya

80140	BAgavata		BAgavata

80141	BAgin		BAgin

80142	BAgyavattA		BAgyavattA

80143	BAjana		BAjana

80144	BAwi		BAwi

80145	BARqa		BARqa

80146	BARqaka		BARqaka

80147	BARqapati		BARqapati

80148	BARqavAdya		BARqavAdya

80149	BARqAgAra		BARqAgAra

80150	BARqAgArika		BARqAgArika

80151	BARqAyana		BARqAyana

80152	BARqArika		BARqArika

80153	BARqIra		BARqIra

80154	BAti		BAti

80155	BAna		BAna

80156	BAnu		BAnu

80157	BAnudeva		BAnudeva

80158	BAnumant		BAnumant

80159	BAma	3	BAma
80160	BAmin	1	BAmin
80161	BAra		BAra

80162	BAraka		BAraka

80163	BArajIvin		BArajIvin

80164	BAraRqa		BAraRqa

80165	BArata		BArata

80166	BAradvAja		BAradvAja

80167	BAravAhin		BAravAhin

80168	BArAy		BArAy

80169	BArika		BArika

80170	BArgava		BArgava

80171	BArya		BArya

80172	BAryaka		BAryaka

80173	BAryAtva		BAryAtva

80174	BAryApatitva		BAryApatitva

80175	BAva		BAva

80176	BAvaka		BAvaka

80177	BAvatka		BAvatka

80178	BAvana	1	BAvana
80179	BAvanIya		BAvanIya

80180	BAvitAtman		BAvitAtman

80181	BAvitva		BAvitva

80182	BAvyatva		BAvyatva

80183	BAz	1	BAz
80184	BAzaRa		BAzaRa

80185	BAzA		BAzA

80186	BAzAjYa		BAzAjYa

80187	BAzAsamiti		BAzAsamiti

80188	BAzitavya		BAzitavya

80189	BAs	1	BAs
80190	BAs	2	BAs
80191	BAsaka		BAsaka

80192	BAsakarRa		BAsakarRa

80193	BAskaranandin		BAskaranandin

80194	BikzAka		BikzAka

80195	BikzABARqa		BikzABARqa

80196	BikzucaryA		BikzucaryA

80197	Bitti		Bitti

80198	Bittika		Bittika

80199	Bid	1	Bid
80200	BidA		BidA

80201	Bidura		Bidura

80202	BinnadeSa		BinnadeSa

80203	Billa		Billa

80204	BI	1	BI
80205	BImant		BImant

80206	BImaparAkrama		BImaparAkrama

80207	BImapura		BImapura

80208	BImaBawa		BImaBawa

80209	BImaBuja		BImaBuja

80210	BImaraTa		BImaraTa

80211	BIrutA		BIrutA

80212	BIzaRatva		BIzaRatva

80213	BIzma		BIzma

80214	Buktasupta		Buktasupta

80215	BuktimatI		BuktimatI

80216	BuN		BuN

80217	BuNkz		BuNkz

80218	Buj	1	Buj
80219	Buj	3	Buj
80220	Buja		Buja

80221	BujaMga		BujaMga

80222	BujaSAlin		BujaSAlin

80223	BuYjApay		BuYjApay

80224	BU	1	BU
80225	BUta		BUta

80226	BUtakft		BUtakft

80227	BUtaketu		BUtaketu

80228	BUtagrAma		BUtagrAma

80229	BUtatfRa		BUtatfRa

80230	BUtananda		BUtananda

80231	BUtaprAya		BUtaprAya

80232	BUtamaya		BUtamaya

80233	BUti		BUti

80234	BUtiSiva		BUtiSiva

80235	BUnandana		BUnandana

80236	BUPala		BUPala

80237	BUman	2	BUman
80238	BUmi		BUmi

80239	BUmikA		BUmikA

80240	BUmitra		BUmitra

80241	BUmideva		BUmideva

80242	BUmiBft		BUmiBft

80243	BUmyanantara		BUmyanantara

80244	BUya		BUya

80245	BUyaMs		BUyaMs

80246	BUyastva		BUyastva

80247	BUyizWa		BUyizWa

80248	BUri		BUri

80249	BUriBoja		BUriBoja

80250	BUrivasu		BUrivasu

80251	BUz	2	BUz
80252	BUzaRa		BUzaRa

80253	BfNga		BfNga

80254	BfNgaka		BfNgaka

80255	Bftaka		Bftaka

