headword_slp1	headword_iast	L_id	arity	members_slp1	members_iast	dcs_status	dcs_compound_raw	dcs_prefix_hits	dcs_split	dcs_arity	dcs_freq_sum	seam_no_sandhi	key_form
anavadyarUpa	anavadyarūpa	2402	2	anavadya + rUpa	anavadya + rūpa	unattested		0					folded-miss
anavaglAyant	anavaglāyant	2396	2	a + avaglAyant	a + avaglāyant	unattested		0					folded-miss
anavahvara	anavahvara	2433	2	a + avahvara	a + avahvara	unattested		0					folded-miss
anavakASa	anavakāśa	2395	2	a + avakASa	a + avakāśa	unattested		0					folded-miss
anavaloBana	anavalobhana	2421	2	a + avaloBana	a + avalobhana	unattested		0					folded-miss
anavama	anavama	2415	2	a + avama	a + avama	unattested		0					folded-miss
anavamarSam	anavamarśam	2416	2	a + avamarSa	a + avamarśa	unattested		0					folded-miss
anavapfgRa	anavapṛgṇa	2411	2	a + avapfgRa	a + avapṛgṇa	unattested		0					folded-miss
anavarArDya	anavarārdhya	2420	2	a + avarArDya	a + avarārdhya	unattested		0					folded-miss
anavara	anavara	2417	2	a + avara	a + avara	prefix-evidence		1					folded-miss
anavararaTa	anavararatha	2419	2	anavara + raTa	anavara + ratha	unattested		0					folded-miss
anavarata	anavarata	2418	2	a + avarata	a + avarata	prefix-evidence		1					folded-miss
anavasTAna	anavasthāna	2427	2	a + avasTAna	a + avasthāna	unattested		0					folded-miss
anavasTa	anavastha	2425	2	a + avasTA	a + avasthā	unattested		0					folded-miss
anavasTita	anavasthita	2429	2	a + avasTita	a + avasthita	prefix-evidence		10					folded-miss
anavasTiti	anavasthiti	2431	2	a + avasTiti	a + avasthiti	unattested		0					folded-miss
anavasa	anavasa	2422	2	a + avasA	a + avasā	prefix-evidence		2					folded-miss
anavasita	anavasita	2423	2	a + avasita	a + avasita	prefix-evidence		1					folded-miss
anavaskara	anavaskara	2424	2	a + avaskara	a + avaskara	unattested		0					folded-miss
anavasyant	anavasyant	2432	2	a + avasyant	a + avasyant	unattested		0					folded-miss
anavatapta	anavatapta	2397	2	a + avatapta	a + avatapta	unattested		0					folded-miss
anavekzaka	anavekṣaka	2436	2	a + avekzA	a + avekṣā	unattested		0					folded-miss
anaya	anaya	2363	2	a + naya	a + naya	prefix-evidence		1					folded-miss
anaya	anaya	63393	2	a + naya	a + naya	prefix-evidence		1					folded-miss
anaya	anaya	63394	2	a + aya	a + aya	prefix-evidence		1					folded-miss
anazwa	anaṣṭa	2449	2	a + nazwa	a + naṣṭa	prefix-evidence		2					folded-miss
anazwapaSu	anaṣṭapaśu	2450	2	anazwa + paSu	anaṣṭa + paśu	unattested		0					folded-miss
anazwavedas	anaṣṭavedas	2451	2	anazwa + vedas	anaṣṭa + vedas	unattested		0					folded-miss
anedya	anedya	3203	2	a + nedya	a + nedya	unattested		0					folded-miss
anehas	anehas	3208	2	a + ehas	a + ehas	unattested		0					folded-miss
anekAkin	anekākin	3193	2	a + ekAkin	a + ekākin	unattested		0					folded-miss
anekAnta	anekānta	3194	2	a + ekAnta	a + ekānta	prefix-evidence		1					folded-miss
anekAntavAda	anekāntavāda	3195	2	anekAnta + vAda	anekānta + vāda	unattested		0					folded-miss
anekAntavAdin	anekāntavādin	3196	2	anekAnta + vAdin	anekānta + vādin	prefix-evidence		1					folded-miss
anekArTa	anekārtha	3197	2	aneka + arTa	aneka + artha	prefix-evidence		3					folded-miss
anekArTasaMgraha	anekārthasaṃgraha	3199	2	anekArTa + saMgraha	anekārtha + saṃgraha	unattested		0					folded-miss
aneka	aneka	3183	2	a + eka	a + eka	prefix-evidence		168					folded-miss
anekaSabda	anekaśabda	3191	2	aneka + Sabda	aneka + śabda	unattested		0					folded-miss
anekaja	anekaja	3185	2	aneka + ja	aneka + ja	prefix-evidence		6					folded-miss
anekakft	anekakṛt	3184	2	aneka + kft	aneka + kṛt	unattested		0					folded-miss
anekalocana	anekalocana	3188	2	aneka + locana	aneka + locana	unattested		0					folded-miss
anekapa	anekapa	3187	2	aneka + pa	aneka + pa	prefix-evidence		2					folded-miss
anekaviDa	anekavidha	3190	2	aneka + viDA	aneka + vidhā	prefix-evidence		2					folded-miss
anena	anena	3204	2	a + ena	a + ena	prefix-evidence		1					folded-miss
anenas	anenas	3205	2	a + enas	a + enas	unattested		0					folded-miss
aneqa	aneḍa	3201	2	a + eqa	a + eḍa	unattested		0					folded-miss
aneqamUka	aneḍamūka	3202	2	a + eqamUka	a + eḍamūka	unattested		0					folded-miss
anfRa	anṛṇa	3171	2	a + fRa	a + ṛṇa	prefix-evidence		2					folded-miss
anfRin	anṛṇin	3174	2	a + fRin	a + ṛṇin	unattested		0					folded-miss
anfSaMsa	anṛśaṃsa	3182	2	a + nfSaMsa	a + nṛśaṃsa	prefix-evidence		3					folded-miss
anfc	anṛc	3167	2	a + fc	a + ṛc	unattested		0					folded-miss
anfca	anṛca	3168	2	a + fc	a + ṛc	unattested		0					folded-miss
anfju	anṛju	3170	2	a + fju	a + ṛju	prefix-evidence		2					folded-miss
anfkzara	anṛkṣara	3166	2	a + fkzara	a + ṛkṣara	unattested		0					folded-miss
anfta	anṛta	3175	2	a + fta	a + ṛta	prefix-evidence		7					folded-miss
anftadeva	anṛtadeva	3176	2	anfta + deva	anṛta + deva	attested	anṛtadeva	0	anṛta deva	2	2	1	exact
anftadviz	anṛtadviṣ	3177	2	anfta + dviz	anṛta + dviṣ	unattested		0					folded-miss
anftavAc	anṛtavāc	3179	2	anfta + vAc	anṛta + vāc	unattested		0					folded-miss
anftu	anṛtu	3181	2	a + ftu	a + ṛtu	prefix-evidence		1					folded-miss
aniBfzwa	anibhṛṣṭa	2626	2	a + niBfzwa	a + nibhṛṣṭa	unattested		0					folded-miss
aniBfzwatavizi	anibhṛṣṭataviṣi	2627	2	aniBfzwa + tavizi	anibhṛṣṭa + taviṣi	unattested		0					folded-miss
aniDma	anidhma	2616	2	a + iDma	a + idhma	unattested		0					folded-miss
aniHSasta	aniḥśasta	2671	2	a + niHSasta	a + niḥśasta	unattested		0					folded-miss
aniSa	aniśa	2667	2	a + niS	a + niś	unattested		0					folded-miss
aniScintya	aniścintya	2670	2	a + niScintya	a + niścintya	unattested		0					folded-miss
aniSitasarga	aniśitasarga	2669	2	aniSita + sarga	aniśita + sarga	unattested		0					folded-miss
anibADa	anibādha	2625	2	a + nibADA	a + nibādhā	unattested		0					folded-miss
anibadDa	anibaddha	2624	2	a + nibadDa	a + nibaddha	prefix-evidence		1					folded-miss
anicCA	anicchā	2608	2	a + icCA	a + icchā	prefix-evidence		1					folded-miss
anidra	anidra	2614	2	a + nidrA	a + nidrā	unattested		0					folded-miss
anikAmam	anikāmam	63496	2	a + nikAma	a + nikāma	unattested		0					folded-miss
aniketa	aniketa	2604	2	a + niketa	a + niketa	prefix-evidence		2					folded-miss
anikzu	anikṣu	2606	2	a + ikzu	a + ikṣu	unattested		0					folded-miss
anilAntaka	anilāntaka	2660	2	anila + antaka	anila + antaka	unattested		0					folded-miss
anilAyana	anilāyana	2661	2	anila + ayana	anila + ayana	unattested		0					folded-miss
anilakumAra	anilakumāra	2654	2	anila + kumAra	anila + kumāra	unattested		0					folded-miss
anilamBa	anilambha	2657	2	a + nilamBa	a + nilambha	unattested		0					folded-miss
anilaprakfti	anilaprakṛti	2656	2	anila + prakfti	anila + prakṛti	unattested		0					folded-miss
anilasaKa	anilasakha	2659	2	anila + saKa	anila + sakha	unattested		0					folded-miss
anilayana	anilayana	2658	2	a + nilayana	a + nilayana	unattested		0					folded-miss
animAna	animāna	2628	2	a + nimAna	a + nimāna	unattested		0					folded-miss
animeza	animeṣa	2637	2	a + nimeza	a + nimeṣa	unattested		0					folded-miss
animitta	animitta	2629	2	a + nimitta	a + nimitta	prefix-evidence		8					folded-miss
animizAcArya	animiṣācārya	2635	2	animiza + AcArya	animiṣa + ācārya	unattested		0					folded-miss
animiza	animiṣa	2630	2	a + nimiza	a + nimiṣa	unattested		0					folded-miss
animizant	animiṣant	2632	2	a + nimizant	a + nimiṣant	unattested		0					folded-miss
anina	anina	2617	2	a + ina	a + ina	unattested		0					folded-miss
aninda	aninda	2618	2	a + ninda	a + ninda	unattested		0					folded-miss
anindita	anindita	2619	2	a + nindita	a + nindita	prefix-evidence		2					folded-miss
anindra	anindra	2621	2	a + indra	a + indra	unattested		0					folded-miss
anindriya	anindriya	2622	2	a + indriya	a + indriya	prefix-evidence		1					folded-miss
anindya	anindya	2620	2	a + nindya	a + nindya	prefix-evidence		4					folded-miss
anipadyamAna	anipadyamāna	2623	2	a + nipadyamAna	a + nipadyamāna	unattested		0					folded-miss
anirAhita	anirāhita	2644	3	a + nirAhita + A	a + nirāhita + ā	unattested		0					folded-miss
anira	anira	2642	2	a + irA	a + irā	unattested		0					folded-miss
anirdaSAha	anirdaśāha	2650	2	a + nirdaSAha	a + nirdaśāha	prefix-evidence		1					folded-miss
anirdaSa	anirdaśa	2649	2	a + nirdaSa	a + nirdaśa	unattested		0					folded-miss
anirmAlyA	anirmālyā	2651	2	a + nirmAlyA	a + nirmālyā	unattested		0					folded-miss
anirudDa	aniruddha	2646	2	a + nirudDa	a + niruddha	prefix-evidence		1					folded-miss
anirudDaBAvinI	aniruddhabhāvinī	2648	2	anirudDa + BAvinI	aniruddha + bhāvinī	unattested		0					folded-miss
anirudDapaTa	aniruddhapatha	2647	2	anirudDa + paTa	aniruddha + patha	unattested		0					folded-miss
anirukta	anirukta	2645	2	a + nirukta	a + nirukta	unattested		0					folded-miss
anirveda	anirveda	2652	2	a + nirveda	a + nirveda	unattested		0					folded-miss
anita	anita	63498	2	a + ita	a + ita	unattested		0					folded-miss
anitya	anitya	2610	2	a + nitya	a + nitya	prefix-evidence		15					folded-miss
anivartin	anivartin	2663	2	a + nivartin	a + nivartin	unattested		0					folded-miss
aniveSana	aniveśana	2666	2	a + niveSana	a + niveśana	unattested		0					folded-miss
anivfta	anivṛta	2665	2	a + nivfta	a + nivṛta	unattested		0					folded-miss
aniviSamAna	aniviśamāna	2664	2	a + niviSamAna	a + niviśamāna	unattested		0					folded-miss
aniyama	aniyama	2641	2	a + niyama	a + niyama	prefix-evidence		1					folded-miss
aniyata	aniyata	2640	2	a + niyata	a + niyata	prefix-evidence		7					folded-miss
anizaNga	aniṣaṅga	2672	2	a + nizaNga	a + niṣaṅga	unattested		0					folded-miss
anizavya	aniṣavya	2673	2	a + nizavya	a + niṣavya	unattested		0					folded-miss
anizavya	aniṣavya	63515	2	a + izu	a + iṣu	unattested		0					folded-miss
anizedDra	aniṣeddhra	2674	2	a + nizedDra	a + niṣeddhra	unattested		0					folded-miss
anizkfta	aniṣkṛta	2675	2	a + nizkfta	a + niṣkṛta	unattested		0					folded-miss
anizpatram	aniṣpatram	2680	2	a + nizpatram	a + niṣpatram	unattested		0					folded-miss
anizwa	aniṣṭa	2676	2	a + izwa	a + iṣṭa	prefix-evidence		20					folded-miss
anizwa	aniṣṭa	2677	2	a + izwa	a + iṣṭa	prefix-evidence		20					folded-miss
anizwfta	aniṣṭṛta	2679	2	a + nizwfta	a + niṣṭṛta	unattested		0					folded-miss
annAdAya	annādāya	3518	2	anna + AdAya	anna + ādāya	attested	annādāya	0	anna āda	2	2	0	exact
annAda	annāda	3517	2	anna + ada	anna + ada	prefix-evidence		3					folded-miss
annAdin	annādin	3519	2	anna + Adin	anna + ādin	unattested		0					folded-miss
annAdya	annādya	3520	2	anna + adya	anna + adya	attested	annādyaḥ	0	anna ādya	2	2	0	folded
annAkAla	annākāla	3516	2	anna + akAla	anna + akāla	unattested		0					folded-miss
annAvfD	annāvṛdh	3522	2	anna + vfD	anna + vṛdh	unattested		0					folded-miss
annaBAga	annabhāga	3505	2	anna + BAga	anna + bhāga	prefix-evidence		1					folded-miss
annaBuj	annabhuj	3506	2	anna + Buj	anna + bhuj	unattested		0					folded-miss
annadAna	annadāna	3498	2	anna + dAna	anna + dāna	prefix-evidence		8					folded-miss
annada	annada	3497	2	anna + da	anna + da	attested	annadaḥ	0	anna da	2	12	1	folded
annadoza	annadoṣa	3499	2	anna + doza	anna + doṣa	unattested		0					folded-miss
annaganDi	annagandhi	3493	2	anna + ganDi	anna + gandhi	unattested		0					folded-miss
annagati	annagati	3492	2	anna + gati	anna + gati	unattested		0					folded-miss
annahoma	annahoma	3515	2	anna + homa	anna + homa	unattested		0					folded-miss
annajIvana	annajīvana	3495	2	anna + jIvana	anna + jīvana	unattested		0					folded-miss
annajit	annajit	3494	2	anna + jit	anna + jit	unattested		0					folded-miss
annakAma	annakāma	3490	2	anna + kAma	anna + kāma	unattested		0					folded-miss
annakozWaka	annakoṣṭhaka	3491	2	anna + kozWaka	anna + koṣṭhaka	unattested		0					folded-miss
annamala	annamala	3508	2	anna + mala	anna + mala	unattested		0					folded-miss
annapASa	annapāśa	63959	2	anna + pASa	anna + pāśa	unattested		0					folded-miss
annapU	annapū	3501	2	anna + pU	anna + pū	unattested		0					folded-miss
annapUrRa	annapūrṇa	3502	2	anna + pUrRa	anna + pūrṇa	unattested		0					folded-miss
annapati	annapati	3500	2	anna + pati	anna + pati	unattested		0					folded-miss
annapeya	annapeya	3503	2	anna + peya	anna + peya	unattested		0					folded-miss
annaprASana	annaprāśana	3504	2	anna + prASana	anna + prāśana	unattested		0					folded-miss
annarasa	annarasa	3510	2	anna + rasa	anna + rasa	attested	annarasaḥ	0	anna rasa	2	4	1	folded
annatejas	annatejas	3496	2	anna + tejas	anna + tejas	unattested		0					folded-miss
annavid	annavid	3514	2	anna + vid	anna + vid	unattested		0					folded-miss
annavikAra	annavikāra	3513	2	anna + vikAra	anna + vikāra	unattested		0					folded-miss
anoraTa	anoratha	63840	2	anas + raTa	anas + ratha	unattested		0					folded-miss
anovAh	anovāh	63841	2	anas + vAh	anas + vāh	unattested		0					folded-miss
anovAhya	anovāhya	3214	2	anas + vAhya	anas + vāhya	unattested		0					folded-miss
antAdi	antādi	3399	2	anta + Adi	anta + ādi	unattested		0					folded-miss
antAvasAyin	antāvasāyin	3401	2	anta + avasAyin	anta + avasāyin	unattested		0					folded-miss
antaBAj	antabhāj	3257	2	anta + BAj	anta + bhāj	unattested		0					folded-miss
antaHSalpa	antaḥśalpa	3379	2	antar + Salpa	antar + śalpa	unattested		0					folded-miss
antaHSilA	antaḥśilā	3380	2	antar + SilA	antar + śilā	unattested		0					folded-miss
antaHkaraRa	antaḥkaraṇa	3217	2	antar + karaRa	antar + karaṇa	prefix-evidence		6					folded-miss
antaHkfmi	antaḥkṛmi	3219	2	antar + kfmi	antar + kṛmi	unattested		0					folded-miss
antaHkoSa	antaḥkośa	3222	2	antar + koSa	antar + kośa	unattested		0					folded-miss
antaHkopa	antaḥkopa	3221	2	antar + kopa	antar + kopa	unattested		0					folded-miss
antaHkuwila	antaḥkuṭila	3218	2	antar + kuwila	antar + kuṭila	unattested		0					folded-miss
antaHpAdam	antaḥpādam	3230	2	antar + pAda	antar + pāda	unattested		0					folded-miss
antaHpAdam	antaḥpādam	63851	2	antar + pAda	antar + pāda	unattested		0					folded-miss
antaHpAla	antaḥpāla	3232	2	antar + pAla	antar + pāla	unattested		0					folded-miss
antaHpArSvya	antaḥpārśvya	3231	2	antar + pArSva	antar + pārśva	unattested		0					folded-miss
antaHpAtra	antaḥpātra	3229	2	antar + pAtra	antar + pātra	unattested		0					folded-miss
antaHpaSu	antaḥpaśu	3226	2	antar + paSu	antar + paśu	unattested		0					folded-miss
antaHpadam	antaḥpadam	63847	2	antar + pada	antar + pada	unattested		0					folded-miss
antaHparSavya	antaḥparśavya	3224	2	antar + parSu	antar + parśu	unattested		0					folded-miss
antaHpariDi	antaḥparidhi	3223	2	antar + pariDi	antar + paridhi	unattested		0					folded-miss
antaHpavitra	antaḥpavitra	3225	2	antar + pavitra	antar + pavitra	unattested		0					folded-miss
antaHprajYa	antaḥprajña	3239	2	antar + prajYA	antar + prajñā	unattested		0					folded-miss
antaHpurADyakza	antaḥpurādhyakṣa	3236	2	antaHpura + aDyakza	antaḥpura + adhyakṣa	unattested		0					folded-miss
antaHpura	antaḥpura	3233	2	antar + pura	antar + pura	prefix-evidence		15					folded-miss
antaHpuracara	antaḥpuracara	3234	2	antaHpura + cara	antaḥpura + cara	unattested		0					folded-miss
antaHpurajana	antaḥpurajana	3235	2	antaHpura + jana	antaḥpura + jana	unattested		0					folded-miss
antaHsAra	antaḥsāra	3395	2	antar + sAra	antar + sāra	prefix-evidence		1					folded-miss
antaHsTa	antaḥstha	3397	2	antar + sTa	antar + stha	prefix-evidence		1					folded-miss
antaHsaMjYa	antaḥsaṃjña	3391	2	antar + saMjYA	antar + saṃjñā	unattested		0					folded-miss
antaHsadasam	antaḥsadasam	3393	2	antar + sadas	antar + sadas	unattested		0					folded-miss
antaHsalila	antaḥsalila	3394	2	antar + salila	antar + salila	unattested		0					folded-miss
antaHsattvA	antaḥsattvā	3392	2	antar + sattva	antar + sattva	unattested		0					folded-miss
antaHsuKa	antaḥsukha	3396	2	antar + suKa	antar + sukha	unattested		0					folded-miss
antaHsveda	antaḥsveda	3398	2	antar + sveda	antar + sveda	unattested		0					folded-miss
antaSayyA	antaśayyā	3378	2	anta + SayyA	anta + śayyā	unattested		0					folded-miss
antaScara	antaścara	63911	2	antar + cara	antar + cara	unattested		0					folded-miss
antabala	antabala	63866	2	anta + bala	anta + bala	unattested		0					folded-miss
antacAra	antacāra	63861	2	anta + cAra	anta + cāra	unattested		0					folded-miss
antacara	antacara	3254	2	anta + cara	anta + cara	unattested		0					folded-miss
antadvIpa	antadvīpa	63864	2	anta + dvIpa	anta + dvīpa	unattested		0					folded-miss
antagAmin	antagāmin	3253	2	anta + gAmin	anta + gāmin	unattested		0					folded-miss
antaga	antaga	3250	2	anta + ga	anta + ga	unattested		0					folded-miss
antagamana	antagamana	3252	2	anta + gamana	anta + gamana	unattested		0					folded-miss
antagata	antagata	63859	2	anta + gata	anta + gata	unattested		0					folded-miss
antagati	antagati	3251	2	anta + gati	anta + gati	unattested		0					folded-miss
antakAla	antakāla	3246	2	anta + kAla	anta + kāla	prefix-evidence		1					folded-miss
antakArin	antakārin	3245	2	anta + kArin	anta + kārin	unattested		0					folded-miss
antakadruh	antakadruh	3242	2	antaka + druh	antaka + druh	unattested		0					folded-miss
antakara	antakara	3243	2	anta + kara	anta + kara	attested	antakaraḥ	0	anta kara	2	2	1	folded
antakaraRa	antakaraṇa	3244	2	anta + karaRa	anta + karaṇa	unattested		0					folded-miss
antakfddaSa	antakṛddaśa	3249	2	antakft + daSan	antakṛt + daśan	unattested		0					folded-miss
antakft	antakṛt	3248	2	anta + kft	anta + kṛt	attested	antakṛt	0	anta kṛt	2	4	1	exact
antapAla	antapāla	3256	2	anta + pAla	anta + pāla	prefix-evidence		1					folded-miss
antarA	antarā	3276	2	antar + A	antar + ā	prefix-evidence		14					folded-miss
antarABara	antarābhara	3284	2	antarA + Bara	antarā + bhara	unattested		0					folded-miss
antarAMsa	antarāṃsa	3277	2	antarA + aMsa	antarā + aṃsa	unattested		0					folded-miss
antarASfNgam	antarāśṛṅgam	3291	2	antarA + SfNga	antarā + śṛṅga	unattested		0					folded-miss
antarAdiS	antarādiś	3281	2	antarA + diS	antarā + diś	unattested		0					folded-miss
antarAgAra	antarāgāra	3278	2	antar + AgAra	antar + āgāra	unattested		0					folded-miss
antarAla	antarāla	3288	2	antar + Ala	antar + āla	unattested		0					folded-miss
antarApaRa	antarāpaṇa	3282	2	antar + ApaRa	antar + āpaṇa	unattested		0					folded-miss
antarApatyA	antarāpatyā	3283	2	antara + apatya	antara + apatya	unattested		0					folded-miss
antarArAma	antarārāma	3287	2	antar + ArAma	antar + ārāma	unattested		0					folded-miss
antarAtman	antarātman	3279	2	antar + Atman	antar + ātman	unattested		0					folded-miss
antarAvedI	antarāvedī	3290	2	antarA + vedI	antarā + vedī	unattested		0					folded-miss
antarBOma	antarbhauma	3339	2	antar + BUmi	antar + bhūmi	unattested		0					folded-miss
antarDana	antardhana	63890	2	antar + Dana	antar + dhana	unattested		0					folded-miss
antarIkar	antarīkar	118318	2	antara + kar	antara + kar	unattested		0					folded-miss
antarIkzacara	antarīkṣacara	3304	2	antarIkza + cara	antarīkṣa + cara	unattested		0					folded-miss
antarIkzaga	antarīkṣaga	3303	2	antarIkza + ga	antarīkṣa + ga	unattested		0					folded-miss
antarIkzajala	antarīkṣajala	3305	2	antarIkza + jala	antarīkṣa + jala	unattested		0					folded-miss
antarIpa	antarīpa	3306	2	antar + ap	antar + ap	unattested		0					folded-miss
antaraNga	antaraṅga	3264	2	antar + aNga	antar + aṅga	prefix-evidence		1					folded-miss
antaracakra	antaracakra	3265	2	antara + cakra	antara + cakra	unattested		0					folded-miss
antaradiSA	antaradiśā	3268	2	antara + diSA	antara + diśā	unattested		0					folded-miss
